dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
3437,2,10.0.0.5,10.0.0.4,2,5,4,3000000,4000000000.0,2,2,1,3,0,0,TCP,2,2,3,0,0.0,0.0,0
2788,2,10.0.0.2,10.0.0.1,1,5,9,7000000,9000000000.0,2,2,1,5,0,0,TCP,1,5,1,0,0.0,0.0,1
738,4,10.0.0.10,10.0.0.1,4,3,6,10000000,6000000000.0,2,2,2,1,0,0,UDP,2,3,4,0,0.0,0.0,0
2225,3,10.0.0.4,10.0.0.6,5,4,7,4000000,7000000000.0,2,2,2,2,0,0,TCP,1,4,5,0,0.0,0.0,1
3256,3,10.0.0.2,10.0.0.3,3,3,4,3000000,4000000000.0,2,2,1,1,0,0,TCP,2,3,3,0,0.0,0.0,0
9240,4,10.0.0.10,10.0.0.1,1,3,5,6000000,5000000000.0,2,2,1,3,0,0,UDP,1,3,1,0,0.0,0.0,1
1402,4,10.0.0.1,10.0.0.4,7,4,2,8000000,2000000000.0,2,2,3,2,0,0,UDP,2,4,7,0,0.0,0.0,0
...
3994,7,10.0.0.3,10.0.0.2,2,5,3,4000000,3000000000.0,2,2,1,3,0,0,ICMP,2,5,2,0,0.0,0.0,1
3995,5,10.0.0.1,10.0.0.2,4,9,7,5000000,7000000000.0,2,2,2,4,0,0,TCP,1,9,4,0,0.0,0.0,0
3996,3,10.0.0.2,10.0.0.7,6,7,3,3000000,3000000000.0,2,2,3,1,0,0,UDP,2,7,6,0,0.0,0.0,1
3997,2,10.0.0.6,10.0.0.1,3,4,2,1000000,2000000000.0,2,2,1,1,0,0,TCP,2,4,3,0,0.0,0.0,0
3998,4,10.0.0.3,10.0.0.8,1,8,5,6000000,5000000000.0,2,2,1,8,0,0,UDP,1,8,1,0,0.0,0.0,1
3999,7,10.0.0.2,10.0.0.4,5,4,1,1000000,1000000000.0,2,2,2,2,0,0,ICMP,2,4,5,0,0.0,0.0,1
4000,6,10.0.0.1,10.0.0.4,3,2,9,9000000,9000000000.0,2,2,1,1,0,0,TCP,1,2,3,0,0.0,0.0,0
