dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
42005,7,10.0.0.2,10.0.0.1,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,0,UDP,2,1269981973,990596183,20580,16577,20580,1
42004,7,10.0.0.2,10.0.0.3,205045,117067299,1466,828000000,1466828000000,10,7802,17098,14009617,542,0,UDP,3,7143,1358,0,0.0,0.0,0
42003,7,10.0.0.2,10.0.0.4,122461,67236841,1020,624000000,1020624000000,8,6401,14402,11688028,450,0,UDP,2,1254,1324,0,0.0,0.0,0
42002,7,10.0.0.2,10.0.0.5,124681,132909946,277,149000000,277000000000,2,7916,13311,14189526,443,0,UDP,2,7918,1514,0,0.0,0.0,1
42001,7,10.0.0.2,10.0.0.6,1488,151208,15,159000000,15159000000,3,3983,1488,151208,1,1,ICMP,2,5138,1243,0,0.0,0.0,1
42000,7,10.0.0.2,10.0.0.7,127534,135951244,283,340000000,283000000000,3,1931,13532,14425112,451,0,UDP,3,3413,3539,0,0.0,0.0,1
41999,7,10.0.0.2,10.0.0.8,99213,105761058,220,244000000,220000000000,3,2242,13474,14363284,449,0,UDP,1,4302,81964506,0,3838.0,3838.0,0
41998,7,10.0.0.2,10.0.0.9,379,37142,388,376000000,388000000000,7,3024,30,2940,1,1,ICMP,2,232243469,134977353,2712,6.0,2718.0,0
41997,7,10.0.0.2,10.0.0.10,129991,135450622,470,773000000,471000000000,2,1943,6701,6982442,223,0,UDP,3,5144,423358572,0,1844.0,1844.0,0
41996,7,10.0.0.2,10.0.0.11,108707,115881662,263,25000000,263000000000,6,2385,2369,2525354,78,0,UDP,2,168355535,3833,2759,0.0,2759.0,1
41995,7,10.0.0.2,10.0.0.12,129996,135455832,423,459000000,423000000000,2,1931,7106,7404452,236,0,UDP,2,3621,1242,0,0.0,0.0,0
41994,7,10.0.0.3,10.0.0.1,30216,32210256,67,161000000,67161000000,5,2375,13442,14329172,448,0,UDP,3,112679814,3656,7682,0.0,7682.0,1
41993,7,10.0.0.3,10.0.0.2,30216,32210256,67,161000000,67161000000,5,2375,13442,14329172,448,0,UDP,3,112679814,3656,7682,0.0,7682.0,0
41992,7,10.0.0.3,10.0.0.4,1488,151208,15,159000000,15159000000,3,3983,1488,151208,1,1,ICMP,2,5138,1243,0,0.0,0.0,1
41991,7,10.0.0.3,10.0.0.5,124031,6697674,428,123000000,428000000000,4,3982,7935,428490,264,1,TCP,3,158484602,13734072,227,121.0,348.0,0
41990,7,10.0.0.3,10.0.0.6,33345,1800630,54,155000000,54155000000,7,6696,18730,1011420,624,1,TCP,3,271728920,20877646,4329,464.0,4793.0,0
41989,7,10.0.0.3,10.0.0.7,108707,115881662,263,25000000,263000000000,6,2385,2369,2525354,78,0,UDP,2,168355535,3833,2759,0.0,2759.0,0
41988,7,10.0.0.3,10.0.0.8,129991,135450622,470,773000000,471000000000,2,1943,6701,6982442,223,0,UDP,3,5144,423358572,0,1844.0,1844.0,1
41987,7,10.0.0.3,10.0.0.9,379,37142,388,376000000,388000000000,7,3024,30,2940,1,1,ICMP,2,232243469,134977353,2712,6.0,2718.0,1
41986,7,10.0.0.3,10.0.0.10,129991,135450622,470,773000000,471000000000,2,1943,6701,6982442,223,0,UDP,3,5144,423358572,0,1844.0,1844.0,0
41985,7,10.0.0.3,10.0.0.11,108707,115881662,263,25000000,263000000000,6,2385,2369,2525354,78,0,UDP,2,168355535,3833,2759,0.0,2759.0,1
41984,7,10.0.0.3,10.0.0.12,129996,135455832,423,459000000,423000000000,2,1931,7106,7404452,236,0,UDP,2,3621,1242,0,0.0,0.0,1
41983,7,10.0.0.4,10.0.0.1,122461,67236841,1020,624000000,1020624000000,8,6401,14402,11688028,450,0,UDP,2,1254,1324,0,0.0,0.0,1
41982,7,10.0.0.4,10.0.0.2,122461,67236841,1020,624000000,1020624000000,8,6401,14402,11688028,450,0,UDP,2,1254,1324,0,0.0,0.0,0
41981,7,10.0.0.4,10.0.0.3,1488,151208,15,159000000,15159000000,3,3983,1488,151208,1,1,ICMP,2,5138,1243,0,0.0,0.0,1
41980,7,10.0.0.4,10.0.0.5,124031,6697674,428,123000000,428000000000,4,3982,7935,428490,264,1,TCP,3,158484602,13734072,227,121.0,348.0,1
41979,7,10.0.0.4,10.0.0.6,33345,1800630,54,155000000,54155000000,7,6696,18730,1011420,624,1,TCP,3,271728920,20877646,4329,464.0,4793.0,1
41978,7,10.0.0.4,10.0.0.7,108707,115881662,263,25000000,263000000000,6,2385,2369,2525354,78,0,UDP,2,168355535,3833,2759,0.0,2759.0,0
41977,7,10.0.0.4,10.0.0.8,129991,135450622,470,773000000,471000000000,2,1943,6701,6982442,223,0,UDP,3,5144,423358572,0,1844.0
