dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
1,7,10.0.0.11,10.0.0.7,419,41062,430,6000000,430000000000.0,4,2053,29,2842,0,1,ICMP,4,105721,135565182,0,0.0,0.0,0
2,2,10.0.0.3,10.0.0.7,91478,97515548,203,116000000,203000000000.0,4,1931,13526,14418716,450,0,UDP,3,171824953,3572,6452,0.0,6452.0,1
3,4,10.0.0.2,10.0.0.7,999,97902,1031,176000000,1030000000000.0,9,2800,22,2156,0,1,ICMP,3,269464085,271127907,0,0.0,0.0,0
4,4,10.0.0.12,10.0.0.1,26748,29512272,60,430000000,60430000000.0,7,4033,13244,14607320,441,1,TCP,4,17661972,248931862,400,9238.0,9638.0,1
5,5,10.0.0.12,10.0.0.7,46362,49421892,102,873000000,103000000000.0,3,1109,13429,14315314,447,0,UDP,2,3253,1102,0,0.0,0.0,0
6,4,10.0.0.1,10.0.0.12,224070,12099780,391,55000000,391000000000.0,3,7385,17354,937116,578,1,TCP,3,158026956,12898717,248,133.0,381.0,1
7,4,10.0.0.4,10.0.0.8,4552,4852432,10,233000000,10233000000.0,2,2175,0,0,0,0,UDP,2,3590,3884,0,0.0,0.0,0
8,4,10.0.0.2,10.0.0.8,134682,143571012,318,839000000,319000000000.0,6,1943,4288,4571008,142,0,UDP,4,3735,3483,0,0.0,0.0,1
9,6,10.0.0.3,10.0.0.13,79220,4594760,255,161000000,255000000000.0,3,4357,9018,523044,300,1,TCP,3,155781437,11136398,258,139.0,397.0,1
10,2,10.0.0.1,10.0.0.7,130810,135539380,830,149000000,830000000000.0,7,2053,30,2940,1,1,ICMP,4,135648650,271095356,2,2.0,4.0,0
...
39999,7,10.0.0.2,10.0.0.3,75,7000,90,20000000,9000000000.0,2,4357,1,125,0,0,UDP,2,945,735,0,0.0,0.0,1
40000,6,10.0.0.2,10.0.0.3,14,1400,10,3000000,1000000000.0,2,1109,1,700,0,0,UDP,2,845,735,0,0.0,0.0,0
