dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,10.0.0.1,10.0.0.2,0,0,0,0,0,2,4,0,0,0,0,1,UDP,3,4562,1209,0,0,0,0
6492,3,10.0.0.3,10.0.0.4,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,TCP,3,3572,110858552,0,6430,6430,0
11515,4,10.0.0.4,10.0.0.5,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,ICMP,2,27094,24412182,0,2474,2474,1
29832,5,10.0.0.5,10.0.0.6,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,UDP,4,14505580,158729915,274,383,657,1
42005,7,10.0.0.6,10.0.0.7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,TCP,4,44919,91098921,0,2487,2487,1
30381,3,10.0.0.7,10.0.0.8,833,81634,853,296000000,853000000000,9,4920,29,2842,0,1,ICMP,1,28788,22379410,0,2072,2072,1
5412,4,10.0.0.8,10.0.0.9,177,17346,181,855000000,182000000000,9,1264,29,2842,0,0,ICMP,2,59567,54988,0,0,0,0
30741,7,10.0.0.9,10.0.0.10,482,47236,493,72000000,493000000000,11,4920,29,2842,0,1,ICMP,2,133901671,271086971,0,0,0,1
30861,3,10.0.0.10,10.0.0.11,697,68306,713,220000000,713000000000,5,4920,29,2842,0,1,ICMP,3,3572,110858552,0,0,0,1
2668,1,10.0.0.11,10.0.0.12,102161,108903626,227,23000000,227000000000,4,2385,13466,14354756,448,0,UDP,3,290435291,133918765,4572,1,4573,1
29262,5,10.0.0.12,10.0.0.13,87216,90879072,309,865000000,310000000000,4,1057,8963,9339446,298,1,ICMP,3,3842,3590,0,0,0,0
29982,6,10.0.0.13,10.0.0.14,60990,63551580,199,362000000,199000000000,5,2053,9200,9586400,306,1,ICMP,3,14505580,158729915,274,383,657,0
41313,2,10.0.0.14,10.0.0.15,154485,8342190,262,488000000,262000000000,7,8050,17784,960336,592,1,TCP,4,44919,91098921,0,2487,2487,0
30591,4,10.0.0.15,10.0.0.16,67566,70403772,242,758000000,243000000000,7,4920,8132,8473544,271,1,ICMP,3,133901671,271086971,0,0,0,0
11635,4,10.0.0.16,10.0.0.17,134790,143686140,309,762000000,310000000000,4,1943,8641,9211306,288,0,UDP,4,28788,22379410,0,2072,2072,1
2488,1,10.0.0.17,10.0.0.18,0,0,0,0,0,2,4,0,0,0,0,1,TCP,3,4562,1209,0,0,0,1
6492,3,10.0.0.18,10.0.0.19,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,UDP,3,3572,110858552,0,6430,6430,1
11515,4,10.0.0.19,10.0.0.20,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,ICMP,2,27094,24412182,0,2474,2474,0
29832,5,10.0.0.20,10.0.0.21,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,UDP,4,14505580,158729915,274,383,657,0
42005,7,10.0.0.21,10.0.0.22,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,TCP,4,44919,91098921,0,2487,2487,1
30381,3,10.0.0.22,10.0.0.23,833,81634,853,296000000,853000000000,9,4920,29,2842,0,1,ICMP,1,133901671,271086971,0,0,0,0
5412,4,10.0.0.23,10.0.0.24,177,17346,181,855000000,182000000000,9,1264,29,2842,0,0,ICMP,2,59567,54988,0,0,0,1
30741,7,10.0.0.24,10.0.0.25,482,47236,493,72000000,493000000000,11,4920,29,2842,0,1,ICMP,2,28788,22379410,0,2072,2072,0
30861,3,10.0.0.25,10.0.0.26,697,68306,713,220000000,713000000000,5,4920,29,2842,0,1,UDP,3,3572,110858552,0,6430,6430,1
2668,1,10.0.0.26,10.0.0.27,102161,108903626,227,23000000,227000000000,4,2385,13466,14354756,448,0,TCP,3,290435291,133918765,4572,1,4573,0
29262,5,10.0.0.27,10.0.0.28,87216,90879072,309,865000000,310000000000,4,1057,8963,9339446,298,1,ICMP,3,3842,3590,0,0,0,1
29982,6,10.0.0.28,10.0.0.29,60990,63551580,199,362000000,199000000000,5,2053,9200,9586400,306,1,ICMP,3,14505580,158729915,274,383,657,0
41313,2,10.0.0.29,10.0.0.30,154485,8342190,262,488000000,262000000000,7,8050,17784,960336,592,1,TCP,4,44919,91098921,0,2487,2487,1
30591,4,10.0.0.30,10.0.0.31,67566,70403772,242,758000000,243000000000,7,4920,8132,8473544,271,1,ICMP,3,133901671,271086971,0,0,0,1
11635,4,10.0.0.31,10.0.0.32,134790,143686140,309,762000000,310000000000,4,1943,8641,9211306,288,0,UDP,4,28788,22379410,0,2072,2072,0
2488,1,10.0.0.32,10.0.0.33,0,0,0,0,0,2,4,0,0,0,0,1,TCP,3,4562,1209,0,0,0,1
