dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
0,4,10.0.0.1,10.0.0.9,3841,3107482,133,849000000,134000000000.0,5,3152,7,7,0,1,TCP,2,251698,12389,0,0.0,0.0,0
1,3,10.0.0.4,10.0.0.13,4745,1939550,68,854000000,69000000000.0,3,1836,22,22,0,1,UDP,4,1414,1289,0,0.0,0.0,0
2,2,10.0.0.8,10.0.0.2,841,715604,282,845000000,283000000000.0,5,4278,3,3,0,1,TCP,3,744,715,0,0.0,0.0,1
3,7,10.0.0.7,10.0.0.5,1943,165914,75,845000000,76000000000.0,3,2498,3,3,0,1,UDP,1,3,0,0,0.0,0.0,1
4,4,10.0.0.8,10.0.0.11,1136,945732,250,854000000,251000000000.0,4,2037,3,3,0,1,TCP,3,15,0,0,0.0,0.0,0
5,3,10.0.0.2,10.0.0.10,1712,144514,82,845000000,83000000000.0,7,4175,3,3,0,1,UDP,4,1,4,0,0.0,0.0,1
6,2,10.0.0.13,10.0.0.3,4175,390522,90,854000000,91000000000.0,4,3229,3,3,0,1,TCP,2,4,0,0,0.0,0.0,0
7,7,10.0.0.6,10.0.0.1,3352,290844,41,845000000,42000000000.0,5,2085,3,3,0,1,UDP,3,0,3,0,0.0,0.0,1
8,4,10.0.0.11,10.0.0.4,972,84714,182,854000000,183000000000.0,3,1822,3,3,0,1,TCP,1,3,0,0,0.0,0.0,0
9,3,10.0.0.10,10.0.0.7,3469,310278,109,845000000,110000000000.0,4,1292,3,3,0,1,UDP,2,0,2,0,0.0,0.0,1
10,2,10.0.0.5,10.0.0.9,2058,176722,47,854000000,48000000000.0,7,4817,3,3,0,1,TCP,4,2,0,0,0.0,0.0,0
11,7,10.0.0.4,10.0.0.8,2720,234800,108,845000000,109000000000.0,3,1698,3,3,0,1,UDP,3,0,1,0,0.0,0.0,1
12,4,10.0.0.9,10.0.0.13,2673,223714,38,854000000,39000000000.0,5,4200,3,3,0,1,TCP,1,1,0,0,0.0,0.0,0
13,3,10.0.0.6,10.0.0.2,4275,378050,90,845000000,91000000000.0,4,4105,3,3,0,1,UDP,2,0,2,0,0.0,0.0,1
14,2,10.0.0.11,10.0.0.7,1475,127850,87,854000000,88000000000.0,3,1768,3,3,0,1,TCP,3,1,0,0,0.0,0.0,0
15,7,10.0.0.10,10.0.0.5,2745,237810,29,845000000,30000000000.0,7,3241,3,3,0,1,UDP,4,2,0,0,0.0,0.0,1
16,4,10.0.0.3,10.0.0.1,1629,133722,43,854000000,44000000000.0,5,3125,3,3,0,1,TCP,2,0,1,0,0.0,0.0,0
17,3,10.0.0.8,10.0.0.4,3775,331750,37,845000000,38000000000.0,3,3138,3,3,0,1,UDP,1,2,0,0,0.0,0.0,1
18,2,10.0.0.13,10.0.0.6,2078,178022,90,854000000,91000000000.0,4,2117,3,3,0,1,TCP,3,1,0,0,0.0,0.0,0
19,7,10.0.0.2,10.0.0.11,1888,160912,98,845000000,99000000000.0,3,1488,3,3,0,1,UDP,2,0,3,0,0.0,0.0,1
20,4,10.0.0.7,10.0.0.10,1871,158054,20,854000000,21000000000.0,5,4245,3,3,0,1,TCP,4,0,1,0,0.0,0.0,0
21,3,10.0.0.5,10.0.0.3,3022,261918,20,845000000,21000000000.0,7,4206,3,3,0,1,UDP,1,1,0,0,0.0,0.0,1
22,2,10.0.0.4,10.0.0.8,3179,276112,68,854000000,69000000000.0,4,2271,3,3,0,1,TCP,2,0,3,0,0.0,0.0,0
23,7,10.0.0.1,10.0.0.13,4451,385558,86,845000000,87000000000.0,3,4128,3,3,0,1,UDP,3,2,0,0,0.0,0.0,1
24,4,10.0.0.9,10.0.0.2,3267,279602,67,854000000,68000000000.0,5,2077,3,3,0,1,TCP,1,1,0,0,0.0,0.0,0
25,3,10.0.0.10,10.0.0.6,2156,184544,75,845000000,76000000000.0,4,4108,3,3,0,1,UDP,2,1,0,0,0.0,0.0,1
26,2,10.0.0.11,10.0.0.1,3776,328064,91,854000000,92000000000.0,3,3199,3,3,0,1,TCP,3,1,0,0,0.0,0.0,0
27,7,10.0.0.3,10.0.0.5,1921,163890,20,845000000,21000000000.0,5,4240,3,3,0,1,UDP,4,1,0,0,0.0,0.0,1
28,4,10.0.0.8,10.0.0.7,1830,155060,30,854000000,31000000000.0,4,4357,3,3,0,1,TCP,2,1,0,0,0.0,0.0,0
29,3,10.0.0.6,10.0.0.9,1486,126674,79,845000000,80000000000.0,7,4169,3,3,0,1,UDP,3,1,0,0,0.0,0.0,1
30,2,10.0.0.4,10.0.0.13,4269,372218,90,854000000,91000000000.0,3,2077,3,3,0,1,TCP,1,0,1,0,0.0,0.0,0
31,7,10.0.0.2,10.0.0.10,1459,124022,20,845000000,21000000000.0,5,4
