dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,10.0.0.1,10.0.0.7,0,0,0,0,0,2,4,0,0,0,0,1,ICMP,3,2500,1000,0,0,0,1
6492,3,10.0.0.9,10.0.0.2,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,UDP,1,1000,500,0,0,0,0
11515,4,10.0.0.5,10.0.0.1,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,TCP,2,3000,2000,0,0,2,0
29832,5,10.0.0.4,10.0.0.3,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,UDP,3,4000,3000,148,386,3421,1
42005,7,10.0.0.7,10.0.0.2,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,TCP,2,4000,4000,20580,16577,20580,0
29772,7,10.0.0.7,10.0.0.12,898,88004,920,223000000,920000000000.0,6,1857,29,2842,0,1,ICMP,3,162443874,114030,2345,1.0,2346.0,1
9936,3,10.0.0.1,10.0.0.7,46239,49290774,101,687000000,102000000000.0,4,1931,13526,14418716,450,0,UDP,1,3579,1332,0,0.0,0.0,0
5682,4,10.0.0.5,10.0.0.7,490,48020,501,858000000,502000000000.0,9,1264,29,2842,0,0,ICMP,1,4729,1562,0,0.0,0.0,1
11365,1,10.0.0.1,10.0.0.8,18306,19514196,40,713000000,40713000000.0,3,1790,13529,14421914,450,0,UDP,3,4043,232676157,0,14134.0,14134.0,0
31011,3,10.0.0.3,10.0.0.10,746,73108,763,155000000,763000000000.0,9,4942,29,2842,0,1,ICMP,3,133925765,271111023,1,1.0,2.0,1
2949,2,10.0.0.10,10.0.0.3,128677,134081434,465,926000000,466000000000.0,3,4440,6027,6280134,200,0,UDP,3,276816257,4533,1626,0.0,1626.0,0
11455,4,10.0.0.10,10.0.0.8,24897,25942674,80,289000000,80289000000.0,6,1943,9242,9630164,308,0,UDP,2,4089,202957886,0,2577.0,2577.0,0
2919,2,10.0.0.4,10.0.0.3,108149,112691258,387,472000000,387000000000.0,3,4440,8340,8690280,278,0,UDP,3,400178281,5205,2354,0.0,2354.0,1
2679,4,10.0.0.10,10.0.0.3,57457,59870194,196,919000000,197000000000.0,2,2385,7674,7996308,255,0,UDP,1,3691,1242,0,0.0,0.0,0
4997,5,10.0.0.10,10.0.0.9,132860,147029240,319,45000000,319000000000.0,11,2373,5000,5471504,166,1,TCP,2,9235921,156828136,141,131.0,272.0,0
46207,2,10.0.0.2,10.0.0.1,834,81664,735,461000000,735000000000.0,8,1264,29,2842,0,1,ICMP,3,25000,20000,0,0,0,1
21245,1,10.0.0.8,10.0.0.7,4563,446890,284,937000000,284000000000.0,3,4440,9242,9630164,308,0,UDP,2,3000,4000,0,0,0,0
42006,6,10.0.0.7,10.0.0.3,845,82740,846,859000000,846000000000.0,2,2385,7674,7996308,255,0,TCP,1,4000,3000,0,0,0,1
30956,2,10.0.0.2,10.0.0.4,1234,121696,932,611000000,932000000000.0,2,2385,7674,7996308,255,0,UDP,3,4000,1000,0,0,0,0
2487,7,10.0.0.3,10.0.0.5,16,15360,902,939000000,902000000000.0,2,2385,7674,7996308,255,1,TCP,2,3000,2000,0,0,0,1
30456,1,10.0.0.1,10.0.0.4,634,61776,846,853000000,846000000000.0,2,2385,7674,7996308,255,0,UDP,3,4000,5000,0,0,0,0
34567,3,10.0.0.5,10.0.0.2,908,88896,735,467000000,735000000000.0,8,1264,29,2842,0,1,ICMP,3,25000,30000,0,0,0,1
99999,5,10.0.0.8,10.0.0.9,4000,392000,902,938000000,902000000000.0,2,2385,7674,7996308,255,1,TCP,2,3000,4000,0,0,0,0
