dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
1,3,10.0.0.2,10.0.0.3,887,86926,908,599000000,909000000000.0,7,3024,30,2940,1,1,ICMP,2,113090,109322,1,1.0,2.0,1
2,7,10.0.0.11,10.0.0.3,66295,70670470,147,256000000,147000000000.0,3,2375,13527,14419782,450,0,UDP,3,3404,3236,0,0.0,0.0,0
3,5,10.0.0.9,10.0.0.18,440,43120,451,457000000,451000000000.0,5,3443,29,2842,0,0,ICMP,5,270544191,200039,1,1.0,2.0,1
4,5,10.0.0.3,10.0.0.11,68563,4525302,213,289000000,213000000000.0,7,8050,9607,634062,320,1,TCP,2,5085,1242,0,0.0,0.0,0
5,5,10.0.0.11,10.0.0.8,76697,81759002,170,261000000,170000000000.0,3,1298,13585,14481610,452,0,UDP,2,3584,1332,0,0.0,0.0,1
6,4,10.0.0.8,10.0.0.9,86662,4679748,288,39000000,288000000000.0,4,2373,7691,415314,256,1,TCP,3,176740827,319685203,221,118.0,339.0,0
7,4,10.0.0.9,10.0.0.4,108538,5861052,370,309000000,370000000000.0,5,3982,8579,463266,285,1,TCP,3,161772064,18215466,368,264.0,632.0,1
8,1,10.0.0.7,10.0.0.2,2285,2380970,6,406000000,6406000000.0,2,1049,0,0,0,1,ICMP,3,3773,2794333,0,744.0,744.0,0
9,4,10.0.0.20,10.0.0.8,129976,135434992,430,766000000,431000000000.0,5,1943,4645,4840090,154,0,UDP,1,3952,1242,0,0.0,0.0,0
10,4,10.0.0.11,10.0.0.3,24041,25627706,58,311000000,58311000000.0,3,4440,9784,10429744,326,0,UDP,3,3833,3413,0,0.0,0.0,1
11,3,10.0.0.5,10.0.0.10,3950,400000,400,40000000,4000000000.0,4,2050,1000,100000,200,1,TCP,2,250000,250000,1,1.0,2.0,1
12,7,10.0.0.6,10.0.0.2,50000,5000000,500,500000000,50000000000.0,5,2500,10000,1000000,200,0,UDP,3,30000,30000,0,0.0,0.0,0
13,4,10.0.0.7,10.0.0.4,30000,3000000,300,300000000,30000000000.0,3,1500,10000,1000000,200,1,ICMP,5,40000,20000,1,1.0,2.0,1
14,5,10.0.0.8,10.0.0.11,60000,6000000,600,600000000,60000000000.0,4,3000,15000,1500000,300,0,TCP,2,350000,350000,1,1.0,2.0,0
15,4,10.0.0.9,10.0.0.2,10000,1000000,100,100000000,10000000000.0,2,500,5000,500000,100,1,UDP,3,20000,20000,0,0.0,0.0,1
16,3,10.0.0.10,10.0.0.5,3000,30000,30,30000000,3000000000.0,2,150,150,1500,10,1,ICMP,5,40000,20000,1,1.0,2.0,0
17,7,10.0.0.2,10.0.0.6,7000,70000,70,70000000,7000000000.0,3,350,350,3500,20,0,TCP,2,25000,25000,1,1.0,2.0,1
18,4,10.0.0.4,10.0.0.7,8000,80000,80,80000000,8000000000.0,4,400,800,8000,50,1,UDP,3,30000,30000,0,0.0,0.0,0
19,5,10.0.0.11,10.0.0.8,9000,90000,90,90000000,9000000000.0,5,450,1800,18000,100,0,ICMP,2,110000,110000,1,1.0,2.0,1
20,4,10.0.0.3,10.0.0.11,4000,40000,40,40000000,4000000000.0,2,200,2000,20000,50,1,TCP,3,170000,170000,1,1.0,2.0,0
...
99981,7,10.0.0.8,10.0.0.20,16000,160000,160,160000000,16000000000.0,4,800,4000,40000,100,0,UDP,1,40000,40000,0,0.0,0.0,1
99982,4,10.0.0.11,10.0.0.3,17000,170000,170,170000000,17000000000.0,3,850,1700,17000,50,1,ICMP,3,37000,37000,1,1.0,2.0,0
99983,3,10.0.0.2,10.0.0.2,18000,180000,180,180000000,18000000000.0,2,900,0,0,0,1,TCP,2,25000,25000,1,1.0,2.0,1
99984,5,10.0.0.3,10.0.0.11,19000,190000,190,190000000,19000000000.0,4,950,1900,19000,50,0,UDP,3,30000,30000,0,0.0,0.0,0
99985,4,10.0.0.4,10.0.0.7,20000,200000,200,200000000,20000000000.0,3,1000,2000,20000,50,1,ICMP,5,40000,20000,1,1.0,2.0,1
99986,3,10.0.0.5,10.0.0.10,21000,210000,210,210000000,21000000000.0,2,1050,2100,21000,50,1,TCP,2,25000,25000,1,1.0,2.0,0
99987,7,10.0.0.6,10.0.0.2,22000,220000,220,220000000,22000000000.0,3,1100,2200,22000,50,0,UDP,3,30000,30000,0,0.0,0.0,1
99988,4,10.0.0.7,10.0.0.4,23000,230000,230,230000000,23000000000.0,4,1150,2300,23000,50,1,ICMP,2,110000,110000,1,1.0,2.0,0
99989,5,10.0.0.8,10.0.0.11,24000,240000,240,240000000,24000000000.0,5,1200,2400,24000,50,0,TCP,2,25000,25000,1,1.0,2.0,1
99990,4,10.0.0.9,10.0.0.2,25000,250000,250,250000000,25000000000.0,2,1250,2500,25000,50,1,UDP,3,30000,30000,0,0.0,0.0,0
99991,3,10.0.0.10,10.0.0.5,26000,260000,260,260000000,26000000000.0,2,1300,2600,26000,50,1
