dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
11,3,10.0.0.6,10.0.0.11,622,60804,633,900000000,633000000000.0,4,2587,18,1745,0,1,ICMP,2,547642,92213,0,0.0,0.0,1
12,5,10.0.0.2,10.0.0.20,1257,123698,1268,202000000,1268000000000.0,5,3851,25,2425,0,1,ICMP,3,85380,91858,0,0.0,0.0,0
13,7,10.0.0.20,10.0.0.1,30,2940,31,48000000,312000000000.0,7,1069,4,380,1,1,ICMP,3,83524,135543041,0,0.0,0.0,1
14,3,10.0.0.4,10.0.0.9,260006,147128002,1881,999000000,1880000000000.0,12,8803,18898,14953872,629,1,UDP,4,1269981973,990596183,20580,16577,20580,0
15,6,10.0.0.7,10.0.0.12,490,48020,501,687000000,502000000000.0,4,3421,30,2940,1,0,ICMP,3,108753832,5243,2499,0.0,2499.0,1
16,7,10.0.0.1,10.0.0.7,68,6664,69,932000000,69932000000.0,5,1069,30,2940,1,1,ICMP,4,83524,135543041,0,0.0,0.0,0
17,3,10.0.0.11,10.0.0.3,864,84672,883,136000000,883000000000.0,11,4942,29,2842,0,1,ICMP,2,98123,93460,0,0.0,0.0,1
18,5,10.0.0.10,10.0.0.5,281,27538,288,325000000,288000000000.0,9,3024,29,2842,0,1,ICMP,3,134829150,181437282,6,2672.0,2678.0,1
19,6,10.0.0.12,10.0.0.9,717,70266,733,151000000,733000000000.0,9,4942,29,2842,0,1,ICMP,3,133919815,271105073,1,1.0,2.0,0
20,4,10.0.0.7,10.0.0.1,131820,135638360,1671,413000000,1670000000000.0,11,2800,29,2842,0,1,ICMP,1,542562747,540893018,3,3.0,6.0,0
21,5,10.0.0.8,10.0.0.20,78921,82235682,250,795000000,251000000000.0,2,1943,9338,9730196,311,0,UDP,4,3665,3413,0,0.0,0.0,0
22,7,10.0.0.8,10.0.0.7,108880,113452960,390,486000000,390000000000.0,4,2790,8477,8833034,282,1,ICMP,3,249147383,154567,2347,0.0,2347.0,0
23,7,10.0.0.3,10.0.0.5,126658,131977636,437,539000000,438000000000.0,2,7916,7165,7465930,238,0,UDP,1,4465,1632,0,0.0,0.0,0
24,3,10.0.0.9,10.0.0.7,84191,87727022,291,22000000,291000000000.0,8,2790,8478,8834076,282,1,ICMP,3,271181781,135723361,1,1.0,2.0,0
25,4,10.0.0.3,10.0.0.1,927,91254,938,144000000,938000000000.0,9,3243,36,3465,1,0,ICMP,2,813750,91858,0,0.0,0.0,1
26,6,10.0.0.2,10.0.0.10,1257,123698,1268,202000000,1268000000000.0,5,3851,25,2425,0,1,ICMP,3,85380,91858,0,0.0,0.0,1
27,7,10.0.0.20,10.0.0.4,30,2940,31,48000000,312000000000.0,7,1069,4,380,1,1,ICMP,3,83524,135543041,0,0.0,0.0,0
28,3,10.0.0.6,10.0.0.11,260006,147128002,1881,999000000,1880000000000.0,12,8803,18898,14953872,629,1,UDP,4,1269981973,990596183,20580,16577,20580,1
29,5,10.0.0.10,10.0.0.5,622,60804,633,900000000,633000000000.0,4,2587,18,1745,0,1,ICMP,2,547642,92213,0,0.0,0.0,0
30,6,10.0.0.7,10.0.0.12,1257,123698,1268,202000000,1268000000000.0,5,3851,25,2425,0,1,ICMP,3,85380,91858,0,0.0,0.0,1
31,7,10.0.0.1,10.0.0.7,30,2940,31,48000000,312000000000.0,7,1069,4,380,1,1,ICMP,3,83524,135543041,0,0.0,0.0,0
32,3,10.0.0.4,10.0.0.9,622,60804,633,900000000,633000000000.0,4,2587,18,1745,0,1,ICMP,2,547642,92213,0,0.0,0.0,1
33,5,10.0.0.2,10.0.0.20,260006,147128002,1881,999000000,1880000000000.0,12,8803,18898,14953872,629,1,UDP,4,1269981973,990596183,20580,16577,20580,0
34,6,10.0.0.7,10.0.0.12,1257,123698,1268,202000000,1268000000000.0,5,3851,25,2425,0,1,ICMP,3,85380,91858,0,0.0,0.0,0
35,7,10.0.0.20,10.0.0.1,622,60804,633,900000000,633000000000.0,4,2587,18,1745,0,1,ICMP,2,547642,92213,0,0.0,0.0,1
36,3,10.0.0.3,10.0.0.10,1257,123698,1268,202000000,1268000000000.0,5,3851,25,2425,0,1,ICMP,3,85380,91858,0,0.0,0.0,0
37,5,10.0.0.10,10.0.0.5,30,2940,31,48000000,312000000000.0,7,1069,4,380,1,1,ICMP,3,83524,135543041,0,0.0,0.0,1
38,6,10.0.0.2,10.0.0.10,622,60804,633,900000000,633000000000.0,4,2587,18,1745,0,1,ICMP,2,547642,92213,0,0.0,0.0,0
39,7,10.0.0.20,10.0.0.4,1257,123698,1268,202000000,1268000000000.0,5,3851,25,2425,0,1,ICMP,3,85380,91858,0,0.0,0.0,1
40,3,10.0.0.6,10.0.0.11,30
