dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
1209,3,10.0.0.2,10.0.0.7,723,72334,735,735000000,735000000000.0,3,1351,24,2050,0,1,ICMP,3,907,1387,0,0.0,0.0,0
1045,7,10.0.0.6,10.0.0.11,4021,402334,4108,4108000000,4108000000000.0,5,1441,804,78816,190,1,TCP,4,3148,539,0,0.0,0.0,1
4266,6,10.0.0.18,10.0.0.7,873,87324,887,887000000,887000000000.0,3,1290,291,2520,0,1,ICMP,2,1520,1520,0,0.0,0.0,0
3235,3,10.0.0.11,10.0.0.7,3797,379734,3887,3887000000,3887000000000.0,4,1351,949,84716,228,1,TCP,3,2790,539,0,0.0,0.0,1
1193,4,10.0.0.7,10.0.0.3,1219,121934,1235,1235000000,1235000000000.0,7,1351,174,1520,0,1,ICMP,2,1890,1520,0,0.0,0.0,0
4520,5,10.0.0.11,10.0.0.2,2545,254534,2587,2587000000,2587000000000.0,3,1441,848,78416,224,1,TCP,4,3148,539,0,0.0,0.0,1
...
999,3,10.0.0.9,10.0.0.5,3950,395034,4037,4037000000,4037000000000.0,4,1351,987,87816,238,1,TCP,3,2790,539,0,0.0,0.0,1
4522,6,10.0.0.18,10.0.0.7,1471,147134,1487,1487000000,1487000000000.0,3,1290,490,4200,0,1,ICMP,2,1520,1520,0,0.0,0.0,0
4223,4,10.0.0.7,10.0.0.5,4010,401034,4108,4108000000,4108000000000.0,5,1441,802,78816,190,1,TCP,4,3148,539,0,0.0,0.0,1
3999,7,10.0.0.11,10.0.0.3,3799,379934,3887,3887000000,3887000000000.0,4,1351,949,84716,228,1,TCP,3,2790,539,0,0.0,0.0,1
4000,6,10.0.0.18,10.0.0.7,873,87324,887,887000000,887000000000.0,3,1290,291,2520,0,1,ICMP,2,1520,1520,0,0.0,0.0,0
