dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
32643,3,10.0.0.11,10.0.0.3,232,22736,238,480000000,238000000000,5,2364,29,2842,0,1,ICMP,3,48881135,48066417,2828,2828,5656,0
28548,3,10.0.0.7,10.0.0.5,254,24892,260,956000000,261000000000,9,2800,29,2842,0,1,ICMP,1,31161,26918,0,0,0,0
5532,4,10.0.0.5,10.0.0.8,246,24108,251,817000000,252000000000,9,1264,30,2940,1,0,ICMP,1,4659,1492,0,0,0,0
4149,3,10.0.0.8,10.0.0.5,134585,143467610,325,362000000,325000000000,2,8803,1234,1315444,41,0,UDP,1,5221,276817856,0,0,0,0
11319,4,10.0.0.5,10.0.0.9,41310,2726556,144,350000000,144000000000,5,4918,9841,649506,328,1,TCP,3,239567098,17527504,4057,317,4374,1
24600,2,10.0.0.8,10.0.0.4,14424,15029808,47,769000000,47769000000,5,2997,8171,8514182,272,1,ICMP,2,15550775,1542,2310,0,2310,0
11815,2,10.0.0.10,10.0.0.8,123290,128468180,440,760000000,441000000000,2,1943,7398,7708716,246,0,UDP,3,5102,416440692,0,2046,2046,1
11575,4,10.0.0.10,10.0.0.8,61932,64533144,200,301000000,200000000000,5,1943,9350,9742700,311,0,UDP,1,3885,1492,0,0,0,0
11335,4,10.0.0.1,10.0.0.8,4531,4830046,9,736000000,9736000000,7,1790,0,0,0,0,UDP,1,3963,125222472,0,3838,3838,1
5267,5,10.0.0.9,10.0.0.6,124664,7230512,438,669000000,439000000000,5,2373,8107,470206,270,1,TCP,1,7547024,7023264,0,0,0,1
7342,3,10.0.0.2,10.0.0.9,1257,113058,7,846000000,8746000000,7,3229,18,1678,0,0,TCP,1,4076,1492,0,0,0,0
24254,5,10.0.0.4,10.0.0.7,869,82986,20,918000000,92068000000,7,4642,20,1790,0,0,UDP,1,5221,1492,0,0,0,1
38390,2,10.0.0.6,10.0.0.2,3020,293680,44,957000000,957000000,7,2774,9,834,0,0,UDP,1,3963,1492,0,0,0,0
50675,3,10.0.0.3,10.0.0.10,27,25134,2,831000000,83314000000,7,2615,3,274,0,0,TCP,1,5102,1492,0,0,0,1
3736,3,10.0.0.9,10.0.0.10,1081,104782,9,845000000,845000000,7,3045,4,358,0,0,UDP,1,5102,1492,0,0,0,0
94437,1,10.0.0.7,10.0.0.4,200,19200,2,820000000,820000000,7,4115,0,0,0,0,TCP,1,4266,1492,0,0,0,1
73720,4,10.0.0.10,10.0.0.6,1828,178680,8,912000000,912000000,7,3958,2,178,0,0,UDP,1,5102,1492,0,0,0,0
64875,1,10.0.0.4,10.0.0.5,4,3840,1,837000000,837000000,7,3975,0,0,0,0,TCP,1,4266,1492,0,0,0,1
20387,1,10.0.0.8,10.0.0.2,10,9600,1,817000000,817000000,7,4287,0,0,0,0,UDP,1,5102,1492,0,0,0,1
78876,4,10.0.0.2,10.0.0.3,17,15360,1,829000000,829000000,7,3137,0,0,0,0,TCP,1,4266,1492,0,0,0,0
55122,2,10.0.0.5,10.0.0.9,7,6720,1,831000000,831000000,7,4307,0,0,0,0,UDP,1,5102,1492,0,0,0,1
97016,3,10.0.0.10,10.0.0.1,9,8640,1,838000000,838000000,7,4456,0,0,0,0,TCP,1,4266,1492,0,0,0,0
82228,2,10.0.0.6,10.0.0.4,8,7168,1,848000000,848000000,7,4284,0,0,0,0,UDP,1,5102,1492,0,0,0,1
90711,1,10.0.0.3,10.0.0.6,5,4800,1,818000000,818000000,7,4383,0,0,0,0,TCP,1,4266,1492,0,0,0,0
55835,4,10.0.0.9,10.0.0.1,11,9920,1,846000000,846000000,7,4155,0,0,0,0,UDP,1,5102,1492,0,0,0,1
59182,3,10.0.0.4,10.0.0.2,6,5760,1,834000000,834000000,7,4247,0,0,0,0,TCP,1,4266,1492,0,0,0,1
65055,1,10.0.0.5,10.0.0.3,3,2880,1,820000000,820000000,7,4415,0,0,0,0,UDP,1,5102,1492,0,0,0,0
40584,2,10.0.0.1,10.0.0.7,16,14336,1,817000000,817000000,7,4175,0,0,0,0,TCP,1,4266,1492,0,0,0,1
63522,4,10.0.0.8,10.0.0.10,13,11840,1,831000000,831000000,7,4228,0,0,0,0,UDP,1,5102,1492,0,0,0,1
85911,3,10.0.0.6,10.0.0.5,4,3840,1,837000000,837000000,7,4318,0,0,0,0,TCP,1,4266,1492,0,0,0,1
99081,2,10.0.0.2,10.0.0.1,10,9600,1,817000000,817000000,7,4367,0,0,0,0,UDP,1,5102,1492,0,0,0,0
91390,1,10.0.0.7,10.0.0.6,5,4800,1,818000000,818000000,7,4452,0,0,0,0,TCP,1,4266,1492,0,0,0,1
83659,4,10.0.0.3,10.0.0.4,8,7168,1,848000000,848000000,7,4334,0,0,0,0,UDP
