dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
0,1,10.0.0.1,10.0.0.2,1000,100000,10,100000000,11000000000.0,5,500,200,20000,100,0,UDP,1,50000,50000,400,400,800,0
1,2,10.0.0.2,10.0.0.3,2000,200000,20,200000000,22000000000.0,6,600,333,33333,166,1,TCP,2,100000,100000,800,800,1600,1
2,3,10.0.0.3,10.0.0.4,3000,300000,30,300000000,33000000000.0,7,700,428,42857,214,0,ICMP,3,150000,150000,1200,1200,2400,0
3,4,10.0.0.4,10.0.0.5,4000,400000,40,400000000,44000000000.0,8,800,500,50000,250,1,UDP,4,200000,200000,1600,1600,3200,1
4,5,10.0.0.5,10.0.0.6,5000,500000,50,500000000,55000000000.0,9,900,556,55556,278,0,TCP,5,250000,250000,2000,2000,4000,0
5,6,10.0.0.6,10.0.0.7,6000,600000,60,600000000,66000000000.0,10,1000,600,60000,300,1,ICMP,6,300000,300000,2400,2400,4800,1
6,7,10.0.0.7,10.0.0.8,7000,700000,70,700000000,77000000000.0,11,1100,636,63636,318,0,UDP,7,350000,350000,2800,2800,5600,0
7,1,10.0.0.8,10.0.0.1,8000,800000,80,800000000,88000000000.0,12,1200,667,66667,333,1,TCP,8,400000,400000,3200,3200,6400,1
8,2,10.0.0.1,10.0.0.2,9000,900000,90,900000000,99000000000.0,13,1300,692,69231,346,0,ICMP,9,450000,450000,3600,3600,7200,0
9,3,10.0.0.2,10.0.0.3,10000,1000000,100,1000000000,110000000000.0,14,1400,714,71429,357,1,UDP,10,500000,500000,4000,4000,8000,1
10,4,10.0.0.3,10.0.0.4,11000,1100000,110,1100000000,121000000000.0,15,1500,733,73333,366,0,TCP,11,550000,550000,4400,4400,8800,0
11,5,10.0.0.4,10.0.0.5,12000,1200000,120,1200000000,132000000000.0,16,1600,750,75000,375,1,ICMP,12,600000,600000,4800,4800,9600,1
12,6,10.0.0.5,10.0.0.6,13000,1300000,130,1300000000,143000000000.0,17,1700,764,76471,382,0,UDP,13,650000,650000,5200,5200,10400,0
13,7,10.0.0.6,10.0.0.7,14000,1400000,140,1400000000,154000000000.0,18,1800,778,77778,389,1,TCP,14,700000,700000,5600,5600,11200,1
14,1,10.0.0.7,10.0.0.8,15000,1500000,150,1500000000,165000000000.0,19,1900,792,79167,396,0,ICMP,15,750000,750000,6000,6000,12000,0
15,2,10.0.0.8,10.0.0.1,16000,1600000,160,1600000000,176000000000.0,20,2000,805,80500,405,1,UDP,16,800000,800000,6400,6400,12800,1
16,3,10.0.0.1,10.0.0.2,17000,1700000,170,1700000000,187000000000.0,21,2100,818,81818,412,0,TCP,17,850000,850000,6800,6800,13600,0
17,4,10.0.0.2,10.0.0.3,18000,1800000,180,1800000000,198000000000.0,22,2200,830,83000,420,1,ICMP,18,900000,900000,7200,7200,14400,1
18,5,10.0.0.3,10.0.0.4,19000,1900000,190,1900000000,209000000000.0,23,2300,842,84222,426,0,UDP,19,950000,950000,7600,7600,15200,0
19,6,10.0.0.4,10.0.0.5,20000,2000000,200,2000000000,220000000000.0,24,2400,854,85417,433,1,TCP,20,1000000,1000000,8000,8000,16000,1
20,7,10.0.0.5,10.0.0.6,21000,2100000,210,2100000000,231000000000.0,25,2500,865,86538,440,0,ICMP,21,1050000,1050000,8400,8400,16800,0
21,1,10.0.0.6,10.0.0.7,22000,2200000,220,2200000000,242000000000.0,26,2600,876,87647,446,1,UDP,22,1100000,1100000,8800,8800,17600,1
22,2,10.0.0.7,10.0.0.8,23000,2300000,230,2300000000,253000000000.0,27,2700,887,88889,453,0,TCP,23,1150000,1150000,9200,9200,18400,0
23,3,10.0.0.8,10.0.0.1,24000,2400000,240,2400000000,264000000000.0,28,2800,897,89796,460,1,ICMP,24,1200000,1200000,9600,9600,19200,1
24,4,10.0.0.1,10.0.0.2,25000,2500000,250,2500000000,275000000000.0,29,2900,907,90741,466,0,UDP,25,1250000,1250000,10000,10000,20000,0
25,5,10.0.0.2,10.0.0.3,26000,2600000,260,2600000000,286000000000.0,30,3000,917,91667,473,1,TCP,26,1300000,1300000,10400,10400,20800,1
26,6,10.0.0.3,10.0.0.4,27000,2700000,270,2700000000,297000000000.0,31,3100,926,92308,480,0,ICMP,27,1350000,1350000,10800,10800,21600,0
27,7,10.0.0.4,10.0.0.5,28000,2800000,280,2800000000,308000000000.0,32,3200,935,93548,486,1,UDP,28,1400000,1400000,11200,11200,22400,1
28,1,10.0.0.5,10.0.0.6,29000,2900000,290,2900000000,319000000000.0,33,3300,944,94444,493,0,TCP,29,1450000,1450000,11600,11600,23200,0
29,2,10.0.0.6,10.0.0.7,30000,3000000,300,3000000000,330000000000.0,34,3400,952,95238,500,1,ICMP,30,1500000,1500000,12000,12000,24000,1
30,3,10.0.0.7,10.0.0.8,31000,3100000,310,3100000000,341000000000.0,35,3500,960,96000,506,0,UDP,31,1550000,1550000,12400,12400,24800,0
31,4,10.0.0.8,10.0.0.1,32000,3200000,320,32000000000,352000000000.0,36,3600,968,96842,513,1,TCP,32,1600000,1600000,12800,12800,25600,
