dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
28158,1,10.0.0.1,10.0.0.7,1527,149646,1371,408000000,1370000000000.0,5,2790,29,2842,0,1,ICMP,3,221319,271139781,1,1.0,2.0,0
5027,4,10.0.0.9,10.0.0.2,81857,5402742,248,867000000,249000000000.0,6,2373,9943,656238,331,1,TCP,3,149083253,317143471,4187,316.0,4503.0,0
33363,1,10.0.0.3,10.0.0.2,887,86926,908,580000000,909000000000.0,7,3024,30,2940,1,1,ICMP,1,104488,135560698,0,0.0,0.0,0
41223,5,10.0.0.3,10.0.0.11,87700,5788452,273,297000000,273000000000.0,7,8050,9806,647220,326,1,TCP,1,4975,1242,0,0.0,0.0,0
6972,5,10.0.0.9,10.0.0.3,948,92904,971,647000000,972000000000.0,9,3443,29,2842,0,0,ICMP,1,271287531,270519040,3,3.0,6.0,0
24990,5,10.0.0.8,10.0.0.4,124281,129500802,444,772000000,445000000000.0,9,2997,7594,7912948,253,1,ICMP,1,267005226,264927752,2096,2096.0,4192.0,1
31333,1,10.0.0.1,10.0.0.13,13317,879054,50,460000000,50460000000.0,5,4022,7943,524286,264,1,TCP,3,147089928,31633400,145,4003.0,4148.0,1
2649,7,10.0.0.11,10.0.0.3,109038,116234508,267,263000000,267000000000.0,3,2385,2369,2525354,78,0,UDP,4,3833,168355535,0,2759.0,2759.0,1
2889,4,10.0.0.10,10.0.0.3,114553,119364226,407,81000000,407000000000.0,2,4440,8167,8510014,272,0,UDP,4,4449,261918699,0,2254.0,2254.0,1
32793,4,10.0.0.10,10.0.0.3,97087,101164654,287,402000000,287000000000.0,5,2364,10017,10437714,333,1,ICMP,2,101478645,100663927,2772,2772.0,5544.0,1
...
99876,3,10.0.0.15,10.0.0.6,3,4000,18,92000000,18000000000.0,2,2445,1,2000,0,1,TCP,4,3,4000,0,0.0,0.0,0
40037,7,10.0.0.10,10.0.0.12,4,4000,10,50000000,100000000000.0,3,4125,1,2000,0,1,UDP,3,4,4000,0,0.0,0.0,1
71718,2,10.0.0.9,10.0.0.7,2,4000,13,62000000,13000000000.0,4,4196,1,2000,0,1,ICMP,4,2,4000,0,0.0,0.0,1
89876,6,10.0.0.7,10.0.0.1,1,4000,14,70000000,14000000000.0,4,4698,1,2000,0,1,TCP,2,1,4000,0,0.0,0.0,0
