dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,10.0.0.1,10.0.0.2,0,0,0,0,0,2,4,0,0,0,0,1,ICMP,1,0,0,0,0,0,0
6492,3,10.0.0.2,10.0.0.3,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,UDP,2,4266,3339,0,0,0,1
11515,4,10.0.0.3,10.0.0.4,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,ICMP,1,105767,6030042,0,0,2,1
29832,5,10.0.0.4,10.0.0.5,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,UDP,3,135559596,135758389,148,386,3421,0
42005,7,10.0.0.5,10.0.0.6,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,ICMP,2,1269981973,990596183,20580,16577,20580,1
30891,6,10.0.0.6,10.0.0.7,10,2156,22,836000000,22836000000.0,7,4930,0,0,0,1,UDP,1,135804281,406376197,2,2.0,4.0,1
11155,5,10.0.0.7,10.0.0.8,36286,38680876,80,261000000,80261000000.0,2,558,13593,14490138,453,0,ICMP,2,3253,1102,0,0.0,0.0,1
29832,7,10.0.0.8,10.0.0.9,957,93786,980,270000000,980000000000.0,6,2053,30,2940,1,1,UDP,4,5318,45798506,0,2556.0,2556.0,0
9906,2,10.0.0.9,10.0.0.10,32879,35049014,72,895000000,72895000000.0,4,1931,13385,14268410,446,0,ICMP,3,3698,126195328,0,9721.0,9721.0,0
30402,4,10.0.0.10,10.0.0.1,800,78400,820,15000000,820000000000.0,9,2053,29,2842,0,1,UDP,1,542427445,542016562,3,3.0,6.0,0
5802,2,10.0.0.1,10.0.0.2,123129,128300418,421,441000000,421000000000.0,3,1264,8687,9051854,289,1,ICMP,2,4932,1562,0,0.0,0.0,1
30132,3,10.0.0.2,10.0.0.3,131292,135586616,1130,146000000,1130000000000.0,8,2053,29,2842,0,1,UDP,3,5381,1382,0,0.0,0.0,0
10146,3,10.0.0.3,10.0.0.4,82155,85605510,263,369000000,263000000000.0,3,1931,9245,9633290,308,0,ICMP,4,373549391,4463,4670,0.0,4670.0,1
5592,3,10.0.0.4,10.0.0.5,75627,78803334,261,286000000,261000000000.0,11,1264,8632,8994544,287,1,UDP,1,143809707,143708864,4801,4801.0,9602.0,0
11665,2,10.0.0.5,10.0.0.6,87608,91287536,290,711000000,291000000000.0,2,1943,7947,8280774,264,0,ICMP,2,3972,1312,0,0.0,0.0,0
...
39996,2,10.0.0.3,10.0.0.4,39485,42186450,268,874000000,268000000000.0,4,1931,9245,9633290,308,0,UDP,4,373549391,4463,4670,0.0,4670.0,1
39997,3,10.0.0.4,10.0.0.5,75627,78803334,261,286000000,261000000000.0,11,1264,8632,8994544,287,1,ICMP,1,143809707,143708864,4801,4801.0,9602.0,1
39998,2,10.0.0.5,10.0.0.6,87608,91287536,290,711000000,291000000000.0,2,1943,7947,8280774,264,0,UDP,2,3972,1312,0,0.0,0.0,0
39999,3,10.0.0.6,10.0.0.7,131292,135586616,1130,146000000,1130000000000.0,8,2053,29,2842,0,1,ICMP,3,5381,1382,0,0.0,0.0,1
40000,3,10.0.0.7,10.0.0.8,82155,85605510,263,369000000,263000000000.0,3,1931,9245,9633290,308,0,UDP,4,373549391,4463,4670,0.0,4670.0,0
