dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,10.0.0.1,10.0.0.2,0,0,0,0,0,2,4,0,0,0,0,1,TCP,2,4240,1172,0,0.0,0.0,0
6492,3,10.0.0.2,10.0.0.3,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,ICMP,2,12948,9306,0,0.0,0.0,0
11515,4,10.0.0.3,10.0.0.4,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,TCP,3,121078471,7601703,4191,320.0,4511.0,1
29832,5,10.0.0.4,10.0.0.5,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,UDP,4,271140745,133955487,1,1.0,2.0,1
42005,7,10.0.0.5,10.0.0.6,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,UDP,1,4033,1312,0,0.0,0.0,0
4097,1,10.0.0.6,10.0.0.7,29162,1924800,91,12000000,91012000000.0,3,36,9787,645966,326,1,TCP,4,2385191,59907169,232,5376.0,5608.0,1
30853,6,10.0.0.7,10.0.0.8,106419,117274910,240,660000000,241000000000.0,6,3982,13485,14738586,449,1,UDP,3,3413,3665,0,0.0,0.0,0
29712,3,10.0.0.8,10.0.0.9,790,77420,810,205000000,810000000000.0,7,1849,29,2842,0,1,ICMP,2,12948,9306,0,0.0,0.0,1
31161,2,10.0.0.9,10.0.0.10,237,23226,242,931000000,243000000000.0,5,4942,30,2940,1,1,ICMP,4,271140745,133955487,1,1.0,2.0,0
4067,3,10.0.0.10,10.0.0.11,48021,54234570,111,124000000,111000000000.0,7,36,13334,14709764,444,1,TCP,3,121078471,7601703,4191,320.0,4511.0,1
3219,3,10.0.0.11,10.0.0.12,5269,5490298,16,364000000,16364000000.0,5,7894,0,0,0,0,UDP,4,4934,363123228,0,5395.0,5395.0,0
2949,7,10.0.0.12,10.0.0.13,128967,134383614,467,531000000,468000000000.0,2,4440,6027,6280134,200,0,UDP,1,4033,1312,0,0.0,0.0,0
11425,4,10.0.0.13,10.0.0.14,47315,49302230,150,854000000,151000000000.0,7,1943,9354,9746868,311,0,UDP,3,3413,3665,0,0.0,0.0,1
9786,4,10.0.0.14,10.0.0.15,961,1001362,3,408000000,3408000000.0,4,1109,0,0,0,0,UDP,2,3059,3213,0,0.0,0.0,1
3459,3,10.0.0.15,10.0.0.16,134587,143469742,305,265000000,305000000000.0,4,7916,10322,11003252,344,0,UDP,4,5508,647175706,0,2439.0,2439.0,1
...
39863,6,10.0.0.3993,10.0.0.3994,24052,25886762,93,719000000,93000000000.0,5,7018,9072,9373056,319,1,TCP,3,121078471,7601703,4191,320.0,4511.0,1
39999,7,10.0.0.3994,10.0.0.3995,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,UDP,1,4033,1312,0,0.0,0.0,0
4000,4,10.0.0.3995,10.0.0.3996,47315,49302230,150,854000000,151000000000.0,7,1943,9354,9746868,311,0,UDP,3,3413,3665,0,0.0,0.0,1
