dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
30492,1,741,72618,759,934000000,760000000000.0,5,2059,29,2842,0,1,ICMP,3,245623,271152413,1,1.0,2.0,0
4059,4,129230,137759180,286,745000000,287000000000.0,3,8803,13393,14276938,446,0,UDP,1,4905,113961424,0,3835.0,3835.0,0
28158,3,723,70854,741,211000000,741000000000.0,7,2790,29,2842,0,1,ICMP,4,271314527,271312905,2,2.0,4.0,0
5532,5,294,28812,301,805000000,302000000000.0,4,1264,29,2842,0,0,ICMP,3,34387,31172,0,0.0,0.0,0
14615,4,95734,6318864,301,271000000,301000000000.0,5,7385,9555,630654,318,1,TCP,3,150569319,8893180,3958,301.0,4259.0,0
9996,5,134952,143858832,312,891000000,313000000000.0,3,1931,7464,7956624,248,0,UDP,2,4053,213684234,0,4704.0,4704.0,1
30913,5,59693,3462194,196,247000000,196000000000.0,6,3982,9264,537312,308,1,TCP,2,151418723,9939817,3904,307.0,4211.0,1
4247,5,55115,2976210,90,971000000,90971000000.0,7,1143,18375,992250,612,1,TCP,2,6048289,144228566,174,4055.0,4229.0,1
11335,1,4777,5092282,10,711000000,10711000000.0,3,1790,0,0,0,0,UDP,1,3753,1242,0,0.0,0.0,1
11109,2,129444,7507752,451,371000000,451000000000.0,3,4357,2848,165184,94,1,TCP,3,21511880,175119795,43,80.0,123.0,1
45253,2,1748,149750,873,719000000,873719000000.0,6,1053,28,2842,0,1,ICMP,4,3848,2594,0,0.0,0.0,1
18073,1,1320,123798,841,732000000,841732000000.0,4,3038,29,2842,0,1,ICMP,3,1837,2570,0,0.0,0.0,0
16912,3,1410,194400,931,837000000,931837000000.0,5,1790,29,2842,0,1,ICMP,4,3750,2450,0,0.0,0.0,1
17993,2,5601,643300,831,947000000,831947000000.0,3,4357,18,2842,0,1,ICMP,3,2350,2450,0,0.0,0.0,0
14387,3,2083,221880,791,918000000,791918000000.0,4,2790,29,2842,0,1,ICMP,4,3750,2450,0,0.0,0.0,0
14231,4,1474,72690,811,845000000,811845000000.0,3,8803,29,2842,0,1,ICMP,2,2450,2450,0,0.0,0.0,1
25231,4,1032,91850,821,943000000,821943000000.0,4,3038,29,2842,0,1,ICMP,3,2450,2450,0,0.0,0.0,0
19121,1,742,72618,841,837000000,841837000000.0,5,2059,29,2842,0,1,ICMP,4,2450,2450,0,0.0,0.0,1
20342,2,1921,194400,871,719000000,871719000000.0,3,4357,29,2842,0,1,ICMP,3,2450,2450,0,0.0,0.0,0
10933,4,1474,72690,761,845000000,761845000000.0,3,8803,29,2842,0,1,ICMP,1,2450,2450,0,0.0,0.0,1
17342,3,741,72618,811,918000000,811
