dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,UDP,2,2668,856,0,0,0,1
6492,3,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,ICMP,3,4266,3339,0,0,0,1
11515,4,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,TCP,2,105767,6030042,0,0,2,0
29832,5,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,UDP,3,135559596,135758389,148,386,3421,1
42005,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,TCP,5,1269981973,990596183,20580,16577,20580,0
14643,2,86789,92401338,193,813000000,194000000000.0,3,1943,13307,14185262,443,0,UDP,2,735,1402,0,0,0,1
4732,3,44,43752,59,914000000,59000000000.0,2,2242,13494,14384604,449,0,TCP,2,1141268426,4826,7682,0,7682,0
5935,3,979,96622,117,974000000,117000000000.0,6,3443,29,2842,0,0,ICMP,3,134930016,45983,1,1,2,1
15245,2,53923,56242846,245,919000000,246000000000.0,11,1264,30,2940,1,0,TCP,3,42896793,42896303,2454,2454,4908,1
29753,5,4829,4909878,90,717000000,91000000000.0,4,1931,9232,9619744,307,0,UDP,1,3759,1402,0,0,0,0
30977,2,1877,188210,22,848000000,22000000000.0,5,2997,8194,8538148,273,1,ICMP,4,25711,31170783,0,2316,2316,1
15343,4,166485,174760490,293,938000000,294000000000.0,3,1943,13306,14184196,443,0,TCP,2,4715,498838043,0,12831,12831,1
25387,2,822,82562,99,521000000,99000000000.0,7,3421,9130,9513460,304,1,UDP,4,358539425,135458575,5044,1,5045,0
37291,6,50861,53127722,192,858000000,193000000000.0,4,1931,9232,9619744,307,0,TCP,1,3759,1402,0,0,0,1
44893,1,7,7042,7,945000000,7000000000.0,5,2997,8194,8538148,273,1,ICMP,4,25711,31170783,0,2316,2316,0
35293,3,2832,288936,32,837000000,33000000000.0,3,1943,13306,14184196,443,0,TCP,2,4715,498838043,0,12831,12831,1
22952,2,19396,20292032,158,922000000,159000000000.0,6,3443,29,2842,0,0,UDP,3,134930016,45983,1,1,2,0
19750,5,948,96642,116,939000000,116000000000.0,2,2242,13494,14384604,449,0,ICMP,3,1141268426,4826,7682,0,7682,1
34983,4,1937,197682,23,937000000,23000000000.0,11,1264,30,2940,1,0,TCP,3,42896793,42896303,2454,2454,4908,0
26000,3,15000,1545000,100,500000000,101000000000.0,4,1931,9232,9619744,307,0,UDP,1,3759,1402,0,0,0,1
41234,2,45000,4725000,250,900000000,251000000000.0,5,2997,8194,8538148,273,1,ICMP,4,25711,31170783,0,2316,2316,0
33212,6,4000,412000,40,946000000,41000000000.0,3,1943,13306,14184196,443,0,TCP,2,4715,498838043,0,12831,12831,1
100000,7,4000,412000,40,500000000,41000000000.0,2,2242,13494,14384604,449,0,UDP,3,1141268426,4826,7682,0,7682,1
