dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,TCP,1,0,0,0,0,0,0
6918,3,769,75754,121,238000000,121000000000,3,1931,29,2842,0,0,UDP,2,4425,3413,0,0,0,0
11635,4,39341,9551360,250,423000000,251000000000,5,2790,8324,651552,277,1,ICMP,3,231511,9897209,0,0,2,1
29922,5,92938,82781700,417,721000000,417000000000,7,4920,12659,9838564,421,1,TCP,4,135577081,135892103,175,503,3838,0
42935,7,260006,147128002,1881,999000000,1880000000000,12,13797,19190,14953872,639,1,UDP,5,1269981973,990596183,20580,16577,20580,1
11275,4,22434,23914644,48,817000000,48817000000.0,6,1306,13474,14363284,449,0,UDP,1,3534,1172,0,0.0,0.0,0
9816,6,59950,63906700,133,328000000,133000000000.0,3,1109,13542,14435772,451,0,UDP,4,3320,3022,0,0.0,0.0,0
33093,6,17,1666,18,317000000,18317000000.0,5,2376,0,0,0,1,ICMP,2,135534886,134720168,1,1.0,2.0,0
11185,4,27305,29107130,60,778000000,60778000000.0,4,608,13438,14324908,447,0,UDP,3,56871847,3269,4804,0.0,4804.0,0
33093,7,17,1666,18,278000000,18278000000.0,5,2376,0,0,0,1,ICMP,3,135534886,134720168,1,1.0,2.0,0
11605,5,129992,135451664,430,813000000,431000000000.0,2,1943,4645,4840090,154,0,UDP,4,3842,3590,0,0.0,0.0,1
10266,3,112536,117262512,383,378000000,383000000000.0,2,1931,6364,6631288,212,0,UDP,3,4724,405195192,0,1762.0,1762.0,1
6252,3,59898,62413716,201,85000000,201000000000.0,11,3421,9073,9454066,302,1,ICMP,3,246158799,135815845,5039,3.0,5042.0,1
3579,5,112394,117114548,377,304000000,377000000000.0,2,7916,8660,9023720,288,0,UDP,3,681888085,5741,2395,0.0,2395.0,1
11905,4,4552,4852432,10,233000000,10233000000.0,2,2175,0,0,0,0,UDP,1,4014,1312,0,0.0,0.0,1
83916,3,2586,255370,8,90000000,890000000.0,2,3795,0,0,0,0,TCP,2,567,863,0,0.0,0.0,0
17718,1,30000,30000000,150,460000000,15000000000.0,4,1891,7500,7500000,500,0,UDP,2,1400,400,0,0.0,0.0,1
33105,6,16000,16000000,80,300000000,8000000000.0,2,4391,8000,8000000,533,0,TCP,3,200,200,0,0.0,0.0,0
32437,7,20000,20000000,100,400000000,10000000000.0,3,5291,6666,6666667,444,1,ICMP,4,400,400,0,0.0,0.0,1
24881,2,1000,1000000,50,180000000,5000000000.0,2,2891,500,500000,333,0,UDP,1,600,600,0,0.0,0.0,0
...
39996,4,4000,4000000,200,720000000,20000000000.0,4,2795,1000,1000000,667,0,UDP,4,800,800,0,0.0,0.0,1
39997,3,3000,3000000,150,540000000,15000000000.0,3,1891,1000,1000000,667,0,TCP,2,600,600,0,0.0,0.0,0
39998,2,2000,2000000,100,360000000,10000000000.0,2,2891,1000,1000000,667,0,UDP,3,400,400,0,0.0,0.0,1
39999,1,1000,1000000,50,180000000,5000000000.0,2,1891,500,500000,333,0,ICMP,4,200,200,0,0.0,0.0,0
40000,7,4000,4000000,200,720000000,20000000000.0,4,3795,1000,1000000,667,0,TCP,1,800,800,0,0.0,0.0,1
