dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,UDP,1,2668,856,0,0,0,0
6492,3,704,69776,123,246000000,123000000000,3,1931,29,2842,0,1,ICMP,3,4266,3339,0,0,0,1
11515,4,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,0,UDP,2,105767,6030042,0,0,2,1
29832,5,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,ICMP,5,135559596,135758389,148,386,3421,0
42005,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,0,UDP,1,1269981973,990596183,20580,16577,20580,0
11275,4,89983,95921878,199,289000000,199000000000.0,6,1306,13475,14364350,449,0,UDP,3,3572,97159350,0,7756.0,7756.0,1
31275,2,790,77420,822,981000000,823000000000.0,3,2063,27,2646,0,1,ICMP,1,106006,135561972,0,0.0,0.0,0
2608,2,30216,32210256,67,161000000,67161000000.0,5,2375,13442,14329172,448,0,UDP,1,3794,80275530,0,3841.0,3841.0,1
3129,5,34466,36740756,73,336000000,73336000000.0,3,6846,13492,14382472,449,0,UDP,2,50562604,1438,7377,0.0,7377.0,1
29922,1,986,96628,920,161000000,920000000000.0,5,2053,58,5684,1,1,ICMP,1,135564725,100768,1,1.0,2.0,0
32853,2,101484,105746328,298,383000000,298000000000.0,11,2364,10298,10730516,343,1,ICMP,3,92827,105896227,1,2851.0,2852.0,1
11545,2,52661,54872762,170,694000000,171000000000.0,4,1943,9320,9711440,310,0,UDP,1,3845,1242,0,0.0,0.0,0
27107,7,109632,114236544,371,201000000,371000000000.0,4,948,9003,9381126,300,1,ICMP,1,4625,1402,0,0.0,0.0,1
27738,7,75015,78165630,270,480000000,270000000000.0,4,2790,9040,9419680,301,1,ICMP,1,5885,78247700,0,2505.0,2505.0,0
30651,3,97086,101163612,353,23000000,353000000000.0,7,4920,8190,8533980,273,1,ICMP,2,6003,1632,0,0.0,0.0,1
...
39997,4,21337,22373968,126,84000000,12684000000.0,2,3495,10745,11267220,382,0,UDP,3,38617,2156,0,0.0,0.0,0
40003,3,11805,12506790,95,72000000,95000000000.0,4,1944,5106,5415240,252,1,ICMP,1,1739,1235,0,0.0,0.0,1
100000,7,1187,121807,7,9000000,7000000000.0,2,2045,8,744,0,1,ICMP,1,1034,1117,0,0.0,0.0,1
