dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,UDP,3,4178,3590,0,0,0,1
6918,3,769,75754,121,238000000,121000000000,3,1931,29,2842,0,1,ICMP,2,135528348,68474,0,0,0,0
11635,4,39341,9551360,250,423000000,251000000000,5,2790,8324,651552,277,1,ICMP,4,271463711,271450375,3,3,6,1
29922,5,92938,82781700,417,721000000,417000000000,7,4920,12659,9838564,421,1,ICMP,3,135660627,342317347,1,4740,4741,0
42935,7,260006,147128002,1881,999000000,1880000000000,12,13797,19190,14953872,639,0,UDP,2,3413,3665,0,0,0,1
3369,1,97838,104295308,217,144000000,217000000000.0,2,7916,13529,14421914,450,1,UDP,3,4178,3590,0,0.0,0.0,1
27287,5,635,62230,651,220000000,651000000000.0,3,948,29,2842,0,0,ICMP,2,135528348,68474,0,0.0,0.0,0
30732,3,272,26656,279,814000000,280000000000.0,9,2063,29,2842,0,0,ICMP,4,271463711,271450375,3,3.0,6.0,1
30681,7,472,46256,483,205000000,483000000000.0,11,4920,30,2940,1,0,ICMP,3,135660627,342317347,1,4740.0,4741.0,1
11395,4,76487,81535142,168,826000000,169000000000.0,8,1943,13464,14352624,448,1,UDP,2,3413,3665,0,0.0,0.0,0
29712,2,130692,135527816,710,135000000,710000000000.0,5,1849,29,2842,0,1,ICMP,4,135615050,271061714,1,1.0,2.0,0
10176,5,122890,128051380,393,457000000,393000000000.0,2,1931,9325,9716650,310,1,UDP,4,3539,3199,0,0.0,0.0,0
27437,1,130635,135522230,651,179000000,651000000000.0,3,960,29,2842,0,0,ICMP,1,135528998,65374,0,0.0,0.0,1
24750,3,55935,58284270,198,352000000,198000000000.0,5,2997,8352,8702784,278,1,ICMP,1,5247,1242,0,0.0,0.0,0
11725,3,103202,107536484,350,508000000,351000000000.0,3,1943,7597,7916074,253,1,UDP,3,3590,3842,0,0.0,0.0,0
...
99983,2,37776,41293060,719,952000000,719000000000.0,6,1931,29,2842,0,1,ICMP,2,135528348,68474,0,0.0,0.0,1
100000,3,90748,95838232,851,719000000,851000000000.0,7,3954,6541,5325006,217,1,UDP,2,90294747,90311305,979,979,1959,0
