dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,ICMP,2,105767,135561984,0,0.0,0.0,0
6642,4,676,66248,691,616000000,692000000000.0,5,3431,30,2940,1,0,ICMP,2,105809,135561984,0,0.0,0.0,1
11365,1,18306,19514196,40,713000000,40713000000.0,3,1790,13529,14421914,450,0,UDP,1,3733,1242,0,0.0,0.0,1
11485,3,72267,77036622,160,295000000,160000000000.0,5,1943,13533,14426178,451,0,UDP,4,238103395,4295,10242,0.0,10242.0,0
3609,3,119312,124323104,406,506000000,407000000000.0,3,7916,7070,7366940,235,0,UDP,1,4485,1382,0,0.0,0.0,1
3579,4,112327,117044734,376,958000000,377000000000.0,2,7916,8660,9023720,288,0,UDP,3,681889127,5741,2395,0.0,2395.0,0
2919,4,122867,128027414,437,82000000,437000000000.0,2,4440,8314,8663188,277,0,UDP,3,3903,3483,0,0.0,0.0,0
7117,3,60142,3247668,203,610000000,204000000000.0,3,11888,8657,467478,288,1,TCP,1,5525,2442798,0,126.0,126.0,1
24941,6,124815,6740010,446,858000000,447000000000.0,5,10817,8168,441072,272,1,TCP,1,6112176,151754204,0,118.0,118.0,0
16274,6,2283,135872,922,567000000,922000000000.0,3,4255,22,1090,1,0,ICMP,2,147499,19079,0,0.0,0.0,1
37247,1,38572,17080072,1463,945000000,1463000000000.0,2,13797,19190,14953872,639,0,UDP,5,1269981973,990596183,20580,16577,20580.0,0
25473,1,34,1296,30,92000000,30000000000.0,3,1690,13,636,1,0,ICMP,3,6046,675,0,0.0,0.0,0
38132,4,9,1872,25,80000000,25000000000.0,2,1151,3,936,1,0,ICMP,3,5898,717,0,0.0,0.0,1
17135,2,11,2144,41,94000000,41000000000.0,2,1290,6,1072,1,0,ICMP,4,7491,851,0,0.0,0.0,0
...
99999,5,4000,40000000,1000,1000000000,1000000000000.0,5,2000,800,4000000,400,1,TCP,3,30000000,10000000,4000,4000.0,4000.0,1
