dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
11395,1,76799,81867734,170,742000000,171000000000.0,3,1943,13463,14351558,448,0,UDP,2,3795,1402,0,0.0,0.0,0
5682,3,490,48020,501,904000000,502000000000.0,11,1264,29,2842,0,0,ICMP,3,105971553,105971063,2427,2427.0,4854.0,0
3219,1,30229,32224114,67,129000000,67129000000.0,2,7894,13421,14306786,447,0,UDP,1,4330,56454666,0,3838.0,3838.0,0
12025,2,58691,62564606,130,661000000,131000000000.0,2,2242,13478,14367548,449,0,UDP,4,486129168,5438,3838,0.0,3838.0,0
29082,4,175,17150,180,110000000,180000000000.0,9,1057,29,2842,0,1,ICMP,2,44641190,9274696,4915,2460.0,7375.0,0
2859,6,106455,110926110,377,441000000,377000000000.0,2,4440,7901,8232842,263,0,UDP,3,382844457,5121,3690,0.0,3690.0,1
10779,2,132822,146989620,324,530000000,325000000000.0,11,4357,2466,2687940,82,1,TCP,2,11194521,257120217,208,4631.0,4839.0,1
41193,4,41038,2380204,138,217000000,138000000000.0,7,8050,8548,495784,284,1,TCP,1,4995,1242,0,0.0,0.0,1
10056,3,54209,56485778,173,363000000,173000000000.0,4,1931,9232,9619744,307,0,UDP,2,3649,1242,0,0.0,0.0,1
9876,4,29263,30492046,93,420000000,93420000000.0,5,1910,9606,10009452,320,0,UDP,2,3542,1172,0,0.0,0.0,1
3841,2,1573,161944,33,58000000,3358000000.0,2,3,788,86544,265,0,UDP,1,845,774,0,0.0,0.0,0
24888,3,1450,157002,33,70000000,3370000000.0,2,4,725,79502,245,0,TCP,3,1445,855,0,0.0,0.0,1
34567,1,876,91712,19,32000000,1932000000.0,2,3,438,45856,142,0,TCP,2,841,876,0,0.0,0.0,1
42935,7,260006,147128002,1881,999000000,1880000000000.0,12,13797,19190,14953872,639,0,UDP,5,1269981973,990596183,20580,16577,20580.0,1
......
99999,2,3234,338588,71,80000000,7180000000.0,2,4,1617,174294,54,0,TCP,1,3368,3334,0,0.0,0.0,0
