dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
11395,1,31769,33865754,70,715000000,70715000000.0,3,1943,13463,14351558,448,0,UDP,3,3875,122775421,0,9473.0,9473.0,0
5772,4,578,56644,591,924000000,592000000000.0,9,1264,30,2940,1,0,ICMP,1,4932,1562,0,0.0,0.0,0
6672,4,704,68992,721,582000000,722000000000.0,5,3443,28,2744,0,0,ICMP,3,106025,102068,0,0.0,0.0,0
30762,2,302,29596,309,752000000,310000000000.0,7,2063,30,2940,1,1,ICMP,2,35732,31944,0,0.0,0.0,0
30591,3,335,32830,343,84000000,343000000000.0,7,4920,29,2842,0,1,ICMP,2,6003,1632,0,0.0,0.0,0
11845,3,129976,135434992,470,570000000,471000000000.0,2,1943,6701,6982442,223,0,UDP,4,423358572,5144,1844,0.0,1844.0,1
41524,6,129691,7522078,467,110000000,467000000000.0,5,8050,2214,128412,73,1,TCP,2,5248,1312,0,0.0,0.0,1
2829,5,98542,102680764,347,334000000,347000000000.0,2,4440,9168,9553056,305,0,UDP,2,4053,1242,0,0.0,0.0,1
3429,4,70119,73063998,226,840000000,227000000000.0,3,7916,8849,9220658,294,0,UDP,4,5466,638026904,0,2790.0,2790.0,1
5532,1,44599,46472158,151,596000000,152000000000.0,2,1264,8639,9001838,287,1,ICMP,1,4807,46519458,0,2392.0,2392.0,1
2488,1,0,0,0,0,0,2,4,0,0,0,0,1,2668,856,0,0,0,0,0
6492,3,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,1,4266,3339,0,0,0,0,1
11515,4,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,2,105767,6030042,0,0,2,1,0
29832,5,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,3,135559596,135758389,148,386,3421,0,1
42005,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,5,1269981973,990596183,20580,16577,20580,1,0
18094,6,87,86228,112,920000000,112000000000,2,812,29,2842,0,1,TCP,2,2086,1207,0,0.0,0.0,1
14093,2,14082,14783744,400,717000000,401000000000,3,812,9206,9646872,306,1,UDP,2,5248,1312,0,0.0,0.0,0
38192,7,37,37224,54,908000000,54000000000,2,4,9,876,0,0,TCP,2,2086,1207,0,0.0,0.0,1
27192,3,13,12864,17,856000000,17000000000,2,4,3,288,0,0,TCP,2,2086,1207,0,0.0,0.0,0
26192,5,9,8832,12,800000000,12000000000,2,4,2,176,0,0,TCP,2,2086,1207,0,0.0,0.0,1
...
35000,3,1028,1036288,184,900000000,184000000000,2,812,1256,1271872,307,1,UDP,2,5248,1312,0,0.0,0.0,0
34000,1,7,6912,10,844000000,10000000000,2,4,1,88,0,0,TCP,2,2086,1207,0,0.0,0.0,1
33000,4,4,3968,7,828000000,7000000000,2,4,1,88,0,0,TCP,2,2086,1207,0,0.0,0.0,0
32000,2,2,1984,3,812000000,3000000000,2,4,1,88,0,0,TCP,2,2086,1207,0,0.0,0.0,1
...
10000,3,400,409600,70,720000000,70000000000,2,812,500,512000,307,1,UDP,2,5248,1312,0,0.0,0.0,0
9000,1,200,204800,35,700000000,35000000000,2,4,250,256000,0,0,TCP,2,2086,1207,0,0.0,0.0,1
8000,4,100,102400,18,684000000,18000000000,2,4,50,128000,0,0,TCP,2,2086,1207,0,0.0,0.0,0
7000,2,50,51200,9,668000000,9000000000,2,4,25,64000,0,0,TCP,2,2086,1207,0,0.0,0.0,1
...
