dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,ICMP,2,2668,856,0,0,0,1
6918,3,769,75754,121,238000000,121000000000,3,1931,29,2842,0,0,UDP,1,4425,3413,0,0,0,0
11635,4,39341,9551360,250,423000000,251000000000,5,2790,8324,651552,277,1,TCP,2,231511,9897209,0,0,2,1
29922,5,92938,82781700,417,721000000,417000000000,7,4920,12659,9838564,421,1,UDP,3,135577081,135892103,175,503,3838,0
42935,7,260006,147128002,1881,999000000,1880000000000,12,13797,19190,14953872,639,1,ICMP,5,1269981973,990596183,20580,16577,20580,1
7152,6,470,46060,481,457000000,481000000000,5,3443,30,2940,1,0,UDP,2,205891,270550043,1,1,2,0
7032,7,352,34496,361,466000000,361000000000,5,3443,29,2842,0,0,TCP,3,134965583,81347,1,1,2,1
42185,5,119658,132876828,271,291000000,271000000000,7,13231,13239,14755294,441,1,UDP,3,452097541,35813953,5049,324,5373,1
3189,4,61525,65585650,132,765000000,133000000000,3,7503,13538,14431508,451,0,TCP,1,4330,42061534,0,3838,3838,0
12265,4,134988,143897208,320,750000000,321000000000,2,2242,4088,4357808,136,0,ICMP,2,4779,279386894,0,0,0,0
7537,3,670,44376,2,171000000,2171000000,5,12130,0,0,0,1,UDP,1,6248,7022152,0,0,0,1
11575,4,93742,97679164,300,869000000,301000000000,5,1943,9334,9726028,311,0,TCP,4,3735,3483,0,0,0,0
5207,5,218194,11782476,379,123000000,379000000000,5,2373,15544,839376,518,1,ICMP,3,464798286,31876334,448,240,688,1
30492,2,131643,135621014,1490,174000000,1490000000000,7,2059,29,2842,0,1,UDP,1,105761,135561902,0,0,0,0
36218,1,36,1782,12,82000000,12000000000,3,7,2,591,0,0,TCP,3,4,4,0,0,0,1
24091,4,1497,110181,5,122000000,5000000000,2,14,4,7845,1,0,ICMP,2,13,13,0,0,0,0
9277,2,1420,102089,3,192000000,3000000000,3,17,2,5945,0,0,UDP,1,9,9,0,0,0,1
10284,7,25,1849,4,92000000,4000000000,2,3,2,924,0,0,TCP,4,8,8,0,0,0,0
14092,3,11,743,3,162000000,3000000000,2,4,2,371,0,0,ICMP,3,2,2,0,0,0,1
41968,6,3,252,0,3000000,0,2,1,0,0,0,0,UDP,1,1,1,0,0,0,0
30242,4,37,1676,3,142000000,3000000000,2,3,2,838,0,0,TCP,2,3,3,0,0,0,1
37235,2,14,822,3,152000000,3000000000,2,4,2,411,0,0,ICMP,4,2,2,0,0,0,0
37010,3,30,1439,3,172000000,3000000000,2,5,2,719,0,0,UDP,3,2,2,0,0,0,1
27169,5,18,1154,3,142000000,3000000000,2,4,2,577,0,0,TCP,1,2,2,0,0,0,0
14079,2,2,122,0,2000000,0,2,1,0,0,0,0,ICMP,2,1,1,0,0,0,1
17204,7,13,1055,3,152000000,3000000000,2,4,2,527,0,0,UDP,4,2,2,0,0,0,0
19903,4,3,234,0,4000000,0,2,1,0,0,0,0,TCP,3,1,1,0,0,0,1
20378,3,4,296,0,5000000,0,2,1,0,0,0,0,ICMP,1,1,1,0,0,0,0
7147,6,8,547,0,9000000,0,2,1,0,0,0,0,UDP,2,1,1,0,0,0,1
39893,5,1,73,0,2000000,0,2,1,0,0,0,0,TCP,4,1,1,0,0,0,0
22265,4,4,320,0,5000000,0,2,1,0,0,0,0,ICMP,3,1,1,0,0,0,1
31076,7,5,395,0,7000000,0,2,1,0,0,0,0,UDP,1,1,1,0,0,0,0
40000,2,2,148,0,3000000,0,2,1,0,0,0,0,TCP,2,1,1,0,0,0,1
26009,3,3,222,0,4000000,0,2,1,0,0,0,0,ICMP,4,1,1,0,0,0,0
20244,5,2,146,0,3000000,0,2,1,0,0,0,0,UDP,3,1,1,0,0,0,1
