dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,UDP,1,2668,856,0,0,0,0
6492,3,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,UDP,2,4266,3339,0,0,0,0
11515,4,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,ICMP,3,105767,6030042,0,0,2,0
29832,5,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,TCP,4,135559596,135758389,148,386,3421,1
42005,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,UDP,5,1269981973,990596183,20580,16577,20580,1
13989,2,8,7196,9,76000000,976000000,3,3,2,2598,0,0,UDP,2,4,3,0,0,0,0
25981,2,204,20024,56,42000000,5642000000,2,13,102,10012,0,0,UDP,3,2,1,0,0,0,0
33467,3,3941,386776,140,90000000,14090000000,4,16,985,96788,0,1,TCP,4,37,45,0,0,0,1
41009,4,2086,203568,75,60000000,75000000000,2,7,1043,101784,0,1,TCP,2,10,20,0,0,0,1
23991,3,9,8796,11,86000000,1186000000,2,4,2,4398,0,0,UDP,3,9,3,0,0,0,0
18245,4,17,16296,21,16000000,2116000000,3,3,5,5432,0,0,UDP,4,14,7,0,0,0,0
35278,1,4,3976,5,40000000,540000000,2,2,2,1988,0,0,UDP,1,3,1,0,0,0,0
38587,2,7,6696,8,64000000,864000000,2,3,2,3348,0,0,UDP,2,5,2,0,0,0,0
40399,1,3,2976,4,30000000,430000000,2,2,1,1488,0,0,UDP,1,2,1,0,0,0,0
...
39892,3,9,8796,11,86000000,1186000000,2,4,2,4398,0,0,UDP,3,9,3,0,0,0,0
100000,4,4000,3920000,1000,800000000,100000000000,2,2000,2000,196000,0,1,TCP,4,2000000,18000000,4000,4000,8000,1
