dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
25181,7,39501,2607150,134,129000000,134000000000.0,7,10852,9742,642972,324,1,TCP,2,18921422,138901874,521,11770.0,12291.0,0
4007,5,21579,25030662,51,149000000,51149000000.0,3,22,12741,14867482,424,1,TCP,4,25040394,887382,3910,132.0,4042.0,1
3369,1,97838,104295308,217,144000000,217000000000.0,2,7916,13529,14421914,450,0,UDP,3,603594916,5312,7965,0.0,7965.0,0
12145,2,112853,120301298,250,691000000,251000000000.0,2,2242,13530,14422980,451,0,UDP,4,4103,3767,0,0.0,0.0,0
7092,7,411,40278,421,471000000,421000000000.0,5,3443,29,2842,0,0,ICMP,2,93065,134977098,1,1.0,2.0,1
5207,5,218194,11782476,379,123000000,379000000000.0,5,2373,15544,839376,518,1,TCP,1,7547024,7023264,0,0.0,0.0,0
10056,3,134820,143718120,322,102000000,322000000000.0,4,1931,2900,3091400,96,0,UDP,3,3539,3413,0,0.0,0.0,0
11575,3,61996,64599832,200,496000000,200000000000.0,4,1943,9350,9742700,311,0,UDP,3,5037,570606623,0,9018.0,9018.0,1
3459,3,63672,66346224,207,366000000,207000000000.0,4,7916,8909,9283178,296,0,UDP,1,4694,226434258,0,2439.0,2439.0,0
3519,3,80352,83726784,267,476000000,267000000000.0,3,7916,8385,8737170,279,0,UDP,1,699267223,3776,0,0.0,0.0,1
...
99990,2,4520,444800,450,846000000,450000000000.0,3,1931,977,963450,213,1,TCP,2,84537,95872,0,0.0,0.0,1
99991,3,19081,1909180,250,841000000,250000000000.0,4,1931,977,963450,213,1,TCP,2,84537,95872,0,0.0,0.0,0
99992,3,739,73900,250,841000000,250000000000.0,3,1931,977,963450,213,1,TCP,2,84537,95872,0,0.0,0.0,1
99993,7,719,71900,250,841000000,250000000000.0,3,1931,977,963450,213,1,TCP,2,84537,95872,0,0.0,0.0,0
99994,5,739,73900,250,841000000,250000000000.0,3,1931,977,963450,213,1,TCP,2,84537,95872,0,0.0,0.0,1
99995,4,719,71900,250,841000000,250000000000.0,3,1931,977,963450,213,1,TCP,2,84537,95872,0,0.0,0.0,0
99996,1,739,73900,250,841000000,250000000000.0,3,1931,977,963450,213,1,TCP,2,84537,95872,0,0.0,0.0,1
99997,2,719,71900,250,841000000,250000000000.0,3,1931,977,963450,213,1,TCP,2,84537,95872,0,0.0,0.0,0
99998,3,739,73900,250,841000000,250000000000.0,3,1931,977,963450,213,1,TCP,2,84537,95872,0,0.0,0.0,1
99999,7,719,71900,250,841000000,250000000000.0,3,1931,977,963450,213,1,TCP,2,84537,95872,0,0.0,0.0,0
