dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,ICMP,3,2668,856,0,0,0,0
6918,3,769,75754,121,238000000,121000000000,3,1931,29,2842,0,0,TCP,1,4425,3413,0,0,0,1
11635,4,39341,9551360,250,423000000,251000000000,5,2790,8324,651552,277,1,UDP,2,231511,9897209,0,0,2,0
29922,5,92938,82781700,417,721000000,417000000000,7,4920,12659,9838564,421,1,ICMP,3,135577081,135892103,175,503,3838,0
42935,7,260006,147128002,1881,999000000,1880000000000,12,13797,19190,14953872,639,1,TCP,3,1269981973,990596183,20580,16577,20580,1
31152,2,682,66836,699,860000000,700000000000.0,3,2063,29,2842,0,1,ICMP,3,271214090,307258,0,0.0,0.0,0
7092,7,460,45080,471,384000000,471000000000.0,5,3443,30,2940,1,0,ICMP,3,134977301,93065,1,1.0,2.0,1
6642,4,676,66248,691,578000000,692000000000.0,5,3431,30,2940,1,0,ICMP,3,105983,102068,0,0.0,0.0,1
2769,1,16163,17229758,35,665000000,35665000000.0,4,4440,13492,14382472,449,0,UDP,2,4053,1242,0,0.0,0.0,0
33393,5,967,94766,988,563000000,989000000000.0,9,3024,30,2940,1,1,ICMP,3,134879645,191612947,7,2707.0,2714.0,1
10719,2,19259,1117022,61,339000000,61339000000.0,11,4357,9379,543982,312,1,TCP,1,321399027,16843922,12309,817.0,13126.0,0
11349,6,7070,410060,21,545000000,21545000000.0,5,6696,0,0,0,1,TCP,3,246832076,17797577,4009,286.0,4295.0,1
11275,4,31946,33287732,100,737000000,101000000000.0,6,1306,9615,10018830,320,0,UDP,1,3309,1422,0,0.0,0.0,0
42455,5,122743,7119094,434,99000000,434000000000.0,3,13231,8632,500656,287,1,TCP,3,473416095,40773711,251,135.0,386.0,1
32793,6,96168,100207056,281,565000000,282000000000.0,5,2364,10017,10437714,333,1,ICMP,3,100662885,101477603,2772,2772.0,5544.0,0
14882,3,3,27,7,18000000,70000000000.0,2,3,2,14,0,0,TCP,1,25,2,0,0,0,1
14052,5,0,0,0,0,0,2,4,0,0,0,0,UDP,2,856,2668,0,0,0,0
24179,2,13,1320,21,286000000,21000000000.0,3,11,4,360,0,0,ICMP,3,1220,100,0,0,0,1
37462,4,1,84,7,17000000,70000000000.0,2,2,1,42,0,0,TCP,1,42,42,0,0,0,0
18668,7,39,3306,41,520000000,41000000000.0,3,27,13,220,0,1,UDP,2,220,2086,0,0,0,1
20276,1,2,168,7,16000000,70000000000.0,2,1,1,84,0,0,ICMP,3,84,84,0,0,0,0
37310,6,2,168,7,19000000,70000000000.0,2,2,1,84,0,0,TCP,1,84,84,0,0,0,1
26643,5,0,0,0,0,0,2,4,0,0,0,0,UDP,2,2668,856,0,0,0,1
8607,2,1,84,7,15000000,70000000000.0,2,1,1,84,0,0,ICMP,3,84,84,0,0,0,1
21400,4,2,168,7,18000000,70000000000.0,2,2,1,84,0,0,TCP,1,84,84,0,0,0,0
27093,7,4,336,7,22000000,70000000000.0,2,3,2,168,0,1,UDP,2,168,168,0,0,0,1
35461,1,2,168,7,16000000,70000000000.0,2,1,1,84,0,0,ICMP,3,84,84,0,0,0,1
23257,6,1,84,7,17000000,70000000000.0,2,2,1,84,0,0,TCP,1,84,84,0,0,0,0
39402,5,0,0,0,0,0,2,4,0,0,0,0,UDP,2,856,2668,0,0,0,0
27423,2,1,84,7,15000000,70000000000.0,2,1,1,84,0,0,ICMP,3,84,84,0,0,0,0
22998,4,1,84,7,17000000,70000000000.0,2,2,1,84,0,0,TCP,1,84,84,0,0,0,1
32606,7,3,252,7,21000000,70000000000.0,2,2,1,126,0,1,UDP,2,126,126,0,0,0,1
28037,1,2,168,7,16000000,70000000000.0,2,1,1,84,0,0,ICMP,3,84,84,0,0,0,1
22119,6,2,168,7,19000000,70000000000.0,2,2,1,84,0,0,TCP,1,84,84,0,0,0,0
36312,5,0,0,0,0,0,2,4,0,0,0,0,UDP,2,2668,856,0,0,0,1
32793,2,1,84,7,15000000,70000000000.0,2,1,1,84,0,0,ICMP,3,84,84,0,0,0,1
87936,4,2,168,7,18000000,70000000000.0,2,2,1,84,0,0,TCP,1,84,84,0,0,0,0
