dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,TCP,2,2668,856,0,0,0,1
6918,3,769,75754,121,238000000,121000000000,3,1931,29,2842,0,0,ICMP,2,4425,3413,0,0,0,1
11635,4,39341,9551360,250,423000000,251000000000,5,2790,8324,651552,277,1,UDP,1,231511,9897209,0,0,2,1
29922,5,92938,82781700,417,721000000,417000000000,7,4920,12659,9838564,421,1,TCP,3,135577081,135892103,175,503,3838,1
42155,3,106419,118121534,241,272000000,241000000000.0,11,13231,13123,14769486,437,1,TCP,2,1505062,1397228,126,117.0,243.0,1
30492,3,741,72618,759,943000000,760000000000.0,9,2059,29,2842,0,1,ICMP,2,89647,135545718,0,0.0,0.0,0
2578,4,39032,41608112,83,618000000,83618000000.0,2,1814,13529,14421914,450,0,UDP,1,3514,1172,0,0.0,0.0,0
11289,4,48793,55862130,114,355000000,114000000000.0,5,4918,13066,14669972,435,1,TCP,3,224350256,16337014,3982,228.0,4210.0,0
7128,2,77614,5123220,264,302000000,264000000000.0,4,11888,10062,664092,335,1,TCP,3,5139477,128216323,176,3924.0,4100.0,1
2649,6,108943,116133238,266,808000000,267000000000.0,3,2385,2369,2525354,78,0,UDP,2,3413,3581,0,0.0,0.0,0
32673,4,56891,59280422,167,396000000,167000000000.0,5,2364,10203,10631526,340,1,ICMP,2,59522965,58708247,2837,2837.0,5674.0,0
32913,7,128990,134407580,401,421000000,401000000000.0,5,2364,2054,2140268,68,1,ICMP,1,134650656,1914,556,0.0,556.0,0
9846,2,5967,6360822,12,891000000,12891000000.0,3,1910,0,0,0,0,UDP,1,3472,1332,0,0.0,0.0,0
11275,4,31946,33287732,100,737000000,101000000000.0,6,1306,9615,10018830,320,0,UDP,3,3236,3404,0,0.0,0.0,1
11355,2,11500,13753000,183,609000000,183000000000.0,4,4125,7477,8170360,349,1,TCP,3,20532551,15593920,1873,1648.0,3521.0,1
29444,6,74300,82416000,221,539000000,221539000000.0,3,2521,2521,2525354,78,1,UDP,2,5863,3597,0,0.0,0.0,0
33267,5,109945,120793550,265,843000000,265000000000.0,4,2198,2198,2140268,68,1,ICMP,1,134650656,1914,556,0.0,556.0,1
37282,4,44213,48735022,146,452000000,146000000000.0,5,3182,10062,10631526,340,0,UDP,3,3236,3404,0,0.0,0.0,0
40019,2,99072,108980344,215,719000000,215719000000.0,4,5181,5181,5179180,170,1,TCP,3,5139477,128216323,176,3924.0,4100.0,1
42598,3,75378,82715602,232,611000000,232611000000.0,6,3274,3274,3274258,99,0,UDP,2,5863,3597,0,0.0,0.0,1
44962,7,132643,144876786,402,468000000,402468000000.0,5,3182,2054,2140268,68,1,ICMP,1,134650656,1914,556,0.0,556.0,0
47168,4,33119,36403078,125,821000000,125821000000.0,4,4125,7477,8170360,349,0,UDP,3,3236,3404,0,0.0,0.0,1
49093,2,81216,90437792,197,643000000,197443000000.0,3,5181,5181,5179180,170,1,TCP,3,5139477,128216323,176,3924.0,4100.0,0
51791,3,106030,118673300,239,269000000,239269000000.0,10,12088,12088,12088476,383,1,TCP,2,1505062,1397228,126,117.0,243.0,1
54209,3,766,73454,119,236000000,119236000000.0,8,2059,29,2842,0,0,ICMP,2,4425,3413,0,0,0,0
56608,4,39079,95189580,248,421000000,248421000000.0,5,2790,8324,651552,277,1,UDP,1,231511,9897209,0,0,2,1
59019,5,92941,82783441,417,721000000,417721000000.0,7,4920,12659,9838564,421,1,TCP,3,135577081,135892103,175,503,3838,0
61477,3,106425,118124450,241,272000000,241272000000.0,11,13231,13123,14769486,437,1,TCP,2,1505062,1397228,126,117.0,243.0,0
63886,3,744,72704,761,945000000,761945000000.0,9,2059,29,2842,0,1,ICMP,2,89647,135545718,0,0.0,0.0,1
66309,4,39033,41609890,83,618000000,83618000000.0,2,1814,13529,14421914,450,0,UDP,1,3514,1172,0,0.0,0.0,1
68718,4,48794,55864008,114,355000000,114355000000.0,5,4918,13066,14669972,435,1,TCP,3,224350256,16337014,3982,228.0,4210.0,1
71177,2,77615,5123398,264,302000000,264302000000.0,4,11888,10062,664092,335,1,TCP,3,5139477,128216323,176,3924.0,4100.0,0
73636,6,108944,116135026,266,808000000,266808000000.0,3,2385,2369,2525354,78,0,UDP,2,3413,3581,0,0.0,0.0,1
76045,4,56892,59282210,167,396000000,167396000000.0,5,2364,10203,10631526,340,1,ICMP,2,59522965,58708247,2837,2837.0,5674.0,0
78453,7,128991,134409458,401,421000000,401421000000.0,5,2364,2054,2140268,68,1,ICMP,1,134650656,1914,556,0.0,556.0,1
80862,2,5968,6362001,12,891000000,12891000000.0,3,1910,0,0,0,0,UDP,1,3472,1332,0,0.0,0.0,0
83271,4,31947,33289610,100,737000000,100737000000.0,6,1306,9615,10018830,320,0,UDP,3,3236,3404,0,0.0,0.0,0
85696,2,11501,13754378,183,609000000,183609000000.0,4,4125,7477,8170360,349,1,TCP,3,20532551,15593920,1873,1648.0,3521.0,0
88104,6,74301,82417878,221,539000000,221539000000.0,3,2521,2521,2525354,78,1,UDP,2,5863,35
