dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
7128,6,30718,1658772,98,947000000,98947000000.0,7,11888,9389,507006,312,1,TCP,3,3081227,2554435,290,270.0,560.0,0
3129,4,34439,36711974,72,761000000,72761000000.0,3,6846,13492,14382472,449,0,UDP,1,4246,37285812,0,3838.0,3838.0,0
7627,5,60787,69383078,142,246000000,142000000000.0,5,12138,13129,14516010,437,1,TCP,3,249392590,24647866,7844,338.0,8182.0,0
5802,3,122969,128133698,420,728000000,421000000000.0,11,1264,8687,9051854,289,1,ICMP,3,135633460,135632970,535,535.0,1070.0,1
2889,3,114492,119300664,406,656000000,407000000000.0,2,4440,8167,8510014,272,0,UDP,1,4013,1312,0,0.0,0.0,1
2919,3,122806,127963852,436,657000000,437000000000.0,2,4440,8314,8663188,277,0,UDP,1,4013,1562,0,0.0,0.0,1
24941,3,124954,6747516,447,487000000,447000000000.0,5,10817,8168,441072,272,1,TCP,1,5506,1472,0,0.0,0.0,1
2649,2,86468,92174888,217,170000000,217000000000.0,6,2385,2369,2525354,78,0,UDP,2,3971,92246738,0,588.0,588.0,1
11305,1,36282,38676612,80,736000000,80736000000.0,2,1306,13536,14429376,451,0,UDP,2,289862990,1886,16758,0.0,16758.0,0
11275,4,22434,23914644,48,817000000,48817000000.0,6,1306,13474,14363284,449,0,UDP,2,3236,3404,0,0.0,0.0,0
21435,6,27073,27482119,99,873000000,99870000000.0,10,11888,10900,569356,313,1,TCP,3,27187987,27141076,788,788.0,1576.0,0
27092,3,111237,117745558,384,637000000,384637000000.0,3,4440,7667,7960472,277,0,UDP,1,4013,1320,0,0.0,0.0,1
35337,4,33240,37642239,73,844000000,73844000000.0,3,6846,13491,14371889,449,0,UDP,1,4246,37285812,0,3838.0,3838.0,0
18203,5,63246,71546103,141,240000000,141240000000.0,4,12138,13128,14515888,437,1,TCP,3,249392590,24647866,7844,338.0,8182.0,1
9791,2,90195,95994561,217,171000000,217171000000.0,7,2385,2368,2525280,78,0,UDP,2,3971,92246738,0,588.0,588.0,0
24948,7,260006,147128002,1881,999000000,1881999000000.0,12,13797,19190,14953872,639,1,TCP,5,1269981973,990596183,20580,16577,20580.0,1
14688,1,36282,38676612,80,736000000,80736000000.0,2,1306,13536,14429376,451,0,UDP,2,289862990,1886,16758,0.0,16758.0,0
18084,4,22434,23914644,48,817000000,48817000000.0,6,1306,13474,14363284,449,0,UDP,2,3236,3404,0,0.0,0.0,0
7127,6,30718,1658772,98,947000000,98947000000.0,7,11888,9389,507006,312,1,TCP,3,3081227,2554435,290,270.0,560.0,1
8791,4,34439,36711974,72,761000000,72761000000.0,3,6846,13492,14382472,449,0,UDP,1,4246,37285812,0,3838.0,3838.0,0
25987,5,60787,69383078,142,246000000,142000000000.0,5,12138,13129,14516010,437,1,TCP,3,249392590,24647866,7844,338.0,8182.0,1
5802,3,122969,128133698,420,728000000,421000000000.0,11,1264,8687,9051854,289,1,ICMP,3,135633460,135632970,535,535.0,1070.0,0
29891,3,114492,119300664,406,656000000,407000000000.0,2,4440,8167,8510014,272,0,UDP,1,4013,1312,0,0.0,0.0,0
37892,3,122806,127963852,436,657000000,437000000000.0,2,4440,8314,8663188,277,0,UDP,1,4013,1562,0,0.0,0.0,0
92741,3,124954,6747516,447,487000000,447000000000.0,5,10817,8168,441072,272,1,TCP,1,5506,1472,0,0.0,0.0,0
26491,2,86468,92174888,217,170000000,217000000000.0,6,2385,2369,2525354,78,0,UDP,2,3971,92246738,0,588.0,588.0,1
17305,1,36282,38676612,80,736000000,80736000000.0,2,1306,13536,14429376,451,0,UDP,2,289862990,1886,16758,0.0,16758.0,1
11275,4,22434,23914644,48,817000000,48817000000.0,6,1306,13474,14363284,449,0,UDP,2,3236,3404,0,0.0,0.0,1
21435,6,27073,27482119,99,873000000,99870000000.0,10,11888,10900,569356,313,1,TCP,3,27187987,27141076,788,788.0,1576.0,1
27092,3,111237,117745558,384,637000000,384637000000.0,3,4440,7667,7960472,277,0,UDP,1,4013,1320,0,0.0,0.0,0
35337,4,33240,37642239,73,844000000,73844000000.0,3,6846,13491,14371889,449,0,UDP,1,4246,37285812,0,3838.0,3838.0,1
18203,5,63246,71546103,141,240000000,141240000000.0,4,12138,13128,14515888,437,1,TCP,3,249392590,24647866,7844,338.0,8182.0,0
9791,2,90195,95994561,217,171000000,217171000000.0,7,2385,2368,2525280,78,0,UDP,2,3971,92246738,0,588.0,588.0,1
24948,7,260006,147128002,1881,999000000,1881999000000.0,12,13797,19190,14953872,639,1,TCP,5,1269981973,990596183,20580,16577,20580.0,0
14688,1,36282,38676612,80,736000000,80736000000.0,2,1306,13536,14429376,451,0,UDP,2,289862990,1886,16758,0.0,16758.0,1
18084,4,22434,23914644,48,817000000,48817000000.0,6,1306,13474,14363284,449,0,UDP,2,3236,3404,0,0.0,0.0,1
7127,6,30718,1658772,98,947000000,98947000000.0,7,11888,9389,507006,312,1,TCP,3,3081227,2554435,290,270.0,560.0,0
8791,4,34439,36711974,72,761000000,72761000000.0,3,6846,13492,14382472,449,0,
