dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,ICMP,1,2668,856,0,0,0,0
6918,3,769,75754,121,238000000,121000000000,3,1931,29,2842,0,1,UDP,2,4425,3413,0,0,0,1
11635,4,39341,9551360,250,423000000,251000000000,5,2790,8324,651552,277,0,ICMP,3,231511,9897209,0,0,2,0
29922,5,92938,82781700,417,721000000,417000000000,7,4920,12659,9838564,421,1,TCP,4,135577081,135892103,175,503,3838,1
42935,7,260006,147128002,1881,999000000,1880000000000,12,13797,19190,14953872,639,1,TCP,5,1269981973,990596183,20580,16577,20580,0
28488,4,195,19110,200,952000000,201000000000,9,2800,29,2842,0,1,ICMP,2,271449699,271451391,3,3,6,1
29862,2,937,91826,960,240000000,960000000000,7,2053,29,2842,0,1,ICMP,3,271012798,106050,2,2,4,0
3969,4,66211,70580926,146,689000000,147000000000,3,8803,13671,14573286,455,0,UDP,3,865702303,6497,7674,0,7674,1
6402,3,441,43218,451,538000000,452000000000,7,3421,29,2842,0,0,ICMP,1,271228089,271126588,0,0,0,1
6612,3,646,63308,661,628000000,662000000000,5,3421,29,2842,0,0,ICMP,3,406812467,135892103,1,1,2,0
30222,2,131380,135595240,1220,177000000,1220000000000,5,2053,29,2842,0,1,ICMP,3,271099311,192563,1,1,2,1
10026,4,76349,79555658,243,432000000,243000000000,5,1931,9452,9848984,315,0,UDP,4,3539,3413,0,0,0,0
24911,3,116786,6306444,417,486000000,417000000000,5,10817,8407,453978,280,1,TCP,4,25454836,309664521,258,361,619,1
31153,4,124859,6742386,430,323000000,430000000000,5,3982,7935,428490,264,1,TCP,3,164424206,20113404,341,244,585,0
11229,3,1776,2019808,4,335000000,4335000000,5,4381,0,0,0,1,TCP,3,175207931,23693620,23,581,604,1
...
35383,2,2236,255039,7,682000000,78200000000,4,2053,29,2842,0,1,ICMP,3,271075008,192563,1,1,2,0
19387,1,3199,331026,9,764000000,864000000000,4,4381,0,0,0,1,TCP,3,175207931,23693620,23,581,604,1
35892,5,2080,223594,10,845000000,945000000000,4,2053,29,2842,0,1,ICMP,3,271075008,192563,1,1,2,1
20239,4,2082,230171,11,926000000,102600000000,4,4381,0,0,0,1,TCP,3,175207931,23693620,23,581,604,0
27140,3,3177,356480,12,1007000000,110700000000,4,2053,29,2842,0,1,ICMP,3,271075008,192563,1,1,2,1
13240,2,4155,459993,13,1088000000,118800000000,4,2053,29,2842,0,1,ICMP,3,271075008,192563,1,1,2,0
39240,7,5133,573516,14,1169000000,126900000000,4,4381,0,0,0,1,TCP,3,175207931,23693620,23,581,604,1
...
