dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,TCP,3,206395254,8789151,7848,352.0,8200.0,0
6918,3,769,75754,121,238000000,121000000000,3,1931,29,2842,0,1,ICMP,3,135088457,271119843,0,0.0,0.0,0
11635,4,39341,9551360,250,423000000,251000000000,5,2790,8324,651552,277,1,TCP,3,289224161,19870452,3923,173.0,4096.0,1
29922,5,92938,82781700,417,721000000,417000000000,7,4920,12659,9838564,421,1,UDP,3,143930035,276816961,0,0.0,0.0,0
42935,7,260006,147128002,1881,999000000,1880000000000,12,13797,19190,14953872,639,1,UDP,5,1269981973,990596183,20580,16577,20580,1
30823,2,52641,3474462,160,610000000,161000000000.0,5,3982,10084,665544,336,1,TCP,3,206395254,8789151,7848,352.0,8200.0,0
34023,6,925,90650,948,394000000,948000000000.0,5,3034,29,2842,0,1,ICMP,3,135088457,271119843,0,0.0,0.0,1
15365,2,124010,136216652,278,920000000,279000000000.0,3,11471,13465,14747930,448,1,TCP,3,289224161,19870452,3923,173.0,4096.0,1
41223,2,71970,4750248,223,297000000,223000000000.0,11,8050,9823,648318,327,1,TCP,4,10797438,141319105,451,4312.0,4763.0,0
30852,3,341,33418,349,832000000,350000000000.0,7,2063,30,2940,1,1,ICMP,1,39863,35822,0,0.0,0.0,1
3669,6,129973,135431866,467,431000000,467000000000.0,2,7916,3334,3474028,111,0,UDP,3,143930035,276816961,0,0.0,0.0,0
3339,7,42933,44736186,137,404000000,137000000000.0,3,7916,9376,9769792,312,0,UDP,3,512480348,5690,3838,0.0,3838.0,0
27498,5,5693,5932106,22,323000000,22323000000.0,7,2440,0,0,0,1,ICMP,1,6395744,1480,1704,0.0,1704.0,1
2859,4,106386,110854212,377,78000000,377000000000.0,2,4440,7901,8232842,263,0,UDP,3,3833,3413,0,0.0,0.0,0
12265,3,135003,143913198,320,801000000,321000000000.0,2,2242,4088,4357808,136,0,UDP,2,1269981973,5162,1161,0.0,1161.0,1
...
99987,2,3919,399856,180,364000000,181000000000.0,4,3204,7,717,0,1,ICMP,1,93987,93787,0,0.0,0.0,1
100012,4,4000,401829,197,369000000,198000000000.0,3,3274,13,1330,0,1,ICMP,1,93987,93787,0,0.0,0.0,0
