dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,UDP,1,2668,856,0,0,0,0
6918,3,769,75754,121,238000000,121000000000,3,1931,29,2842,0,1,ICMP,2,4425,3413,0,0,0,1
11635,4,39341,9551360,250,423000000,251000000000,5,2790,8324,651552,277,0,TCP,2,231511,9897209,0,0,2,1
29922,5,92938,82781700,417,721000000,417000000000,7,4920,12659,9838564,421,1,UDP,1,135577081,135892103,175,503,3838,0
42935,7,260006,147128002,1881,999000000,1880000000000,12,13797,19190,14953872,639,1,TCP,5,1269981973,990596183,20580,16577,20580,1
16138,2,1332,133590,104,92000000,104000000000,4,926,29,2842,0,1,ICMP,3,5666,1399,0,0,0,0
11006,1,22,2048,19,82000000,1982000000,3,636,29,2842,0,1,TCP,2,2035,1313,0,0,0,1
13457,4,25361,3501242,272,521000000,272000000000,8,3492,3267,446510,125,1,UDP,3,11607,246915,0,0,0,0
23886,3,9,8192,18,37000000,91837000000,3,843,29,2842,0,1,ICMP,1,3231,2461,0,0,0,1
27985,4,8,768,17,49000000,1749000000,4,812,29,2842,0,1,TCP,2,769,0,0,0,0,0
36863,7,24,2304,20,70000000,2070000000,2,569,29,2842,0,1,ICMP,4,1050,1354,0,0,0,1
37647,2,7,640,13,60000000,1360000000,2,541,29,2842,0,1,TCP,1,637,3,0,0,0,0
20402,6,47,4608,21,94000000,2194000000,3,722,29,2842,0,1,UDP,2,4573,35,0,0,0,1
18053,2,11,1024,15,56000000,1156000000,3,633,29,2842,0,1,ICMP,4,1020,4,0,0,0,0
13705,3,5,448,9,30000000,930000000,2,542,29,2842,0,1,UDP,1,444,4,0,0,0,1
25222,1,4,384,8,21000000,821000000,2,543,29,2842,0,1,TCP,3,381,3,0,0,0,0
31347,4,7,640,13,60000000,1360000000,2,541,29,2842,0,1,ICMP,3,637,3,0,0,0,1
24588,7,3,256,5,14000000,515000000,2,544,29,2842,0,1,UDP,2,253,3,0,0,0,0
18001,5,6,512,10,45000000,1045000000,2,542,29,2842,0,1,ICMP,4,509,3,0,0,0,1
20666,2,4,384,8,21000000,821000000,2,543,29,2842,0,1,TCP,1,381,3,0,0,0,0
22006,3,3,256,5,14000000,515000000,2,544,29,2842,0,1,UDP,3,253,3,0,0,0,1
12232,6,5,448,9,30000000,930000000,2,542,29,2842,0,1,ICMP,2,444,4,0,0,0,0
17201,4,6,512,10,45000000,1045000000,2,542,29,2842,0,1,TCP,3,509,3,0,0,0,1
30555,1,3,256,5,14000000,515000000,2,544,29,2842,0,1,UDP,4,253,3,0,0,0,0
11876,5,4,384,8,21000000,821000000,2,543,29,2842,0,1,ICMP,1,381,3,0,0,0,1
14504,2,6,512,10,45000000,1045000000,2,542,29,2842,0,1,TCP,2,509,3,0,0,0,0
16888,3,4,384,8,21000000,821000000,2,543,29,2842,0,1,UDP,1,381,3,0,0,0,1
38700,4,3,256,5,14000000,515000000,2,544,29,2842,0,1,ICMP,2,253,3,0,0,0,0
22999,1,6,512,10,45000000,1045000000,2,542,29,2842,0,1,TCP,4,509,3,0,0,0,1
13777,5,3,256,5,14000000,515000000,2,544,29,2842,0,1,UDP,3,253,3,0,0,0,0
17053,2,4,384,8,21000000,821000000,2,543,29,2842,0,1,ICMP,1,381,3,0,0,0,1
39201,3,6,512,10,45000000,1045000000,2,542,29,2842,0,1,TCP,3,509,3,0,0,0,1
24455,4,3,256,5,14000000,515000000,2,544,29,2842,0,1,UDP,2,253,3,0,0,0,0
11102,1,4,384,8,21000000,821000000,2,543,29,2842,0,1,ICMP,4,381,3,0,0,0,1
17888,2,3,256,5,14000000,515000000,2,544,29,2842,0,1,TCP,1,253,3,0,0,0,0
30999,3,4,384,8,21000000,821000000,2,543,29,2842,0,1,UDP,3,381,3,0,0,0,1
19222,4,3,256,5,14000000,515000000,2,544,29,2842,0,1,ICMP,2,253,3,0,0,0,0
22999,1,4,384,8,21000000,821000000,2,543,29,2842,0,1,TCP,4,381,3,0,0,0,1
38888,2,3,256,5,14000000,515000000,2,544,29,2842,0,1,UDP,1,253,3,0,0,0,0
13333,3,4,384,8,21000000,821000000,2,543,29,2842,0,1,ICMP,3,381,3,0,0,0,1
17666,4,3,256,5,14000000,515000000,2,544,29,2842,0,1,TCP,2,253,3,0,0,0,0
22777,1,3,256,5,14000000,515000000,2,544,29,2842,0,1,UDP,4,253,3,0,0,0,1
39444,2,4,384,8,21000000,821000000,2,543,29,2842,0,1,ICMP,1,381,3,0,0,0,0
14222,3,3,256,5,14000000,515000000,2,544,29,2842,0,1,TCP,3,253,3,0,0,0,1
18888,4,4,384,8,21000000,821000000,2,543,29,2842,0,1,UDP,2,381,3,0,0,0,0
12999,1,3,256,5,14000000,515000000,2,544,29,2842,0,1,ICMP,4,253,3,0,0,0,1
17333,2,4,384,8,21000000,821000000,2,543,29,2842,0,1,TCP,1,381,3,0,0,0,0
38222,3,3,256,5,14000000,515000000,2,544,29,2842,0,1,UDP,3,253,3,0,0,0,1
19777,4,4,384,8,21000000,821000000,2,543,29,2842,0,1,ICMP,2,381,3,0,0,0,0
13444,1,3,256,5,14000000,515000000,2,544,29,2842,0,1,TCP,4,253,3,0,0,0,1
18222,2,4,384,8,21000000,821000000,2,5
