dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,TCP,1,856,2668,0,0,0,0
6492,3,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,UDP,2,3339,4266,0,0,0
11515,4,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,ICMP,3,6030042,105767,0,0,2
29832,5,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,TCP,4,135758389,135559596,386,148,3421
42005,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,UDP,5,990596183,1269981973,16577,20580,20580
30789,2,1263,123979,943,945000000,943000000000.0,8,4120,29,2842,0,1,ICMP,1,2736,2536,0,0.0,0.0,0
39093,4,3190,310720,693,913000000,693000000000.0,7,2023,29,2842,0,0,UDP,3,2298,6834,0,0.0,0.0,1
18144,2,715,72342,873,846000000,873000000000.0,9,3494,29,2842,0,1,TCP,2,9183,1483,0,0.0,0.0,1
38190,3,4036,395686,844,946000000,844000000000.0,10,4181,29,2842,0,1,UDP,4,2448,5488,0,0.0,0.0,0
36885,2,4841,482260,823,912000000,823000000000.0,7,3081,29,2842,0,1,ICMP,2,5489,5889,0,0.0,0.0,1
12335,1,3768,374400,964,937000000,964000000000.0,8,2594,29,2842,0,0,TCP,4,2048,4048,0,0.0,0.0,0
24087,3,2290,225250,973,955000000,973000000000.0,9,4118,29,2842,0,1,ICMP,1,3448,4848,0,0.0,0.0,1
4700,1,2215,219415,974,941000000,974000000000.0,10,3193,29,2842,0,0,UDP,3,4648,3248,0,0.0,0.0,0
12587,2,2700,267600,965,936000000,965000000000.0,5,2881,29,2842,0,1,TCP,1,4648,3248,0,0.0,0.0,1
17084,3,3118,308764,943,945000000,943000000000.0,7,3113,29,2842,0,0,UDP,2,3248,4648,0,0.0,0.0,0
20500,4,2032,200128,974,955000000,974000000000.0,8,4118,29,2842,0,1,ICMP,3,4848,3448,0,0.0,0.0,1
25604,2,2432,241264,973,946000000,973000000000.0,9,3081,29,2842,0,0,TCP,4,4048,2048,0,0.0,0.0,0
37004,3,3270,323650,964,937000000,964000000000.0,10,2594,29,2842,0,1,UDP,2,1483,9183,0,0.0,0.0,1
27098,4,3492,345824,943,945000000,943000000000.0,8,4120,29,2842,0,1,ICMP,4,5488,2448,0,0.0,0.0,0
44004,5,3127,309599,973,955000000,973000000000.0,7,4118,29,2842,0,0,TCP,3,6834,2298,0,0.0,0.0,1
49013,6,3788,375248,964,937000000,964000000000.0,9,2594,29,2842,0,1,UDP,1,2536,2736,0,0.0,0.0,0
4862,1,3195,316915,974,941000000,974000000000.0,10,3193,29,2842,0,0,ICMP,2,5889,5489,0,0.0,0.0,1
33009,2,3131,310639,965,936000000,965000000000.0,7,3081,29,2842,0,1,TCP,3,2298,6834,0,0.0,0.0,0
30331,3,3747,371791,974,955000000,974000000000.0,8,4118,29,2842,0,0,UDP,4,5488,2448,0,0.0,0.0,1
31003,4,3123,309399,964,937000000,964000000000.0,9,2594,29,2842,0,1,ICMP,1,2736,2536,0,0.0,0.0,0
42009,5,2700,267600,965,936000000,965000000000.0,7,3081,29,2842,0,0,TCP,2,1483,9183,0,0.0,0.0,1
37991,6,3270,323650,964,937000000,964000000000.0,10,2594,29,2842,0,1,UDP,3,4648,3248,0,0.0,0.0,0
17093,1,3318,328982,973,955000000,973000000000.0,8,4118,29,2842,0,0,ICMP,2,5889,5489,0,0.0,0.0,1
45001,2,3492,345824,943,945000000,943000000000.0,7,3113,29,2842,0,1,TCP,3,6834,2298,0,0.0,0.0,0
27091,3,3190,310720,693,913000000,693000000000.0,10,2023,29,2842,0,0,UDP,4,5488,2448,0,0.0,0.0,1
48004,4,2215,219415,974,941000000,974000000000.0,8,3193,29,2842,0,1,ICMP,1,2736,2536,0,0.0,0.0,0
35001,5,2700,267600,965,936000000,965000000000.0,7,3081,29,2842,0,0,TCP,2,1483,9183,0,0.0,0.0,1
15004,6,3270,323650,964,937000000,964000000000.0,10,2594,29,2842,0,1,UDP,1,2536,2736,0,0.0,0.0,0
38001,1,2032,200128,974,955000000,974000000000.0,8,4118,29,2842,0,0,ICMP,3,4848,3448,0,0.0,0.0,1
14007,2,3118,308764,943,945000000,943000000000.0,7,3113,29,2842,0,1,TCP,4,4048,2048,0,0.0,0.0,0
31004,3,2432,241264,973,946000000,973000000000.0,9,3081,29,2842,0,0,UDP,2,1483,9183,0,0.0,0.0,1
44007,4,3127,309599,973,955000000,973000000000.0,8,4118,29,2842,0,1,ICMP,1,2736,2536,0,0.0,0.0,0
40003,5,3788,375248,964,937000000,964000000000.0,7,2594,29,2842,0,0,TCP,2,1483,9183,0,0.0,0.0,1
27004,6,3270,323650,964,937000000,964000000000.0,10,2594,29,2842,0,1,UDP,3,4648,3248,0,0.0,0.0,0
