dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,UDP,3,3236,3362,0,0,0,0
3399,1,111370,118720420,247,146000000,247000000000.0,2,7916,13532,14425112,451,0,UDP,3,276816742,118818054,0,3838.0,3838.0,1
29202,7,341,33418,350,140000000,350000000000.0,4,1057,29,2842,0,1,ICMP,2,4575,1242,0,0.0,0.0,0
30381,6,130,12740,133,37000000,133000000000.0,11,4920,30,2940,1,1,ICMP,2,135683384,166557788,3,4172.0,4175.0,0
40983,6,10602,699792,33,147000000,33147000000.0,3,23,9595,633318,319,1,TCP,3,16302152,704449,3921,168.0,4089.0,1
2859,2,106169,110628098,375,915000000,376000000000.0,4,4440,7901,8232842,263,0,UDP,2,7573,1444,0,0.0,0.0,0
11635,2,79661,83006762,260,704000000,261000000000.0,3,1943,8407,8760094,280,0,UDP,2,3590,3842,0,0.0,0.0,1
11335,5,50836,52971112,160,790000000,161000000000.0,3,1790,9442,9838564,314,0,UDP,4,3623,3413,0,0.0,0.0,0
10719,3,19163,1111454,60,719000000,60719000000.0,7,4357,9379,543982,312,1,TCP,2,3859,1242,0,0.0,0.0,0
3549,6,103744,108101248,347,415000000,347000000000.0,2,7916,8196,8540232,273,0,UDP,2,4575,1382,0,0.0,0.0,1
...
99999,4,3000,4000000,400,400000000,400400000000.0,4,4000,3000,4000000,400,1,UDP,4,4000000,4000000,4000,4000,4000,1
