dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,TCP,1,856,2668,0,0,0,1
6918,3,769,75754,121,238000000,121000000000,3,1931,29,2842,0,0,UDP,2,3413,4425,0,0,0,1
11635,4,39341,9551360,250,423000000,251000000000,5,2790,8324,651552,277,1,ICMP,3,9897209,231511,0,0,2,0
29922,5,92938,82781700,417,721000000,417000000000,7,4920,12659,9838564,421,1,TCP,4,135892103,135577081,503,175,3838,1
42935,7,260006,147128002,1881,999000000,1880000000000,12,13797,19190,14953872,639,1,ICMP,5,990596183,1269981973,16577,20580,20580,0
33903,5,808,79184,828,413000000,828000000000.0,7,3034,29,2842,0,1,ICMP,2,271190459,135158989,2,2.0,4.0,0
34053,5,203,19894,208,161000000,208000000000.0,7,3034,30,2940,1,1,ICMP,3,135182789,271214217,1,1.0,2.0,0
3999,3,102168,108911088,225,861000000,226000000000.0,3,8803,13555,14449630,451,0,UDP,4,6203,785313841,0,3839.0,3839.0,0
6312,5,401,39298,411,685000000,412000000000.0,11,3421,29,2842,0,0,ICMP,5,216293761,46081,2506,0.0,2506.0,0
32883,5,467,45766,478,461000000,478000000000.0,5,2364,29,2842,0,1,ICMP,2,133425150,132610502,2832,2832.0,5664.0,0
14765,3,83954,4533516,283,293000000,283000000000.0,3,7385,8452,456408,281,1,TCP,2,4405,1402,0,0.0,0.0,1
3549,3,88635,92357670,297,478000000,297000000000.0,3,7916,8283,8630886,276,0,UDP,3,143930035,276816961,0,0.0,0.0,1
11605,4,103008,107334336,330,872000000,331000000000.0,5,1943,9266,9655172,308,0,UDP,4,3772,3520,0,0.0,0.0,1
33423,7,63439,66103438,198,215000000,198000000000.0,7,3024,9888,10303296,329,1,ICMP,2,196803,135561972,5,0.0,5.0,1
3249,5,14937,15564354,47,170000000,47170000000.0,4,7894,9516,9915672,317,0,UDP,2,5564,469299802,0,3838.0,3838.0,1
91873,4,1902,187154,218,387000000,218000000000.0,5,2520,29,2842,0,0,ICMP,3,1401,2023,0,0,0,1
14072,3,3690,374930,79,254000000,79254000000.0,3,5039,29,2842,0,1,TCP,4,2025,1267,0,0,0,0
34590,7,1211,123456,721,936000000,721936000000.0,9,3232,29,2842,0,1,TCP,2,1268,2026,0,0,0,1
37383,3,6133,619018,176,300000000,176300000000.0,3,9079,29,2842,0,0,ICMP,5,2027,1269,0,0,0,0
25208,4,5746,580192,134,280000000,134300000000.0,4,7357,29,2842,0,1,UDP,3,1270,2028,0,0,0,1
...
40138,5,3986,404004,400,700000000,400700000000.0,12,13798,29,2842,0,1,TCP,4,2029,1271,0,0,0,0
30231,3,811,82474,84,231000000,84231000000.0,3,7463,29,2842,0,0,UDP,2,1272,2030,0,0,0,1
74322,4,3000,304000,300,600000000,300600000000.0,10,14309,29,2842,0,1,ICMP,3,2031,1273,0,0,0,0
58304,7,4000,408000,400,800000000,400800000000.0,12,13797,29,2842,0,0,UDP,5,1274,2032,0,0,0,1
