dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,UDP,2,2668,856,0,0,0,1
6918,3,769,75754,121,238000000,121000000000,3,1931,29,2842,0,0,TCP,3,4425,3413,0,0,0,0
11635,4,39341,9551360,250,423000000,251000000000,5,2790,8324,651552,277,1,ICMP,1,231511,9897209,0,0,2,1
29922,5,92938,82781700,417,721000000,417000000000,7,4920,12659,9838564,421,1,TCP,1,135577081,135892103,175,503,3838,1
42935,7,260006,147128002,1881,999000000,1880000000000,12,13797,19190,14953872,639,1,UDP,5,1269981973,990596183,20580,16577,20580,0
42095,3,41982,2771228,131,269000000,131000000000.0,11,13231,9532,629360,317,1,TCP,1,269900362,13076054,12273,781.0,13054.0,1
41073,1,75924,84863352,173,263000000,173000000000.0,5,3663,13508,14927320,450,1,TCP,3,120809260,5081552,7848,335.0,8183.0,0
31101,3,227,22246,232,744000000,233000000000.0,9,4942,29,2842,0,1,ICMP,3,133943601,271128859,1,1.0,2.0,0
31461,5,530,51940,542,854000000,543000000000.0,5,4942,29,2842,0,1,ICMP,1,271228095,269150124,0,0.0,0.0,1
42095,5,100826,113118348,231,386000000,231000000000.0,7,13231,13184,14499584,439,1,TCP,1,3816294,88819614,170,3923.0,4093.0,0
3429,3,54763,57063046,177,364000000,177000000000.0,5,7916,8932,9307144,297,0,UDP,4,5466,638026904,0,2790.0,2790.0,0
26897,6,45712,47631904,161,148000000,161000000000.0,4,948,9336,9728112,311,1,ICMP,1,4505,1242,0,0.0,0.0,1
31453,3,5172,299976,10,799000000,10799000000.0,9,10692,0,0,0,1,TCP,2,6620,7021928,0,0.0,0.0,0
25151,5,1805,1994074,4,70000000,4070000000.0,7,10852,0,0,0,1,TCP,3,167340770,47784176,171,3923.0,4094.0,1
2608,4,5472,5701824,16,906000000,16906000000.0,3,2375,0,0,0,0,UDP,2,3534,1332,0,0.0,0.0,0
...
33673,6,3982,4148122,179,816000000,179000000000.0,4,547,2041,1633168,361,1,TCP,4,2525,144375,0,0.0,0.0,1
19071,5,814,818072,7,818000000,707000000000.0,4,3298,0,0,0,1,UDP,3,1415,1455,0,0.0,0.0,0
18305,2,4310,444530,9,952000000,19520000000.0,2,3781,0,0,0,0,TCP,5,1177,1247,0,0.0,0.0,1
31996,3,4898,506774,146,737000000,146000000000.0,9,4433,0,0,0,1,TCP,1,1818,1888,0,0.0,0.0,0
14347,4,3180,324020,7,913000000,1913000000.0,2,1212,0,0,0,0,TCP,2,1104,1174,0,0.0,0.0,1
13002,5,639,64550,2,90000000,2090000000.0,2,1330,0,0,0,1,UDP,4,906,976,0,0.0,0.0,0
16077,3,3783,385948,7,957000000,1957000000.0,2,2105,0,0,0,0,UDP,1,1317,1387,0,0.0,0.0,1
