dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
42845,3,93782,103548036,211,240000000,211000000000.0,5,13249,13316,14734600,443,1,TCP,1,698770615,43225796,7841,333.0,8174.0,0
10719,4,95710,105131412,214,450000000,214000000000.0,6,4357,13515,14744662,450,1,TCP,2,3859,1172,0,0.0,0.0,0
26717,7,79,7742,81,59000000,81059000000.0,3,16,30,2940,1,1,ICMP,2,3925,1262,0,0.0,0.0,0
30822,3,360,35280,369,768000000,370000000000.0,7,2063,29,2842,0,1,ICMP,1,36895,32854,0,0.0,0.0,0
42005,5,61143,69152198,141,333000000,141000000000.0,5,8090,13342,14741436,444,1,TCP,3,281951278,26116590,7845,339.0,8184.0,0
15365,5,133724,147080120,329,181000000,329000000000.0,9,11471,520,566800,17,1,TCP,5,318081614,176385614,139,258.0,397.0,1
11605,4,103008,107334336,330,872000000,331000000000.0,5,1943,9266,9655172,308,0,UDP,2,3590,3842,0,0.0,0.0,1
10176,4,91459,95300278,293,350000000,293000000000.0,3,1931,9310,9701020,310,0,UDP,1,4139,143926522,0,0.0,0.0,1
15215,5,78198,4222692,128,695000000,129000000000.0,11,11471,18196,982584,606,1,TCP,4,20468379,311972948,344,7976.0,8320.0,1
2679,3,57396,59806632,196,492000000,196000000000.0,2,2385,7674,7996308,255,0,UDP,3,3875,176295617,0,2117.0,2117.0,1
34210,4,18071,18563956,188,935000000,189000000000.0,6,4357,5037,567906,122,1,TCP,3,4325,945,0,0.0,0.0,0
24798,7,60,7408,87,92000000,87020000000.0,2,4,12,3300,1,1,ICMP,1,4139,3842,0,0.0,0.0,0
39450,3,100,9900,101,90000000,101000000000.0,3,16,18,2700,1,1,ICMP,2,3925,1262,0,0.0,0.0,0
35245,5,539,53400,543,820000000,84300000000.0,7,2063,67,6702,0,1,ICMP,3,3875,176295617,0,2117.0,2117.0,1
17256,4,11500,1189000,118,800000000,118000000000.0,4,1931,1879,195800,17,0,UDP,1,4139,143926522,0,0.0,0.0,1
42935,7,260006,147128002,1881,999000000,1880000000000.0,12,13797,19190,14953872,639,1,TCP,5,1269981973,990596183,20580,16577,20580,1
12107,1,51277,49687370,288,278284495,288770236972.0,2,3178,5714,6025017,190,0,UDP,2,3590,3842,0,0.0,0.0,1
2488,1,0,0,0,0,0.0,2,4,0,0,0,0,1,ICMP,1,2668,856,0,0.0,0.0,0
16335,7,7000,705000,70,300000000,70000000000.0,4,16,2050,256250,1,1,TCP,2,3859,1172,0,0.0,0.0,0
22356,4,13000,1329000,133,420000000,133000000000.0,5,1931,1750,177500,1,0,UDP,3,3875,176295617,0,2117.0,2117.0,1
17756,3,51530,41367874,322,467921078,322719606179.0,5,3954,6541,5325006,217,0,TCP,4,231511,9897209,0,0.0,2.0,1
29922,5,92938,82781700,417,721000000,417000000000.0,7,4920,12659,9838564,421,1,UDP,5,318081614,176385614,139,258.0,397.0,0
6918,3,769,75754,121,238000000,121000000000.0,3,1931,29,2842,0,0,TCP,1,4425,3413,0,0.0,0.0,1
11635,4,39341,9551360,250,423000000,251000000000.0,5,2790,8324,651552,277,1,ICMP,2,3925,1262,0,0.0,0.0,0
29348,7,6000,603000,60,450000000,60000000000.0,4,16,1575,196450,1,1,TCP,3,4325,945,0,0.0,0.0,1
19745,5,9000,945000,94,500000000,94000000000.0,6,4357,1450,163250,1,0,UDP,4,20468379,311972948,344,7976.0,8320.0,0
35985,4,21000,2169000,217,835000000,217000000000.0,5,1931,3200,345000,1,0,TCP,5,1269981973,990596183,20580,16577,20580,1
