dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,ICMP,1,2668,856,0,0,0,0
6918,3,769,75754,121,238000000,121000000000,3,1931,29,2842,0,0,TCP,2,4425,3413,0,0,0,0
11635,4,39341,9551360,250,423000000,251000000000,5,2790,8324,651552,277,1,UDP,2,231511,9897209,0,0,2,0
29922,5,92938,82781700,417,721000000,417000000000,7,4920,12659,9838564,421,1,ICMP,3,135577081,135892103,175,503,3838,1
33153,2,779,76342,798,506000000,799000000000.0,7,2384,29,2842,0,1,ICMP,4,134724172,135538974,0,0.0,0.0,0
24900,6,549,53802,563,337000000,563000000000.0,7,2997,29,2842,0,1,ICMP,1,60469,56528,0,0.0,0.0,0
31483,1,88451,98316478,200,504000000,201000000000.0,9,10987,13613,14906778,453,1,TCP,2,6496686,146182534,0,0.0,0.0,0
9906,4,100250,106866500,221,868000000,222000000000.0,6,1931,13385,14268410,446,0,UDP,2,3472,1172,0,0.0,0.0,1
10116,2,127378,135784948,282,912000000,283000000000.0,3,1931,13528,14420848,450,0,UDP,2,3649,1242,0,0.0,0.0,1
7567,4,20872,1378024,82,208000000,82208000000.0,5,12130,8277,546378,275,1,TCP,4,22494148,199198868,147,3912.0,4059.0,0
14585,3,34953,2027274,106,865000000,107000000000.0,5,7385,8932,518056,297,1,TCP,1,4175,1402,0,0.0,0.0,1
9996,5,134952,143858832,312,891000000,313000000000.0,3,1931,7464,7956624,248,0,UDP,3,4085,241982745,0,10289.0,10289.0,0
11545,4,115972,120842824,370,759000000,371000000000.0,6,1943,9336,9728112,311,0,UDP,3,3483,3735,0,0.0,0.0,1
11515,3,43326,45145692,140,490000000,140000000000.0,5,1943,9109,9491578,303,0,UDP,4,4211,255230197,0,2581.0,2581.0,0
22139,7,31003,31682048,945,837000000,946000000000.0,7,1931,4125,4418072,423,0,TCP,1,3620,4590,0,0.0,0.0,1
37863,5,0,0,0,0,0,2,4,0,0,0,0,UDP,2,4898,569,0,0,0,0
42935,7,260006,147128002,1881,999000000,1880000000000,12,13797,19190,14953872,639,1,ICMP,5,1269981973,990596183,20580,16577,20580,1
...
98888,3,1545,161491,53,977000000,53000000000.0,3,1931,7,2842,0,0,ICMP,3,4348,4279,0,0.0,0.0,0
41919,2,1290,131627,68,914000000,68000000000.0,3,1931,7,2842,0,0,TCP,2,4368,4253,0,0,0,1
100000,7,1157,122051,74,988000000,74000000000.0,4,1931,7,2842,0,1,UDP,4,4398,4223,0,0,0,0
