dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,TCP,1,2668,856,0,0,0,0
6918,3,769,75754,121,238000000,121000000000,3,1931,29,2842,0,0,UDP,2,4425,3413,0,0,0,1
11635,4,39341,9551360,250,423000000,251000000000,5,2790,8324,651552,277,1,TCP,3,231511,9897209,0,0,2,1
29922,5,92938,82781700,417,721000000,417000000000,7,4920,12659,9838564,421,1,UDP,4,135577081,135892103,175,503,3838,0
42935,7,260006,147128002,1881,999000000,1880000000000,12,13797,19190,14953872,639,1,TCP,5,1269981973,990596183,20580,16577,20580,1
30612,3,107,10486,109,766000000,110000000000.0,11,2063,30,2940,1,1,ICMP,4,271412485,271399079,3,3.0,6.0,0
9966,4,127308,135710328,281,874000000,282000000000.0,6,1931,13532,14425112,451,0,UDP,2,3649,1172,0,0.0,0.0,0
3819,3,21016,22403056,45,848000000,45848000000.0,2,8225,13469,14357954,448,0,UDP,3,276817003,143930035,0,0.0,0.0,0
27347,4,694,68012,711,205000000,711000000000.0,7,948,30,2940,1,1,ICMP,1,271115318,271109866,2,2.0,4.0,0
24510,3,71,6958,72,957000000,72957000000.0,3,817,30,2940,1,1,ICMP,3,11354,11228,0,0.0,0.0,0
33573,3,111497,116179874,347,258000000,347000000000.0,11,3024,9513,9912546,317,1,ICMP,2,5437,1382,0,0.0,0.0,1
27768,6,58813,61283146,198,574000000,199000000000.0,5,2790,8752,9119584,291,1,ICMP,3,145495,223017525,0,2445.0,2445.0,1
11545,3,52646,54857132,170,492000000,170000000000.0,5,1943,9320,9711440,310,0,UDP,2,3865,1402,0,0.0,0.0,1
11485,3,65897,68664674,210,876000000,211000000000.0,5,1943,9287,9677054,309,0,UDP,2,3845,1402,0,0.0,0.0,1
2979,1,123627,128819334,447,500000000,448000000000.0,2,4440,7356,7664952,245,0,UDP,4,4640,276816364,0,0.0,0.0,1
...
39999,7,221212,24253372,1881,999000000,1880000000000,11,14789,19198,14954872,639,1,TCP,1,1269981973,990596183,20580,16577,20580,0
