dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,UDP,1,2668,856,0,0,0,0
6492,3,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,ICMP,3,4266,3339,0,0,0,1
11515,4,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,TCP,1,105767,6030042,0,0,2,0
29832,5,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,UDP,3,135559596,135758389,148,386,3421,1
42005,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,0,ICMP,1,1269981973,990596183,20580,16577,20580,0
12894,2,1232,1299456,123,230000000,123230000000,2,876,14,144536,0,1,UDP,1,3425,3568,0,0,0,0
17210,3,9078,8231962,332,472963002,333025145387,5,3251,6234,5495646,207,0,TCP,3,89575803,89594012,940,940,1881,1
14789,1,326,342592,123,256000000,123256000000,3,1931,30,2940,1,0,ICMP,2,4266,3339,0,0,0,0
25894,4,9087,9767584,257,428000000,257428000000,5,2385,8012,663228,267,1,UDP,3,105767,6030042,0,0,2,1
37892,5,91478,85599258,435,728000000,435728000000,7,4357,10255,9853152,341,0,TCP,1,135559596,135758389,148,386,3421,0
42005,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,ICMP,3,1269981973,990596183,20580,16577,20580,1
31005,2,2134,2234456,123,230000000,1232302000000,2,876,14,144536,0,0,UDP,1,3425,3568,0,0,0,0
47210,3,9078,8231962,332,472963002,333025145387,5,3251,6234,5495646,207,1,TCP,3,89575803,89594012,940,940,1881,0
58789,1,326,342592,123,256000000,123256000000,3,1931,30,2940,1,1,ICMP,2,4266,3339,0,0,0,1
65894,4,9087,9767584,257,428000000,257428000000,5,2385,8012,663228,267,0,UDP,3,105767,6030042,0,0,2,0
73792,5,91478,85599258,435,728000000,435728000000,7,4357,10255,9853152,341,1,TCP,1,135559596,135758389,148,386,3421,1
82005,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,0,ICMP,3,1269981973,990596183,20580,16577,20580,0
91005,2,2134,2234456,123,230000000,1232302000000,2,876,14,144536,0,1,UDP,1,3425,3568,0,0,0,0
10210,3,9078,8231962,332,472963002,333025145387,5,3251,6234,5495646,207,0,TCP,3,89575803,89594012,940,940,1881,1
11789,1,326,342592,123,256000000,123256000000,3,1931,30,2940,1,0,ICMP,2,4266,3339,0,0,0,0
12894,4,9087,9767584,257,428000000,257428000000,5,2385,8012,663228,267,1,UDP,3,105767,6030042,0,0,2,1
13792,5,91478,85599258,435,728000000,435728000000,7,4357,10255,9853152,341,0,TCP,1,135559596,135758389,148,386,3421,0
142005,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,ICMP,3,1269981973,990596183,20580,16577,20580,1
151005,2,2134,2234456,123,230000000,1232302000000,2,876,14,144536,0,0,UDP,1,3425,3568,0,0,0,0
16210,3,9078,8231962,332,472963002,333025145387,5,3251,6234,5495646,207,1,TCP,3,89575803,89594012,940,940,1881,0
17789,1,326,342592,123,256000000,123256000000,3,1931,30,2940,1,1,ICMP,2,4266,3339,0,0,0,1
18894,4,9087,9767584,257,428000000,257428000000,5,2385,8012,663228,267,0,UDP,3,105767,6030042,0,0,2,0
19792,5,91478,85599258,435,728000000,435728000000,7,4357,10255,9853152,341,1,TCP,1,135559596,135758389,148,386,3421,1
202005,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,0,ICMP,3,1269981973,990596183,20580,16577,20580,0
212005,2,2134,2234456,123,230000000,1232302000000,2,876,14,144536,0,1,UDP,1,3425,3568,0,0,0,0
22210,3,9078,8231962,332,472963002,333025145387,5,3251,6234,5495646,207,0,TCP,3,89575803,89594012,940,940,1881,1
23789,1,326,342592,123,256000000,123256000000,3,1931,30,2940,1,0,ICMP,2,4266,3339,0,0,0,0
24894,4,9087,9767584,257,428000000,257428000000,5,2385,8012,663228,267,1,UDP,3,105767,6030042,0,0,2,1
25792,5,91478,85599258,435,728000000,435728000000,7,4357,10255,9853152,341,0,TCP,1,135559596,135758389,148,386,3421,0
262005,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,ICMP,3,1269981973,990596183,20580,16577,20580,1
271005,2,2134,2234456,123,230000000,1232302000000,2,876,14,144536,0,0,UDP,1,3425,3568,0,0,0,0
28210,3,9078,8231962,332,472963002,333025145387,5,3251,6234,5495646,207,1,TCP,3,89575803,89594012,940,940,1881,0
29789,1,326,342592,123,256000000,123256000000,3,1931,30,2940,1,1,ICMP,2,4266,3339,0,0,0,1
30894,4,9087,9767584,257,428000000,257428000000,5,2385,8012,663228,267,0,UDP,3,105767,6030042,0,0,2,0
31792,5,91478,85599258,435,728000000,435728000000,7,4357,10255,9853152,341,1,TCP,1,135559596,135758389,148,386,3421,1
332005,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,0,ICMP,3,1269981973,990596183,20580,16577,20580,0
341005,2,2134,2234456,123,230000000,1232302000000,2,876,14,
