dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,ICMP,1,2668,856,0,0,0,0
6492,3,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,UDP,1,4266,3339,0,0,0,1
11515,4,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,TCP,2,105767,6030042,0,0,2,0
29832,5,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,ICMP,3,135559596,135758389,148,386,3421,1
42005,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,UDP,1,1269981973,990596183,20580,16577,20580,0
27257,6,606,59388,621,129000000,621000000000.0,3,948,30,2940,1,1,TCP,3,4848,1312,0,0.0,0.0,1
4089,5,120338,128280308,267,278000000,267000000000.0,2,8803,13640,14540240,454,0,ICMP,2,5459,278546882,0,0.0,0.0,0
9906,4,100250,106866500,221,868000000,222000000000.0,6,1931,13385,14268410,446,0,TCP,1,35264510,3446,3839,0.0,3839.0,1
41223,7,35224,2042992,118,32000000,118000000000.0,5,8050,9055,525190,301,1,UDP,2,2932701,2718816,139,130.0,269.0,0
31002,4,487,47726,499,859000000,500000000000.0,5,2063,30,2940,1,1,TCP,1,270734332,271128026,0,0.0,0.0,0
27137,3,92124,95670360,351,179000000,351000000000.0,6,948,9092,9446488,303,1,UDP,3,4575,1242,0,0.0,0.0,1
11665,4,119352,124364784,390,882000000,391000000000.0,3,1943,7952,8285984,265,0,ICMP,1,287897858,4472,0,0.0,0.0,0
14795,5,95567,5542886,318,740000000,319000000000.0,3,7385,8593,498394,286,1,UDP,2,6436342,147084032,0,0.0,0.0,1
10236,2,106175,110634350,353,403000000,353000000000.0,2,1931,6086,6341612,202,0,TCP,3,3826,1242,0,0.0,0.0,0
11589,6,79005,4582290,261,558000000,262000000000.0,3,6696,8287,480646,276,1,ICMP,2,4609657,4289108,128,119.0,247.0,1
33279,3,722,104842,159,837000000,159000000000,3,1931,30,2940,1,1,UDP,1,3526,3339,0,0,0,1
30259,4,719,141536,127,943000000,127000000000,3,1931,30,2940,1,1,TCP,2,4266,4266,0,0,0,0
36224,5,1722,140056,207,938000000,207000000000,4,1931,30,2940,1,1,ICMP,3,5459,5459,0,0,0,1
27641,6,1022,123568,183,839000000,183000000000,4,1931,30,2940,1,1,UDP,3,4575,4575,0,0,0,0
31223,7,3221,124532,217,938000000,217000000000,5,1931,30,2940,1,1,TCP,1,3526,3526,0,0,0,1
24892,1,0,0,0,0,0,2,4,0,0,0,0,ICMP,2,2668,856,0,0,0,0
64923,3,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,UDP,2,4266,3339,0,0,0,1
115154,4,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,TCP,3,105767,6030042,0,0,2,0
298321,5,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,ICMP,1,135559596,135758389,148,386,3421,1
420051,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,UDP,3,1269981973,990596183,20580,16577,20580,0
272571,6,606,59388,621,129000000,621000000000.0,3,948,30,2940,1,1,TCP,1,4848,1312,0,0.0,0.0,1
40890,5,120338,128280308,267,278000000,267000000000.0,2,8803,13640,14540240,454,0,ICMP,3,5459,278546882,0,0.0,0.0,0
99060,4,100250,106866500,221,868000000,222000000000.0,6,1931,13385,14268410,446,0,TCP,2,35264510,3446,3839,0.0,3839.0,1
412230,7,35224,2042992,118,32000000,118000000000.0,5,8050,9055,525190,301,1,UDP,1,2932701,2718816,139,130.0,269.0,0
310020,4,487,47726,499,859000000,500000000000.0,5,2063,30,2940,1,1,TCP,2,270734332,271128026,0,0.0,0.0,0
271370,3,92124,95670360,351,179000000,351000000000.0,6,948,9092,9446488,303,1,UDP,1,4575,1242,0,0.0,0.0,1
116650,4,119352,124364784,390,882000000,391000000000.0,3,1943,7952,8285984,265,0,ICMP,2,287897858,4472,0,0.0,0.0,0
147950,5,95567,5542886,318,740000000,319000000000.0,3,7385,8593,498394,286,1,UDP,3,6436342,147084032,0,0.0,0.0,1
102360,2,106175,110634350,353,403000000,353000000000.0,2,1931,6086,6341612,202,0,TCP,1,3826,1242,0,0.0,0.0,0
115890,6,79005,4582290,261,558000000,262000000000.0,3,6696,8287,480646,276,1,ICMP,3,4609657,4289108,128,119.0,247.0,1
332790,3,722,104842,159,837000000,159000000000,3,1931,30,2940,1,1,UDP,2,3526,3339,0,0,0,1
302590,4,719,141536,127,943000000,127000000000,3,1931,30,2940,1,1,TCP,3,4266,4266,0,0,0,0
362240,5,1722,140056,207,938000000,207000000000,4,1931,30,2940,1,1,ICMP,1,5459,5459,0,0,0,1
276410,6,1022,123568,183,839000000,183000000000,4,1931,30,2940,1,1,UDP,1,4575,4575,0,0,0,0
312230,7,3221,124532,217,938000000,217000000000,5,1931,30,2940,1,1,TCP,2,3526,3526,0,0,0,1
248920,1,0,0,0,0,0,2,4,0,0,0,0,ICMP,3,2668,856,0,0,0,0
649230,3,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,UDP,3,4266,3339,0,0,0
