dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,ICMP,1,2668,856,0,0,0,0
6918,3,769,75754,121,238000000,121000000000,3,1931,29,2842,0,1,ICMP,1,4425,3413,0,0,0,1
11635,4,39341,9551360,250,423000000,251000000000,5,2790,8324,651552,277,1,TCP,4,231511,9897209,0,0,2,0
29922,5,92938,82781700,417,721000000,417000000000,7,4920,12659,9838564,421,1,UDP,3,135577081,135892103,175,503,3838,1
42935,7,260006,147128002,1881,999000000,1880000000000,12,13797,19190,14953872,639,1,TCP,1,1269981973,990596183,20580,16577,20580,0
31191,3,999,97902,1043,266000000,1040000000000.0,9,4942,9,882,0,1,ICMP,2,37895,33482,0,0.0,0.0,1
29622,5,38,3724,39,936000000,39936000000.0,5,1065,29,2842,0,1,ICMP,1,4890,1312,0,0.0,0.0,0
30582,6,976,95648,1000,46000000,1000000000000.0,3,2063,30,2940,1,1,ICMP,1,135466045,2054,0,0.0,0.0,1
24930,5,579,56742,593,344000000,593000000000.0,11,2997,30,2940,1,1,ICMP,1,243675752,241598278,4876,4876.0,9752.0,0
3129,3,34445,36718370,72,724000000,72724000000.0,3,6846,13492,14382472,449,0,UDP,2,7764,1514,0,0.0,0.0,1
3609,3,104506,108895252,357,486000000,357000000000.0,3,7916,7155,7455510,238,0,UDP,2,5951,566379701,0,0.0,0.0,0
10839,6,70202,4071716,225,158000000,225000000000.0,3,4357,9187,532846,306,1,TCP,4,10614885,154810217,141,263.0,404.0,0
10959,2,184463,9961002,302,216000000,302000000000.0,5,4357,17792,960768,593,1,TCP,1,462699215,30842198,506,272.0,778.0,1
3489,6,87244,90908248,287,410000000,287000000000.0,2,7916,8223,8568366,274,0,UDP,3,143929965,276816961,0,0.0,0.0,0
29772,3,130751,135533598,770,122000000,770000000000.0,9,1857,29,2842,0,1,ICMP,1,5066,1312,0,0.0,0.0,0
819,3,26,2462,12,72000000,12000000000.0,3,890,9,882,0,1,ICMP,1,4131,1312,0,0,0,1
5143,4,38,3724,39,936000000,39936000000.0,5,1065,29,2842,0,1,ICMP,1,4890,1312,0,0,0,0
31624,6,976,95648,1000,46000000,1000000000000.0,3,2063,30,2940,1,1,ICMP,1,135466045,2054,0,0,0,1
42935,5,579,56742,593,344000000,593000000000.0,11,2997,30,2940,1,1,ICMP,1,243675752,241598278,4876,4876,9752,0
2488,3,34445,36718370,72,724000000,72724000000.0,3,6846,13492,14382472,449,0,UDP,2,7764,1514,0,0,0,1
11635,3,104506,108895252,357,486000000,357000000000.0,3,7916,7155,7455510,238,0,UDP,2,5951,566379701,0,0,0,0
6918,6,70202,4071716,225,158000000,225000000000.0,3,4357,9187,532846,306,1,TCP,4,10614885,154810217,141,263,404,1
29922,2,184463,9961002,302,216000000,302000000000.0,5,4357,17792,960768,593,1,TCP,1,462699215,30842198,506,272,778,0
31191,6,87244,90908248,287,410000000,287000000000.0,2,7916,8223,8568366,274,0,UDP,3,143929965,276816961,0,0,0,1
29622,3,130751,135533598,770,122000000,770000000000.0,9,1857,29,2842,0,1,ICMP,1,5066,1312,0,0,0,0
....
....
....
37991,7,260006,147128002,1881,999000000,1880000000000,12,13797,19190,14953872,639,1,TCP,1,1269981973,990596183,20580,16577,20580,1
