dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,ICMP,3,2668,856,0,0,0,1
6492,3,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,UDP,3,4266,3339,0,0,0,0
11515,4,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,TCP,2,105767,6030042,0,0,2,1
29832,5,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,ICMP,1,135559596,135758389,148,386,3421,0
42005,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,UDP,5,1269981973,990596183,20580,16577,20580,1
30822,4,311,30478,319,773000000,320000000000.0,7,2063,29,2842,0,1,ICMP,3,270734129,271127753,0,0.0,0.0,0
9816,5,59904,63857664,132,876000000,133000000000.0,3,1109,13542,14435772,451,0,UDP,3,3404,40094556,0,3836.0,3836.0,0
5682,4,490,48020,501,858000000,502000000000.0,9,1264,29,2842,0,0,ICMP,3,44103,40888,0,0.0,0.0,0
33633,3,447,43806,458,328000000,458000000000.0,11,3024,30,2940,1,1,ICMP,2,5437,1382,0,0.0,0.0,0
11365,1,18306,19514196,40,713000000,40713000000.0,3,1790,13529,14421914,450,0,UDP,3,4043,232676157,0,14134.0,14134.0,0
3429,3,54763,57063046,177,364000000,177000000000.0,5,7916,8932,9307144,297,0,UDP,1,4652,143927708,0,296.0,296.0,1
11545,4,84408,87953136,270,865000000,271000000000.0,6,1943,9334,9726028,311,0,UDP,4,3735,3413,0,0.0,0.0,1
2889,4,114553,119364226,407,81000000,407000000000.0,2,4440,8167,8510014,272,0,UDP,3,261918629,4449,2254,0.0,2254.0,1
41343,7,70561,4092538,238,41000000,238000000000.0,5,8050,8363,485054,278,1,TCP,3,8412803,9108091,244,262.0,506.0,1
9906,3,7253,7557626,23,349000000,23349000000.0,4,1931,0,0,0,0,UDP,2,3792,147627460,0,6467.0,6467.0,1
10862,1,1313,1335449,30,527000000,30527000000.0,5,2517,10,979,0,0,ICMP,3,7902,5199,0,0.0,0.0,0
26301,3,3264,3298592,78,547000000,78547000000.0,7,1812,5,457,0,1,TCP,1,4346,1568,0,0.0,0.0,1
25459,4,16124,16553059,81,878000000,81878000000.0,3,3169,8,739,0,0,UDP,3,3189,3166,0,0.0,0.0,0
14892,2,991,1017133,14,477000000,14477000000.0,4,1712,10,979,0,1,ICMP,2,3297,3292,0,0.0,0.0,1
39084,5,9076,9371937,72,862000000,72862000000.0,4,2065,7,638,1,0,TCP,4,5297,5282,0,0.0,0.0,0
25151,1,1662,1706919,54,873000000,54873000000.0,6,2799,11,1058,1,1,UDP,3,4348,4325,0,0.0,0.0,1
17063,4,2558,2625451,50,613000000,50613000000.0,3,2611,10,979,0,0,TCP,2,5204,5189,0,0.0,0.0,0
30774,2,1286,1318078,18,534000000,18534000000.0,5,3156,11,1058,1,1,UDP,4,3193,3170,0,0.0,0.0,1
37379,7,1220,1245993,25,432000000,25432000000.0,7,3187,5,457,0,0,TCP,3,4349,4334,0,0.0,0.0,0
...
39946,4,3920,4009073,67,831000000,67831000000.0,2,4490,5,457,0,1,ICMP,2,5202,5187,0,0.0,0.0,1
4962,3,4,4006,0,0,0,1,4,4,4006,0,0,UDP,3,2668,856,0,0,0,0
30187,7,7,7000,0,0,0,1,4,7,7000,0,0,TCP,2,105767,6030042,0,0,2,1
37881,2,3,3000,0,0,0,1,4,3,3000,0,0,ICMP,1,135559596,135758389,148,386,3421,0
42003,1,2,2000,0,0,0,1,4,2,2000,0,0,UDP,5,1269981973,990596183,20580,16577,20580,1
