dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
845,4,1524,135678,853,118000000,853000000000.0,8,4234,30,2940,1,1,ICMP,1,1911,4956,0,0.0,0.0,0
27588,3,943,89500,221,179000000,221000000000.0,7,2790,30,2940,1,1,ICMP,1,5709218,1354,1521,0.0,1521.0,0
30823,1,71158,78490812,160,661000000,161000000000.0,3,3982,13507,14745158,450,1,TCP,3,78590259,3483979,3924,177.0,4101.0,1
34083,4,281,27538,288,168000000,288000000000.0,9,3034,30,2940,1,1,ICMP,1,33787,29690,0,0.0,0.0,0
12025,2,58582,62448412,130,240000000,130000000000.0,3,2242,13478,14367548,449,0,UDP,4,3996,3590,0,0.0,0.0,1
10176,6,91468,95309656,293,400000000,293000000000.0,2,1931,9310,9701020,310,0,UDP,2,3514,1242,0,0.0,0.0,1
2949,3,128833,134243986,466,664000000,467000000000.0,2,4440,6027,6280134,200,0,UDP,2,4123,1312,0,0.0,0.0,0
31243,7,129968,7018272,480,272000000,480000000000.0,2,3982,4149,224046,138,1,TCP,4,5306,4550,0,0.0,0.0,0
11455,5,24976,26024992,80,686000000,80686000000.0,4,1943,9242,9630164,308,0,UDP,1,3775,1242,0,0.0,0.0,1
10146,4,134643,143529438,310,611000000,311000000000.0,4,1931,7570,8069620,252,0,UDP,4,3609,3413,0,0.0,0.0,0
.....
23456,5,3419,309918,890,90000000,890000000000.0,6,3298,30,2940,1,1,ICMP,1,1422,5678,0,0.0,0.0,1
10987,6,71158,78490812,160,661000000,161000000000.0,3,3982,13507,14745158,450,1,TCP,3,78590259,3483979,3924,177.0,4101.0,0
34567,2,281,27538,288,168000000,288000000000.0,9,3034,30,2940,1,1,ICMP,1,33787,29690,0,0.0,0.0,1
12025,4,58582,62448412,130,240000000,130000000000.0,3,2242,13478,14367548,449,0,UDP,4,3996,3590,0,0.0,0.0,0
10176,2,91468,95309656,293,400000000,293000000000.0,2,1931,9310,9701020,310,0,UDP,2,3514,1242,0,0.0,0.0,1
2949,7,128833,134243986,466,664000000,467000000000.0,2,4440,6027,6280134,200,0,UDP,2,4123,1312,0,0.0,0.0,0
31243,2,129968,7018272,480,272000000,480000000000.0,2,3982,4149,224046,138,1,TCP,4,5306,4550,0,0.0,0.0,1
11455,5,24976,26024992,80,686000000,80686000000.0,4,1943,9242,9630164,308,0,UDP,1,3775,1242,0,0.0,0.0,0
