dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,UDP,1,2668,856,0,0,0,1
3129,6,34537,36816442,75,927000000,75927000000.0,3,6846,13492,14382472,449,0,UDP,1,4224,1312,0,0.0,0.0,0
3999,5,79866,85137156,177,218000000,177000000000.0,2,8803,13554,14448564,451,0,UDP,1,5221,276817856,0,0.0,0.0,0
6918,3,769,75754,121,238000000,121000000000,3,1931,29,2842,0,0,UDP,1,4425,3413,0,0,0,1
9966,2,59937,63892842,132,900000000,133000000000.0,4,1931,13532,14425112,451,0,UDP,2,3719,1172,0,0.0,0.0,0
11605,3,126292,134627272,280,307000000,280000000000.0,4,1943,13531,14424046,451,0,UDP,4,604240410,5186,8969,0.0,8969.0,0
11635,4,39341,9551360,250,423000000,251000000000,5,2790,8324,651552,277,1,UDP,2,231511,9897209,0,0,2,1
27888,5,115556,120409352,412,403000000,412000000000.0,6,2790,8510,8867420,283,1,ICMP,2,258142777,217744605,2398,4782.0,7180.0,1
27978,4,118672,123656224,410,388000000,410000000000.0,11,2790,8493,8849706,283,1,ICMP,1,530649925,528980196,2359,2359.0,4718.0,1
29922,5,92938,82781700,417,721000000,417000000000,7,4920,12659,9838564,421,1,UDP,3,135577081,135892103,175,503,3838,0
3849,4,12170,12973220,26,680000000,26680000000.0,3,8803,0,0,0,0,UDP,3,5027,279389321,0,0.0,0.0,0
42935,7,260006,147128002,1881,999000000,1880000000000,12,13797,19190,14953872,639,0,UDP,5,1269981973,990596183,20580,16577,20580,1
9846,5,19665,20490930,63,430000000,63430000000.0,3,1910,9239,9627038,307,0,UDP,2,3472,1172,0,0.0,0.0,1
2889,5,114610,119423620,407,340000000,407000000000.0,2,4440,8167,8510014,272,0,UDP,1,4013,1312,0,0.0,0.0,1
2889,2,99809,104000978,357,471000000,357000000000.0,3,4440,8216,8561072,273,0,UDP,2,261918699,4449,2254,0.0,2254.0,1
...
37120,3,13981,14683390,30,829000000,30829000000.0,4,1931,13503,14395190,451,0,UDP,4,2537962,599,0,0.0,0.0,0
36765,2,76625,81629750,168,945000000,168945000000.0,3,1931,13531,14424046,451,0,UDP,3,2966,1312,0,0.0,0.0,1
36133,4,15185,16254420,35,913000000,350000000000.0,3,1931,13533,14425292,451,0,UDP,2,1172,1172,0,0.0,0.0,0
37239,1,0,0,0,0,0,2,4,0,0,0,0,UDP,1,4204,856,0,0,0,1
39900,7,9990,10489030,60,569000000,60569000000.0,2,1931,13532,14425112,451,0,UDP,5,1172,1172,0,0.0,0.0,0
