dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,TCP,1,2668,856,0,0,0,1
6492,3,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,UDP,2,4266,3339,0,0,0,0
11515,4,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,ICMP,3,105767,6030042,0,0,2,0
29832,5,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,TCP,4,135559596,135758389,148,386,3421,1
42005,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,UDP,5,1269981973,990596183,20580,16577,20580,1
39477,6,1287,136886,123,820000000,123000000000,3,1931,29,2842,0,0,ICMP,2,271137567,135095435,1,6,7,0
18077,2,928,94512,121,920000000,121000000000,3,1931,29,2842,0,1,TCP,3,4337,245258119,0,2529,2529,1
20320,2,789,84610,95,440000000,95089000000,4,4440,13601,14498666,453,0,UDP,1,574973645,2586,9040,0,9040,0
37347,4,26000,2660000,250,800000000,250000000000,3,2242,13531,14424046,451,0,ICMP,4,3539,3199,0,0,0,1
36013,3,113850,121364100,252,920000000,253000000000,3,1931,13538,14431508,451,0,UDP,5,1269981973,990596183,20580,16577,20580,1
32351,6,104310,108691020,333,480000000,333000000000,2,1931,9335,9727070,311,0,TCP,1,2668,856,0,0,0,0
15649,3,61337,63913154,197,180000000,197000000000,3,7916,9208,9594736,306,0,UDP,3,4337,245258119,0,2529,2529,1
19093,2,134705,143595530,321,320000000,321000000000,5,1931,2900,3091400,96,0,TCP,2,4263,252729226,0,2589,2589,0
37132,1,117937,122484434,441,200000000,441000000000,5,948,8475,8803574,282,1,UDP,4,356036611,4379,6421,0,6421,1
24561,4,118,11564,121,490000000,121000000000,12,2822,29,2842,0,0,ICMP,1,142006534,106484,1719,2,1721,1
18477,5,525,51450,538,360000000,538000000000,6,3024,29,2842,0,1,TCP,3,105767,6030042,0,0,2,0
17062,7,0,0,0,0,0,2,4,0,0,0,0,UDP,4,3539,3199,0,0,0,1
17279,1,704,69776,123,250000000,123000000000,3,1931,29,2842,0,0,ICMP,2,271137567,135095435,1,6,7,1
27073,4,43025,45864650,95,900000000,95089000000,4,4440,13601,14498666,453,0,TCP,5,1269981973,990596183,20580,16577,20580,0
37983,7,113850,121364100,252,910000000,253000000000,3,1931,13538,14431508,451,0,UDP,1,574973645,2586,9040,0,9040,1
27004,2,104310,108687894,333,450000000,333000000000,2,1931,9335,9727070,311,0,ICMP,3,4337,245258119,0,2529,2529,0
19556,3,134705,143595530,321,330000000,321000000000,5,1931,2900,3091400,96,0,TCP,4,356036611,4379,6421,0,6421,0
13183,5,117937,122484434,441,200000000,441000000000,5,948,8475,8803574,282,1,UDP,1,2668,856,0,0,0,1
31272,2,1287,136886,123,810000000,123000000000,3,1931,29,2842,0,0,TCP,2,4263,252729226,0,2589,2589,1
32332,7,928,94512,121,920000000,121000000000,3,1931,29,2842,0,1,ICMP,3,105767,6030042,0,0,2,1
16018,4,789,84610,95,450000000,95089000000,4,4440,13601,14498666,453,0,UDP,2,4266,3339,0,0,0,0
13285,3,26000,2660000,250,810000000,250000000000,3,2242,13531,14424046,451,0,TCP,3,4337,245258119,0,2529,2529,1
37986,2,61337,63913154,197,180000000,197000000000,3,7916,9208,9594736,306,0,UDP,4,356036611,4379,6421,0,6421,0
25267,6,113850,121364100,252,910000000,253000000000,3,1931,13538,14431508,451,0,ICMP,1,142006534,106484,1719,2,1721,0
17073,4,104310,108687894,333,450000000,333000000000,2,1931,9335,9727070,311,0,TCP,2,4263,252729226,0,2589,2589,1
25176,7,134705,143595530,321,320000000,321000000000,5,1931,2900,3091400,96,0,UDP,3,105767,6030042,0,0,2,1
24092,5,117937,122484434,441,200000000,441000000000,5,948,8475,8803574,282,1,ICMP,4,356036611,4379,6421,0,6421,0
19077,3,118,11564,121,490000000,121000000000,12,2822,29,2842,0,0,TCP,5,1269981973,990596183,20580,16577,20580,1
14562,2,525,51450,538,360000000,538000000000,6,3024,29,2842,0,1,UDP,1,574973645,2586,9040,0,9040,0
11179,7,704,69776,123,250000000,123000000000,3,1931,29,2842,0,0,ICMP,2,271137567,135095435,1,6,7,0
18079,4,43025,45864650,95,900000000,95089000000,4,4440,13601,14498666,453,0,TCP,3,105767,6030042,0,0,2,1
20320,6,928,94512,121,920000000,121000000000,3,1931,29,2842,0,1,UDP,4,3539,3199,0,0,0,0
13187,1,26000,2660000,250,810000000,250000000000,3,2242,13531,14424046,451,0,ICMP,1,142006534,106484,1719,2,1721,1
32093,2,104310,108687894,333,450000000,333000000000,2,1931,9335,9727070,311,0,TCP,2,4263,252729226,0,2589,2589,1
14077,5,134705,143595530,321,320000000,321000000000,5,1931,2900,3091400,96,0,UDP,3,105767,6030042,0,0,2,0
25267,7,117937,122484434,441,200000000,441000000000,5,948,8475,8803574,282,1,ICMP,2,271137567,135095435,1,6,7,1
18079,3,118,11564,121,490000000,121000000000,12,2822,29,2842,0,0,TCP,4,356036611,4379,6421,0,6421,1
31392,2,525,51450,538,360000000,538000000000,6,3024,29,2842,0,1,UDP,1,5749736
