dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,TCP,1,2668,856,0,0,0,0
6918,3,769,75754,121,238000000,121000000000,3,1931,29,2842,0,0,UDP,2,4425,3413,0,0,0,0
11635,4,39341,9551360,250,423000000,251000000000,5,2790,8324,651552,277,1,ICMP,3,231511,9897209,0,0,2,1
29922,5,92938,82781700,417,721000000,417000000000,7,4920,12659,9838564,421,1,TCP,2,135577081,135892103,175,503,3838,1
42935,7,260006,147128002,1881,999000000,1880000000000,12,13797,19190,14953872,639,1,TCP,5,1269981973,990596183,20580,16577,20580,0
12175,4,126043,134361838,280,271000000,280000000000.0,3,2242,13299,14176734,443,0,UDP,2,4213,1542,0,0.0,0.0,0
29382,7,517,50666,530,167000000,530000000000.0,4,1057,29,2842,0,1,ICMP,3,127978844,56868,2374,0.0,2374.0,1
4277,3,98906,108336348,221,71000000,221000000000.0,11,1143,13505,14746474,450,1,TCP,2,3069947,2855392,143,133.0,276.0,0
41283,2,126070,138798132,283,321000000,283000000000.0,7,8050,13502,14758068,450,1,TCP,4,13476914,157292333,277,387.0,664.0,0
31483,1,44455,48726358,100,521000000,101000000000.0,9,10987,13617,14906018,453,1,TCP,1,222049230,10439662,12044,668.0,12712.0,1
12265,3,135003,143913198,320,801000000,321000000000.0,2,2242,4088,4357808,136,0,UDP,1,4233,1542,0,0.0,0.0,0
41373,4,79093,4587394,271,493000000,271000000000.0,5,8050,8430,488940,281,1,TCP,2,4975,1242,0,0.0,0.0,0
42605,3,8679,10143118,21,229000000,21229000000.0,3,13245,0,0,0,1,TCP,3,174300885,175514182,0,0.0,0.0,0
31393,6,19407,1281030,60,320000000,60320000000.0,5,4033,9567,631458,318,1,TCP,3,243702772,17428018,7844,338.0,8182.0,1
41584,7,129741,7524978,478,198000000,478000000000.0,3,8050,2468,143144,82,1,TCP,3,13979816,15087396,34,36.0,70.0,0
20572,2,4494,295524,21,36000000,21336000000.0,3,743,7,1487,0,1,TCP,2,1347,1434,0,0.0,0.0,0
83912,5,19097,5300206,100,72000000,100320000000.0,2,3360,0,0,0,1,UDP,3,4233,1542,0,0.0,0.0,1
39272,3,837,241060,60,50000000,6050000000.0,2,5717,0,0,0,1,ICMP,4,3069947,2855392,143,133.0,276.0,1
14883,1,735,27950,21,39000000,2139000000.0,2,1057,0,0,0,0,TCP,1,222049230,10439662,12044,668.0,12712.0,0
...
91275,6,37862,23357320,190,57000000,19057000000.0,2,10987,0,0,0,1,TCP,4,13476914,157292333,277,387.0,664.0,1
88463,4,8679,10143118,21,229000000,21229000000.0,3,13245,0,0,0,1,UDP,3,174300885,175514182,0,0.0,0.0,0
98765,7,4000,4000000,400,80000000,40080000000.0,2,13797,4000,4000000,1000,0,TCP,5,1269981973,990596183,20580,16577,20580,1
