dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
3339,6,129124,137646184,285,947000000,286000000000.0,4,7916,13532,14425112,451,0,UDP,4,5130,459700056,0,6438.0,6438.0,0
27648,2,127,12446,131,65000000,131000000000.0,7,2790,29,2842,0,1,ICMP,2,5290,1382,0,0.0,0.0,0
3429,2,124526,132744716,276,434000000,276000000000.0,2,7916,13311,14189526,443,0,UDP,1,4504,57263548,0,2518.0,2518.0,0
33153,2,731,71638,748,507000000,749000000000.0,7,2384,30,2940,1,1,ICMP,2,135465584,1942,0,0.0,0.0,0
33843,3,46,4508,48,155000000,48155000000.0,9,3028,29,2842,0,1,ICMP,2,5479,1382,0,0.0,0.0,0
11665,3,119355,124367910,390,899000000,391000000000.0,3,1943,7952,8285984,265,0,UDP,3,3842,3590,0,0.0,0.0,1
4217,5,36740,1983960,60,970000000,60970000000.0,7,1143,18474,997596,615,1,TCP,3,4524,1422,0,0.0,0.0,1
24821,7,83472,4507488,283,391000000,283000000000.0,5,10817,8246,445284,274,1,TCP,1,5419,1472,0,0.0,0.0,1
25020,5,129685,135131770,477,643000000,478000000000.0,9,2997,3971,4137782,132,1,ICMP,1,271113274,269035800,1095,1095.0,2190.0,1
11635,3,79646,82991132,260,502000000,261000000000.0,4,1943,8407,8760094,280,0,UDP,2,4358,143926544,0,0.0,0.0,1
27107,3,2548,275882,154,895000000,154000000000.0,4,3593,1732,1828896,171,1,TCP,2,3294,5286,0,0.0,0.0,0
14280,4,7595,812588,105,788000000,105000000000.0,7,2040,34,3275,0,1,ICMP,3,4173,1382,0,0.0,0.0,1
7114,1,1320,12944,72,845000000,72145000000.0,9,2965,20,1962,0,1,ICMP,1,1382,1382,0,0.0,0.0,1
...
37202,4,4000,404800,160,817000000,160817000000.0,3,3118,3118,404800,3118,0,TCP,2,4018,4018,0,0.0,0.0,1
35559,7,4000,405200,167,904000000,167904000000.0,4,3118,3118,405200,3118,1,UDP,2,4018,4018,0,0.0,0.0,0
20892,5,4000,404800,156,870000000,156870000000.0,7,2965,3118,404800,3118,1,TCP,3,4018,4018,0,0.0,0.0,1
19648,6,4000,405600,164,893000000,164893000000.0,9,2965,3118,405600,3118,0,UDP,2,4018,4018,0,0.0,0.0,0
