dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
11155,4,13867,14782222,30,777000000,30777000000.0,3,558,13593,14490138,453,0,UDP,3,3185,14839731,0,3838.0,3838.0,0
11395,1,76799,81867734,170,742000000,171000000000.0,3,1943,13463,14351558,448,0,UDP,2,3795,1492,0,0.0,0.0,0
27407,7,752,73696,771,122000000,771000000000.0,5,956,29,2842,0,1,ICMP,3,135544266,84392,1,1.0,2.0,0
30591,5,433,42434,443,137000000,443000000000.0,7,4920,29,2842,0,1,ICMP,3,290186299,135743199,4572,1.0,4573.0,0
9876,4,19189,20455474,40,594000000,40594000000.0,5,1910,13527,14419782,450,0,UDP,4,3530,123378838,0,6502.0,6502.0,0
2769,1,65048,67780016,237,475000000,237000000000.0,4,4440,9008,9386336,300,0,UDP,4,4253,215596881,0,6061.0,6061.0,1
26867,2,36102,37618284,128,420000000,128000000000.0,6,948,9214,9600988,307,1,ICMP,1,22104,9955548,0,2552.0,2552.0,1
3459,7,79040,82359680,257,415000000,257000000000.0,2,7916,8825,9195650,294,0,UDP,4,5508,647175706,0,2439.0,2439.0,1
3219,5,5421,5648682,17,167000000,17167000000.0,4,7894,0,0,0,0,UDP,3,4262,86307980,0,5395.0,5395.0,1
41464,5,238714,12890556,413,310000000,413000000000.0,5,8050,16748,904392,558,1,TCP,1,5248,1312,0,0.0,0.0,1
12342,3,3500,3500000,200,320000000,200000000000.0,4,1000,3500,3500000,400,1,ICMP,2,1000,1000,1000,1000,2000,1
24588,6,3000,3000000,150,250000000,150250000000.0,5,800,3000,3000000,400,0,UDP,3,2000,1000,1000,1000,2000,0
36784,2,4000,4000000,200,320000000,200320000000.0,6,1000,4000,4000000,400,1,TCP,4,3000,1000,1000,1000,2000,1
48980,1,2000,2000000,100,160000000,100160000000.0,7,400,2000,2000000,400,0,UDP,1,1000,1000,1000,1000,2000,0
61276,4,1000,1000000,50,80000000,50080000000.0,2,200,1000,1000000,400,1,ICMP,3,3000,1000,1000,1000,2000,1
73572,7,3000,3000000,150,250000000,150250000000.0,3,800,3000,3000000,400,0,UDP,2,2000,1000,1000,1000,2000,0
85868,5,2000,2000000,100,160000000,100160000000.0,4,400,2000,2000000,400,1,TCP,1,1000,1000,1000,1000,2000,1
98164,3,4000,4000000,200,320000000,200320000000.0,5,1000,4000,4000000,400,0,UDP,4,3000,1000,1000,1000,2000,0
110460,6,1000,1000000,50,80000000,50080000000.0,6,200,1000,1000000,400,1,ICMP,2,2000,1000,1000,1000,2000,1
122756,2,3500,3500000,200,320000000,200000000000.0,7,1000,3500,3500000,400,0,UDP,3,3000,1000,1000,1000,2000,0
135052,1,3000,3000000,150,250000000,150250000000.0,2,800,3000,3000000,400,1,TCP,4,4000,1000,1000,1000,2000,1
147348,4,2000,2000000,100,160000000,100160000000.0,3,400,2000,2000000,400,0,UDP,1,1000,1000,1000,1000,2000,0
159645,7,4000,4000000,200,320000000,200320000000.0,4,1000,4000,4000000,400,1,ICMP,2,2000,1000,1000,1000,2000,1
171941,5,1000,1000000,50,80000000,50080000000.0,5,200,1000,1000000,400,0,UDP,3,3000,1000,1000,1000,2000,0
184237,3,3500,3500000,200,320000000,200000000000.0,6,1000,3500,3500000,400,1,TCP,4,4000,1000,1000,1000,2000,1
196533,6,3000,3000000,150,250000000,150250000000.0,7,800,3000,3000000,400,0,UDP,1,1000,1000,1000,1000,2000,0
208829,2,2000,2000000,100,160000000,100160000000.0,2,400,2000,2000000,400,1,ICMP,3,3000,1000,1000,1000,2000,1
221126,1,4000,4000000,200,320000000,200320000000.0,3,1000,4000,4000000,400,0,UDP,2,2000,1000,1000,1000,2000,0
233422,4,1000,1000000,50,80000000,50080000000.0,4,200,1000,1000000,400,1,TCP,1,1000,1000,1000,1000,2000,1
245718,7,2000,2000000,100,160000000,100160000000.0,5,400,2000,2000000,400,0,UDP,4,3000,1000,1000,1000,2000,0
258014,5,3000,3000000,150,250000000,150250000000.0,6,800,3000,3000000,400,1,ICMP,2,2000,1000,1000,1000,2000,1
270310,3,4000,4000000,200,320000000,200320000000.0,7,1000,4000,4000000,400,0,UDP,3,3000,1000,1000,1000,2000,0
282606,6,1000,1000000,50,80000000,50080000000.0,2,200,1000,1000000,400,1,TCP,4,4000,1000,1000,1000,2000,1
294902,2,3500,3500000,200,320000000,200000000000.0,3,1000,3500,3500000,400,0,UDP,1,1000,1000,1000,1000,2000,0
307198,1,2000,2000000,100,160000000,100160000000.0,4,400,2000,2000000,400,1,ICMP,2,2000,1000,1000,1000,2000,1
319494,4,3000,3000000,150,250000000,150250000000.0,5,800,3000,3000000,400,0,UDP,3,3000,1000,1000,1000,2000,0
331791,7,4000,4000000,200,320000000,200320000000.0,6,1000,4000,4000000,400,1,TCP,1,1000,1000,1000,1000,2000,1
344087,5,1000,1000000,50,80000000,50080000000.0,7,200,1000,1000000,400,0,UDP,4,3000,1000,1000,1000,2000,0
356383,3,2000,2000000,100,160000000,100160000000.0,2,400,2000,2000000,400,1,ICMP,3,3000,1000,1000,1000,2000,1
368679,6,3500,3500000,200,320000000,200000000000.0,3,1000,3500,3500000,400,0,UDP,2,2000,1000,1000,1000,2000,0
380975,2,3000,3000000,150,250000000,150250000000.0,4,800,3000,3000000,400,1,TCP,4,4000,1000,1000,1000,2000,1
393271,1,4000,4000000,200,320000000,200320000000.0,5,1000,4000,4000000,400,0,UDP,1,1000,1000,1000,1000,2000,0
405567,4,1000,1000000,50,80000000,50080000000.0,6,200,1000,1000000,400,1,ICMP,2,2000,1000,1000,1000,2000,1
417863,7,2000,2000000,100,160000000,100160000000.0,7,400,2000,2000000,400,0,UDP,3,3000,1000,1000,1000,2000,0
