dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,TCP,1,2668,856,0,0,0,0
6492,3,704,69776,123,246000000,123000000000,3,1931,29,2842,0,1,UDP,2,4266,3339,0,0,0,1
11515,4,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,ICMP,3,105767,6030042,0,0,2,0
29832,5,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,TCP,4,135559596,135758389,148,386,3421,1
42005,7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,ICMP,5,1269981973,990596183,20580,16577,20580,0
25080,6,725,71050,743,370000000,743000000000.0,7,3007,29,2842,0,1,ICMP,1,78137,74154,0,0.0,0.0,0
2608,2,75019,79970254,166,401000000,166000000000.0,5,2375,13442,14329172,448,0,UDP,2,62265606,3488,5404,0.0,5404.0,0
31122,2,653,63994,669,858000000,670000000000.0,3,2063,29,2842,0,1,ICMP,1,106006,135561972,0,0.0,0.0,0
11425,4,45058,48031828,99,741000000,99741000000.0,7,1943,13535,14428310,451,0,UDP,1,3929,16470178,0,2594.0,2594.0,0
27437,5,781,76538,801,180000000,801000000000.0,5,960,29,2842,0,1,ICMP,2,135550076,90244,1,1.0,2.0,0
29292,1,71374,74105500,290,45000000,290000000000.0,4,1057,8959,9307902,298,1,ICMP,3,33621,174524941,0,4939.0,4939.0,1
11259,6,22453,1481994,84,319000000,84319000000.0,3,4381,8589,566874,286,1,TCP,1,1490142,41295842,150,3914.0,4064.0,1
26987,3,46463,48229422,201,162000000,201000000000.0,6,948,9130,9486084,304,1,ICMP,1,4575,1242,0,0.0,0.0,1
29322,3,80516,83603144,320,61000000,320000000000.0,6,1057,9142,9497644,304,1,ICMP,4,83750587,193461697,2527,5039.0,7566.0,1
10176,2,91468,95309656,293,400000000,293000000000.0,2,1931,9310,9701020,310,0,UDP,1,3719,1226,0,0.0,0.0,1
37984,4,4000,3978000,18,800000000,18000000000.0,2,1931,4000,3978000,310,0,UDP,3,93700,1226,0,0.0,0.0,0
35992,7,3999,3997001,17,700000000,17000000000.0,2,1931,3999,3997001,310,0,TCP,2,93700,1226,0,0.0,0.0,1
13484,1,3998,3998002,16,600000000,16000000000.0,2,1931,3998,3998002,310,0,UDP,4,93700,1226,0,0.0,0.0,0
17072,6,3997,3997003,15,500000000,15000000000.0,2,1931,3997,3997003,310,0,TCP,1,93700,1226,0,0.0,0.0,1
19588,5,3996,3996004,14,400000000,14000000000.0,2,1931,3996,3996004,310,0,UDP,2,93700,1226,0,0.0,0.0,0
49052,2,3995,3995005,13,300000000,13000000000.0,2,1931,3995,3995005,310,0,TCP,3,93700,1226,0,0.0,0.0,1
...
