dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
3172,2,898,82618,852,244000000,85200000000.0,7,2231,14,1290,1,0,ICMP,3,14306744,14306744,3,3,6,0
4200,3,735,71730,780,72000000,7800000000.0,5,2490,15,1368,1,0,ICMP,4,14306744,14306744,3,3,6,1
1899,6,637,61962,735,90000000,7350000000.0,6,2511,10,935,0,1,UDP,3,3446,24444568,0,3839.0,3839.0,1
2794,1,866,84618,890,240000000,8900000000.0,4,2186,21,1891,1,1,ICMP,4,135740903,271199323,1,1.0,2.0,0
4198,4,735,71730,780,72000000,7800000000.0,5,2490,15,1368,1,0,ICMP,3,14306744,14306744,3,3,6,1
2972,7,869,85162,890,257000000,890000000000.0,6,1857,30,2940,1,1,ICMP,3,153647752,108220,2446,1.0,2447.0,0
1142,5,742,72430,753,83000000,7530000000.0,4,2186,17,1541,1,0,ICMP,4,135740903,271199323,1,1.0,2.0,1
3172,1,892,84618,890,244000000,8900000000.0,4,2186,21,1891,1,1,ICMP,3,135740903,271199323,1,1.0,2.0,0
1127,4,901,88162,890,265000000,890000000000.0,3,1306,13475,14364350,449,0,UDP,3,3446,24444568,0,3839.0,3839.0,1
1217,5,1036,110470,230,656000000,231000000000.0,3,2242,13301,14178866,443,0,UDP,4,4103,3697,0,0.0,0.0,0
2799,6,2947,314171,65,668000000,65668000000.0,3,4440,13309,14187394,443,0,UDP,3,4295,235771709,0,5379.0,5379.0,1
3041,2,1657,172680,61,681000000,61681000000.0,11,4920,8334,8684028,277,1,ICMP,3,183889300,135598866,4646,2.0,4648.0,0
3399,1,6133,639131,197,184000000,197000000000.0,3,7916,9208,9594736,306,0,UDP,1,5268,278546882,0,0.0,0.0,0
3549,7,10374,1081012,347,415000000,347000000000.0,2,7916,8196,8540232,273,0,UDP,1,5375,278546882,0,0.0,0.0,1
1014,3,8214,855992,263,346000000,263000000000.0,4,1931,9245,9633290,308,0,UDP,2,3649,1242,0,0.0,0.0,1
1145,6,2496,260093,80,484000000,80484000000.0,5,1943,9242,9630164,308,0,UDP,1,3775,1242,0,0.0,0.0,0
...
99999,2,3996,391792,400,400000000,40000000000.0,5,2490,800,720000,1,0,ICMP,3,14306744,14306744,3,3,6,1
