dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,0,0,0,0,2,4,0,0,0,0,TCP,2,2668,856,0,0,0,0
6918,3,769,75754,121,238000000,121000000000,3,1931,29,2842,0,1,ICMP,2,4425,3413,0,0,0,1
11635,4,39341,9551360,250,423000000,251000000000,5,2790,8324,651552,277,1,UDP,3,231511,9897209,0,0,2,0
29922,5,92938,82781700,417,721000000,417000000000,7,4920,12659,9838564,421,1,TCP,1,135577081,135892103,175,503,3838,1
42935,7,260006,147128002,1881,999000000,1880000000000,12,13797,19190,14953872,639,0,UDP,5,1269981973,990596183,20580,16577,20580,0
40953,3,1345,1527490,3,183000000,3183000000.0,3,23,0,0,0,1,TCP,2,3722,1282,0,0.0,0.0,0
24840,5,390,38220,403,192000000,403000000000.0,11,2997,29,2842,0,1,ICMP,2,85640079,87365617,2387,2387.0,4774.0,1
4337,7,92644,6114612,280,998000000,281000000000.0,3,1143,9981,658746,332,1,TCP,3,4529,4074,0,0.0,0.0,1
3099,7,21199,22598134,47,63000000,47063000000.0,2,5882,13393,14276938,446,0,UDP,3,4682,299707690,0,3838.0,3838.0,0
26777,4,88,8624,91,229000000,91229000000.0,7,940,29,2842,0,1,ICMP,2,11412556,13034,2156,0.0,2156.0,1
11695,4,95541,99553722,320,312000000,320000000000.0,3,1943,8012,8348504,267,0,UDP,4,3842,3590,0,0.0,0.0,0
11499,4,92831,6126990,324,358000000,324000000000.0,7,6696,1966,129756,65,1,TCP,2,4689,2911828,0,131.0,131.0,0
9846,4,5662,6035692,10,588000000,10588000000.0,5,1910,0,0,0,0,UDP,1,3369,1332,0,0.0,0.0,1
14795,3,95533,5540914,316,890000000,317000000000.0,3,7385,8593,498394,286,1,TCP,4,150935173,11893421,122,132.0,254.0,0
9846,3,5801,6183866,11,681000000,11681000000.0,3,1910,0,0,0,0,UDP,4,3488,98996058,0,6384.0,6384.0,1
11705,6,844,605020,100,741000000,100741000000.0,3,541,0,0,0,0,TCP,2,1464,4139,0,0.0,0.0,0
20332,3,717,848978,43,976000000,43976000000.0,3,1393,29,2842,0,1,ICMP,2,1821,1230,0,0.0,0.0,1
36248,4,74,7239,36,895000000,36895000000.0,2,937,29,2842,0,1,UDP,4,1462,1819,0,0.0,0.0,0
6810,5,947,937000,18,945000000,18945000000.0,3,1490,0,0,0,0,TCP,2,2911,2554,0,0.0,0.0,1
39063,3,18,1962,7,873000000,7873000000.0,2,912,0,0,0,0,UDP,3,1790,2487,0,0.0,0.0,0
18062,5,845,878982,14,820000000,148200000000.0,2,944,29,2842,0,1,TCP,1,1838,2042,0,0.0,0.0,1
33282,3,944,1045274,19,947000000,19947000000.0,2,943,0,0,0,0,ICMP,2,2103,1667,0,0.0,0.0,0
25709,4,917,959118,21,948000000,21948000000.0,2,941,0,0,0,0,UDP,4,2037,2312,0,0.0,0.0,1
17095,6,837,609956,98,831000000,98831000000.0,3,540,0,0,0,0,TCP,2,1463,4138,0,0.0,0.0,0
10255,5,948,938000,18,946000000,18946000000.0,3,1491,0,0,0,0,ICMP,2,2912,2555,0,0.0,0.0,1
38299,3,19,1963,7,874000000,7874000000.0,2,913,0,0,0,0,UDP,3,1791,2488,0,0.0,0.0,0
19084,4,846,878988,14,821000000,14821000000.0,2,945,29,2842,0,1,TCP,1,1839,2043,0,0.0,0.0,1
35208,5,945,1045000,19,948000000,19948000000.0,2,944,0,0,0,0,ICMP,2,2104,1668,0,0.0,0.0,0
27625,3,918,959118,21,949000000,2 1949000000.0,2,942,0,0,0,0,UDP,4,2038,2313,0,0.0,0.0,1
....
....
....
