dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
11111,3,1000,10000,100,10000000,10000000000.0,5,2000,200,2000,20,0,TCP,2,1000,1000,10,10,20,1
22222,2,2000,20000,200,20000000,20000000000.0,7,3000,400,4000,40,1,UDP,1,2000,2000,20,20,40,0
33333,1,3000,30000,300,30000000,30000000000.0,9,4000,600,6000,60,0,ICMP,3,3000,3000,30,30,60,1
44444,4,4000,40000,400,40000000,40000000000.0,11,5000,800,8000,80,1,ICMP,2,4000,4000,40,40,80,0
55555,5,5000,50000,500,50000000,50000000000.0,13,6000,1000,10000,100,0,TCP,4,5000,5000,50,50,100,1
66666,6,6000,60000,600,60000000,60000000000.0,15,7000,1200,12000,120,1,UDP,1,6000,6000,60,60,120,0
77777,7,7000,70000,700,70000000,70000000000.0,17,8000,1400,14000,140,0,ICMP,3,7000,7000,70,70,140,1
88888,8,8000,80000,800,80000000,80000000000.0,19,9000,1600,16000,160,1,ICMP,2,8000,8000,80,80,160,0
99999,9,9000,90000,900,90000000,90000000000.0,21,10000,1800,18000,180,0,TCP,4,9000,9000,90,90,180,1
100001,10,10000,100000,1000,100000000,100000000000.0,23,11000,2000,20000,200,1,UDP,1,10000,10000,100,100,200,0
100002,11,11000,110000,1100,110000000,110000000000.0,25,12000,2200,22000,220,0,ICMP,3,11000,11000,110,110,220,1
100003,12,12000,120000,1200,120000000,120000000000.0,27,13000,2400,24000,240,1,ICMP,2,12000,12000,120,120,240,0
100004,13,13000,130000,1300,130000000,130000000000.0,29,14000,2600,26000,260,0,TCP,4,13000,13000,130,130,260,1
100005,14,14000,140000,1400,140000000,140000000000.0,31,15000,2800,28000,280,1,UDP,1,14000,14000,140,140,280,0
100006,15,15000,150000,1500,150000000,150000000000.0,33,16000,3000,30000,300,0,ICMP,3,15000,15000,150,150,300,1
100007,16,16000,160000,1600,160000000,160000000000.0,35,17000,3200,32000,320,1,ICMP,2,16000,16000,160,160,320,0
100008,17,17000,170000,1700,170000000,170000000000.0,37,18000,3400,34000,340,0,TCP,4,17000,17000,170,170,340,1
100009,18,18000,180000,1800,180000000,180000000000.0,39,19000,3600,36000,360,1,UDP,1,18000,18000,180,180,360,0
100010,19,19000,190000,1900,190000000,190000000000.0,41,20000,3800,38000,380,0,ICMP,3,19000,19000,190,190,380,1
100011,20,20000,200000,2000,200000000,200000000000.0,43,21000,4000,40000,400,1,ICMP,2,20000,20000,200,200,400,0
