dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,10.0.0.4,10.0.0.3,0,0,0,0,0,2,4,0,0,0,0,1,ICMP,4,4266,856,0,0,0,1
6492,3,10.0.0.7,10.0.0.3,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,ICMP,5,4266,3339,0,0,0,0
11515,4,10.0.0.8,10.0.0.5,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,TCP,1,105767,6030042,0,0,2,1
29832,5,10.0.0.3,10.0.0.2,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,UDP,2,135559596,135758389,148,386,3421,1
42005,7,10.0.0.2,10.0.0.1,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,TCP,4,1269981973,990596183,20580,16577,20580,1
6852,4,10.0.0.3,10.0.0.9,831,81438,851,647000000,852000000000.0,5,3443,29,2842,0,0,ICMP,5,406659405,135550397,1,1.0,2.0,0
31122,3,10.0.0.7,10.0.0.5,604,59192,619,866000000,620000000000.0,5,2063,29,2842,0,1,ICMP,4,271554942,271541606,1,1.0,2.0,0
32583,2,10.0.0.11,10.0.0.3,174,17052,178,471000000,178000000000.0,11,2364,30,2940,1,1,ICMP,4,26708572,27523290,2857,2857.0,5714.0,1
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000.0,2,1109,13541,14434706,451,0,UDP,1,3430,996,0,0.0,0.0,1
33873,6,10.0.0.9,10.0.0.5,730,71540,748,419000000,748000000000.0,5,3034,30,2940,1,1,ICMP,1,79124,75120,0,0.0,0.0,1
2799,2,10.0.0.10,10.0.0.3,89100,92842200,315,910000000,316000000000.0,5,4440,9301,9691642,310,0,UDP,1,4643,221117814,0,2635.0,2635.0,0
41584,4,10.0.0.3,10.0.0.15,129843,7530894,481,647000000,482000000000.0,3,8050,2468,143144,82,1,TCP,1,5268,1312,0,0.0,0.0,0
10206,3,10.0.0.10,10.0.0.7,100086,104289612,323,374000000,323000000000.0,2,1931,8621,8983082,287,0,UDP,4,3716,3590,0,0.0,0.0,1
3459,4,10.0.0.3,10.0.0.5,78944,82259648,256,842000000,257000000000.0,2,7916,8825,9195650,294,0,UDP,1,699267116,3776,0,0.0,0.0,0
31063,4,10.0.0.9,10.0.0.4,99959,5397786,340,306000000,340000000000.0,5,3982,7806,421524,260,1,TCP,2,5143,1312,0,0.0,0.0,0
11111,2,10.0.0.6,10.0.0.1,4000,40000,400,400000000,400000000000.0,4,4000,1000,10000,100,1,TCP,1,1000,1000,1,1,2,1
22222,4,10.0.0.7,10.0.0.3,4000,40000,400,400000000,400000000000.0,4,4000,1000,10000,100,1,UDP,2,2000,2000,2,2,4,1
33333,1,10.0.0.2,10.0.0.9,4000,40000,400,400000000,400000000000.0,4,4000,1000,10000,100,1,ICMP,3,3000,3000,3,3,6,0
44444,3,10.0.0.4,10.0.0.5,4000,40000,400,400000000,400000000000.0,4,4000,1000,10000,100,1,TCP,4,4000,4000,4,4,8,0
55555,7,10.0.0.5,10.0.0.2,4000,40000,400,400000000,400000000000.0,4,4000,1000,10000,100,1,UDP,1,1000,1000,1,1,2,1
66666,2,10.0.0.1,10.0.0.6,4000,40000,400,400000000,400000000000.0,4,4000,1000,10000,100,1,ICMP,2,2000,2000,2,2,4,0
77777,4,10.0.0.3,10.0.0.7,4000,40000,400,400000000,400000000000.0,4,4000,1000,10000,100,1,TCP,3,3000,3000,3,3,6,1
88888,1,10.0.0.9,10.0.0.4,4000,40000,400,400000000,400000000000.0,4,4000,1000,10000,100,1,UDP,4,4000,4000,4,4,8,0
99999,3,10.0.0.5,10.0.0.1,4000,40000,400,400000000,400000000000.0,4,4000,1000,10000,100,1,ICMP,1,1000,1000,1,1,2,0
