dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
817,3,10.0.0.1,10.0.0.8,1142,114554,201,250000000,201000000000.0,4,4942,30,2940,1,1,ICMP,2,72269871,1746,2475,0.0,2475.0,0,0
715,1,10.0.0.2,10.0.0.9,837,83780,190,40000000,190000000000.0,7,4357,12,1484,0,1,ICMP,3,6409234,6499846,1701,1726.0,3427.0,1
842,4,10.0.0.6,10.0.0.3,1902,190824,211,170000000,211000000000.0,2,8803,10,1176,1,1,ICMP,2,133762067,23326,0,0.0,0.0,0
914,2,10.0.0.7,10.0.0.4,1788,180168,178,460000000,178000000000.0,5,2385,8,928,0,1,ICMP,3,107234821,3833,5232,0.0,5232.0,1
794,7,10.0.0.5,10.0.0.2,2600,261040,183,870000000,183000000000.0,3,2800,3,294,0,1,ICMP,1,135666023,201664,0,0.0,0.0,0
722,5,10.0.0.8,10.0.0.1,113911,11793762,274,610000000,274000000000.0,4,1931,9226,9613492,307,0,UDP,4,58460931,3749,5232,0.0,5232.0,1
835,4,10.0.0.9,10.0.0.6,104310,10869102,333,479000000,333000000000.0,2,1931,9335,9727070,311,0,UDP,2,3649,1242,0,0.0,0.0,0
811,6,10.0.0.3,10.0.0.7,79011,8232946,257,188000000,257000000000.0,2,7916,8825,9195650,294,0,UDP,2,580784160,2530,7760,0.0,7760.0,1
923,1,10.0.0.4,10.0.0.5,7256,756075,23,378000000,23378000000.0,4,1931,0,0,0,0,UDP,1,3472,1332,0,0.0,0.0,1
743,5,10.0.0.10,10.0.0.8,85575,8916915,273,432000000,273000000000.0,5,1931,9226,9613492,307,0,UDP,3,107234821,3833,3838,0.0,3838.0,0
912,6,10.0.0.7,10.0.0.10,5541,577372,17,269000000,17269000000.0,3,2375,0,0,0,0,UDP,3,112679814,3656,7682,0.0,7682.0,1
931,3,10.0.0.2,10.0.0.4,195,19110,200,66000000,200000000000.0,4,1057,30,2940,1,1,ICMP,2,72269871,1746,2475,0.0,2475.0,1
764,7,10.0.0.8,10.0.0.9,168,16464,173,93000000,173000000000.0,9,817,29,2842,0,1,ICMP,3,6409234,6499846,1701,1726.0,3427.0,0
941,2,10.0.0.5,10.0.0.1,207,20286,212,929000000,213000000000.0,5,4942,29,2842,0,1,ICMP,2,133762067,23326,0,0.0,0.0,1
723,5,10.0.0.4,10.0.0.6,117233,12497037,260,270000000,260000000000.0,3,1790,13525,14417650,450,0,UDP,4,58460931,3749,5232,0.0,5232.0,0
853,1,10.0.0.7,10.0.0.3,1999,195902,1881,469000000,1880000000000.0,3,2800,3,294,0,1,ICMP,1,135666023,201664,0,0.0,0.0,1
943,4,10.0.0.10,10.0.0.2,104310,10869102,333,479000000,333000000000.0,2,1931,9335,9727070,311,0,UDP,2,3649,1242,0,0.0,0.0,0
732,6,10.0.0.9,10.0.0.5,85575,8916915,273,432000000,273000000000.0,5,1931,9226,9613492,307,0,UDP,3,107234821,3833,3838,0.0,3838.0,1
821,3,10.0.0.6,10.0.0.7,7256,756075,23,378000000,23378000000.0,4,1931,0,0,0,0,UDP,1,3472,1332,0,0.0,0.0,0
753,7,10.0.0.1,10.0.0.10,5541,577372,17,269000000,17269000000.0,3,2375,0,0,0,0,UDP,3,112679814,3656,7682,0.0,7682.0,1
932,5,10.0.0.3,10.0.0.8,113911,11793762,274,610000000,274000000000.0,4,1931,9226,9613492,307,0,UDP,4,58460931,3749,5232,0.0,5232.0,1
742,4,10.0.0.2,10.0.0.7,2600,261040,183,870000000,183000000000.0,3,2800,3,294,0,1,ICMP,1,135666023,201664,0,0.0,0.0,1
863,1,10.0.0.8,10.0.0.4,1142,114554,201,250000000,201000000000.0,4,4942,30,2940,1,1,ICMP,2,72269871,1746,2475,0.0,2475.0,1
731,7,10.0.0.5,10.0.0.9,837,83780,190,40000000,190000000000.0,7,4357,12,1484,0,1,ICMP,3,6409234,6499846,1701,1726.0,3427.0,0
841,2,10.0.0.6,10.0.0.10,1902,190824,211,170000000,211000000000.0,2,8803,10,1176,1,1,ICMP,2,133762067,23326,0,0.0,0.0,1
922,5,10.0.0.7,10.0.0.1,1788,180168,178,460000000,178000000000.0,5,2385,8,928,0,1,ICMP,3,107234821,3833,5232,0.0,5232.0,0
773,4,10.0.0.4,10.0.0.2,117233,12497037,260,270000000,260000000000.0,3,1790,13525,14417650,450,0,UDP,4,58460931,3749,5232,0.0,5232.0,1
873,6,10.0.0.1,10.0.0.5,79011,8232946,257,188000000,257000000000.0,2,7916,8825,9195650,294,0,UDP,2,580784160,2530,7760,0.0,7760.0,0
902,3,10.0.0.8,10.0.0.6,104310,10869102,333,479000000,333000000000.0,2,1931,9335,9727070,311,0,UDP,2,3649,1242,0,0.0,0.0,1
711,7
