dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
0,1,10.0.0.1,10.0.0.2,764,76400,788,788000000,788000000000.0,2,788,394,38200,1,1,ICMP,1,76400,76400,0,0.0,0.0,0
1,3,10.0.0.2,10.0.0.3,2546,254500,2570,2569000000,2569000000000.0,5,2570,514,50900,1,1,UDP,2,254500,254500,2,2.0,4.0,1
2,4,10.0.0.3,10.0.0.4,8,800,24,24000000,24000000000.0,1,24,24,800,1,1,ICMP,3,800,800,0,0.0,0.0,1
3,5,10.0.0.4,10.0.0.5,1060,105900,1084,1083000000,1083000000000.0,3,1084,361,35300,1,1,UDP,4,105900,105900,0,0.0,0.0,0
4,2,10.0.0.5,10.0.0.6,25,2500,49,49000000,49000000000.0,2,49,25,2500,1,1,ICMP,1,2500,2500,0,0.0,0.0,1
5,7,10.0.0.6,10.0.0.7,14,1400,38,38000000,38000000000.0,1,38,38,1400,1,1,ICMP,2,1400,1400,0,0.0,0.0,0
6,6,10.0.0.7,10.0.0.8,5,500,13,13000000,13000000000.0,1,13,13,500,1,1,ICMP,3,500,500,0,0.0,0.0,1
7,1,10.0.0.8,10.0.0.9,1350,134900,1374,1373000000,1373000000000.0,4,1374,343,33500,1,1,UDP,4,134900,134900,2,2.0,4.0,0
8,2,10.0.0.9,10.0.0.10,9,900,32,32000000,32000000000.0,1,32,32,900,1,1,ICMP,1,900,900,0,0.0,0.0,1
9,4,10.0.0.10,10.0.0.11,905,90500,929,928000000,928000000000.0,2,929,465,45500,1,1,UDP,2,90500,90500,0,0.0,0.0,0
10,3,10.0.0.11,10.0.0.12,904,90400,928,927000000,927000000000.0,3,928,309,30300,1,1,ICMP,3,90400,90400,0,0.0,0.0,1
11,5,10.0.0.12,10.0.0.13,10,1000,35,35000000,35000000000.0,1,35,35,1000,1,1,ICMP,4,1000,1000,0,0.0,0.0,0
12,6,10.0.0.13,10.0.0.14,25,2500,50,50000000,50000000000.0,1,50,50,2500,1,1,UDP,1,2500,2500,0,0.0,0.0,1
13,7,10.0.0.14,10.0.0.15,5,500,14,14000000,14000000000.0,1,14,14,500,1,1,ICMP,2,500,500,0,0.0,0.0,0
14,1,10.0.0.15,10.0.0.16,1350,134900,1374,1373000000,1373000000000.0,4,1374,343,33500,1,1,UDP,3,134900,134900,2,2.0,4.0,1
15,2,10.0.0.16,10.0.0.17,9,900,33,33000000,33000000000.0,1,33,33,900,1,1,ICMP,4,900,900,0,0.0,0.0,0
16,4,10.0.0.17,10.0.0.18,905,90500,929,928000000,928000000000.0,2,929,465,45500,1,1,UDP,1,90500,90500,0,0.0,0.0,1
17,3,10.0.0.18,10.0.0.19,904,90400,928,927000000,927000000000.0,3,928,309,30300,1,1,ICMP,2,90400,90400,0,0.0,0.0,0
18,5,10.0.0.19,10.0.0.20,10,1000,36,36000000,36000000000.0,1,36,36,1000,1,1,ICMP,3,1000,1000,0,0.0,0.0,1
19,6,10.0.0.20,10.0.0.21,25,2500,51,51000000,51000000000.0,1,51,51,2500,1,1,UDP,4,2500,2500,0,0.0,0.0,0
20,7,10.0.0.21,10.0.0.22,5,500,15,15000000,15000000000.0,1,15,15,500,1,1,ICMP,1,500,500,0,0.0,0.0,1
21,1,10.0.0.22,10.0.0.23,1350,134900,1374,1373000000,1373000000000.0,4,1374,343,33500,1,1,UDP,2,134900,134900,2,2.0,4.0,0
22,2,10.0.0.23,10.0.0.24,9,900,34,34000000,34000000000.0,1,34,34,900,1,1,ICMP,3,900,900,0,0.0,0.0,1
23,4,10.0.0.24,10.0.0.25,905,90500,929,928000000,928000000000.0,2,929,465,45500,1,1,UDP,4,90500,90500,0,0.0,0.0,0
24,3,10.0.0.25,10.0.0.26,904,90400,928,927000000,927000000000.0,3,928,309,30300,1,1,ICMP,1,90400,90400,0,0.0,0.0,1
25,5,10.0.0.26,10.0.0.27,10,1000,37,37000000,37000000000.0,1,37,37,1000,1,1,ICMP,2,1000,1000,0,0.0,0.0,0
26,6,10.0.0.27,10.0.0.28,25,2500,52,52000000,52000000000.0,1,52,52,2500,1,1,UDP,3,2500,2500,0,0.0,0.0,1
27,7,10.0.0.28,10.0.0.29,5,500,16,16000000,16000000000.0,1,16,16,500,1,1,ICMP,4,500,500,0,0.0,0.0,0
28,1,10.0.0.29,10.0.0.30,1350,134900,1374,1373000000,1373000000000.0,4,1374,343,33500,1,1,UDP,1,134900,134900,2,2.0,4.0,1
29,2,10.0.0.30,10.0.0.31,9,900,35,35000000,35000000000.0,1,35,35,900,1,1,ICMP,2,900,900,0,0.0,0.0,0
30,4,10.0.0.31,10.0.0.32,905,90500,929,928000000,928000000000.0,2,929,465,45500,1,1,UDP,3,90500,90500,0,0.0,0.0,1
31,3,10.0.0.32,10.0.0.33,904,90400,928,927000000,927000000000.0,3,9
