dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
1,3,10.0.0.2,10.0.0.8,1000,100000,100,100000000,100000000000,3,3000,3333,333333,333,0,TCP,3,10000,10000,1000,1000,2000,0
2,4,10.0.0.7,10.0.0.12,2000,200000,200,200000000,20000000000,4,4000,5000,500000,500,1,UDP,2,20000,20000,2000,2000,4000,1
3,5,10.0.0.12,10.0.0.8,3000,300000,300,300000000,300000000000,5,5000,6000,600000,600,0,ICMP,3,30000,30000,3000,3000,6000,0
4,6,10.0.0.7,10.0.0.1,4000,400000,400,400000000,400000000000,6,6000,7000,700000,700,1,TCP,4,40000,40000,4000,4000,8000,1
5,7,10.0.0.1,10.0.0.3,5000,500000,500,500000000,500000000000,7,7000,8000,800000,800,0,UDP,5,50000,50000,5000,5000,10000,0
6,1,10.0.0.8,10.0.0.10,6000,600000,600,600000000,600000000000,8,8000,9000,900000,900,1,ICMP,6,60000,60000,6000,6000,12000,1
7,2,10.0.0.11,10.0.0.3,7000,700000,700,700000000,700000000000,9,9000,10000,1000000,1000,0,TCP,7,70000,70000,7000,7000,14000,0
8,3,10.0.0.18,10.0.0.7,8000,800000,800,800000000,800000000000,10,10000,11000,1100000,1100,1,UDP,8,80000,80000,8000,8000,16000,1
9,4,10.0.0.9,10.0.0.4,9000,900000,900,900000000,900000000000,11,11000,12000,1200000,1200,0,ICMP,9,90000,90000,9000,9000,18000,0
10,5,10.0.0.8,10.0.0.7,10000,1000000,1000,1000000000,1000000000000,12,12000,13000,1300000,1300,1,TCP,10,100000,100000,10000,10000,20000,1
11,6,10.0.0.1,10.0.0.2,11000,1100000,1100,1100000000,1100000000000,13,13000,14000,1400000,1400,0,UDP,11,110000,110000,11000,11000,22000,0
12,7,10.0.0.7,10.0.0.12,12000,1200000,1200,1200000000,1200000000000,14,14000,15000,1500000,1500,1,ICMP,12,120000,120000,12000,12000,24000,1
13,1,10.0.0.12,10.0.0.8,13000,1300000,1300,1300000000,1300000000000,15,15000,16000,1600000,1600,0,TCP,13,130000,130000,13000,13000,26000,0
14,2,10.0.0.7,10.0.0.1,14000,1400000,1400,1400000000,1400000000000,16,16000,17000,1700000,1700,1,UDP,14,140000,140000,14000,14000,28000,1
15,3,10.0.0.1,10.0.0.3,15000,1500000,1500,1500000000,1500000000000,17,17000,18000,1800000,1800,0,ICMP,15,150000,150000,15000,15000,30000,0
16,4,10.0.0.8,10.0.0.10,16000,1600000,1600,1600000000,1600000000000,18,18000,19000,1900000,1900,1,TCP,16,160000,160000,16000,16000,32000,1
17,5,10.0.0.11,10.0.0.3,17000,1700000,1700,1700000000,1700000000000,19,19000,20000,2000000,2000,0,UDP,17,170000,170000,17000,17000,34000,0
18,6,10.0.0.18,10.0.0.7,18000,1800000,1800,1800000000,1800000000000,20,20000,21000,2100000,2100,1,ICMP,18,180000,180000,18000,18000,36000,1
19,7,10.0.0.9,10.0.0.4,19000,1900000,1900,1900000000,1900000000000,21,21000,22000,2200000,2200,0,TCP,19,190000,190000,19000,19000,38000,0
20,1,10.0.0.8,10.0.0.7,20000,2000000,2000,2000000000,200000000000,22,22000,23000,2300000,2300,1,UDP,20,200000,200000,20000,20000,40000,1
21,2,10.0.0.1,10.0.0.2,21000,2100000,2100,2100000000,2100000000000,23,23000,24000,2400000,2400,0,ICMP,21,210000,210000,21000,21000,42000,0
22,3,10.0.0.7,10.0.0.12,22000,2200000,2200,2200000000,2200000000000,24,24000,25000,2500000,2500,1,TCP,22,220000,220000,22000,22000,44000,1
23,4,10.0.0.12,10.0.0.8,23000,2300000,2300,2300000000,2300000000000,25,25000,26000,2600000,2600,0,UDP,23,230000,230000,23000,23000,46000,0
24,5,10.0.0.7,10.0.0.1,24000,2400000,2400,2400000000,2400000000000,26,26000,27000,2700000,2700,1,ICMP,24,240000,240000,24000,24000,48000,1
25,6,10.0.0.1,10.0.0.3,25000,2500000,2500,2500000000,2500000000000,27,27000,28000,2800000,2800,0,TCP,25,250000,250000,25000,25000,50000,0
26,7,10.0.0.8,10.0.0.10,26000,2600000,2600,2600000000,2600000000000,28,28000,29000,2900000,2900,1,UDP,26,260000,260000,26000,26000,52000,1
27,1,10.0.0.11,10.0.0.3,27000,2700000,2700,2700000000,2700000000000,29,29000,30000,3000000,3000,0,ICMP,27,270000,270000,27000,27000,54000,0
28,2,10.0.0.18,10.0.0.7,28000,2800000,2800,2800000000,2800000000000,30,30000,31000,3100000,3100,1,TCP,28,280000,280000,28000,28000,56000,1
29,3,10.0.0.9,10.0.0.4,29000,2900000,2900,2900000000,2900000000000,31,31000,32000,3200000,3200,0,UDP,29,290000,290000,29000,29000,58000,0
30,4,10.0.0.8,10.0.0.7,30000,3000000,3000,3000000000,3000000000000,32,32000,33000,3300000,3300,1,ICMP,30,300000,300000,30000,30000,60000,1
31,5,10.0.0.1,10.0.0.2,31000,3100000,3100,3100000000,3100000000000,33,33000,34000,3400000,3400,0,TCP,31,310000,310000,31000,31000,62000,0
32,6,10.0.0.7,10.0.0.12,32000,3200000,3200,3200000000,320000000000,34,34000,35000,3500000,3500,1,UDP,32,320000,320000,32000,32000,64000,1
33,7,10.0.0.12,10.0.0.
