dt,switch,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
3688,2,2741,102345,123,811000000,124000000000.0,5,3201,1891,1019456,442,1,TCP,2,4133,83537,0,0.0,0.0,1
18096,9,39951,14598946,225,715000000,226000000000.0,6,4357,9164,531512,305,1,TCP,2,10414191,239750769,348,7846.0,8194.0,1
25707,2,20500,130090,359,724000000,360000000000.0,3,1057,29,2842,0,1,ICMP,2,4848,1312,0,0.0,0.0,0
7999,10,19076,142905,220,845000000,221000000000.0,4,4357,8756,507848,291,1,TCP,1,4610,5957140,0,127.0,127.0,1
9182,3,5086,91448,140,837000000,141000000000.0,7,1143,13153,14473386,438,1,TCP,4,178622938,8109552,8092,485.0,8577.0,0
17220,5,2095,323942,288,904000000,289000000000.0,9,4942,29,2842,0,1,ICMP,2,29061,24648,0,0.0,0.0,0
33753,7,25241,330084,179,851000000,180000000000.0,4,1943,7952,8285984,265,0,UDP,2,4022,1472,0,0.0,0.0,1
20862,6,13257,128739,313,868000000,314000000000.0,5,10817,16262,878148,542,1,TCP,1,5526,1472,0,0.0,0.0,1
14781,4,16098,153337,173,948000000,174000000000.0,3,8803,13499,14389934,449,0,UDP,1,4695,41998752,0,3839.0,3839.0,0
7731,10,23698,238873,357,867000000,358000000000.0,2,25224,19190,14953872,639,1,TCP,5,1269981973,990596183,20580,16577.0,20580.0,1
24356,3,18702,56986,104,821000000,105000000000.0,7,1143,13153,14473386,438,1,TCP,4,178622938,8109552,8092,485.0,8577.0,0
22221,7,27775,205664,351,861000000,352000000000.0,4,1943,7952,8285984,265,0,UDP,2,4022,1472,0,0.0,0.0,1
10894,4,9155,161437,120,921000000,121000000000.0,5,3201,1891,1019456,442,1,TCP,2,4133,83537,0,0.0,0.0,1
3912,7,3494,91774,373,846000000,374000000000.0,2,25224,19190,14953872,639,1,TCP,5,1269981973,990596183,20580,16577.0,20580.0,1
20705,10,14982,174530,197,919000000,198000000000.0,3,8803,13499,14389934,449,0,UDP,1,4695,41998752,0,3839.0,3839.0,0
29362,9,3678,106790,124,838000000,125000000000.0,5,3201,1891,1019456,442,1,TCP,2,4133,83537,0,0.0,0.0,1
3617,2,1718,104418,128,906000000,129000000000.0,6,4357,9164,531512,305,1,TCP,2,10414191,239750769,348
