dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
3885,1,10.0.0.5,10.0.0.7,2551,244790,259,722000000,259000000000.0,3,1276,851,857788,278,1,UDP,3,1683,1405,0,0.0,0.0,1
2619,7,10.0.0.3,10.0.0.12,742,73978,831,924000000,831000000000.0,4,7916,185,184270,60,0,TCP,2,2388,2172,0,0.0,0.0,1
17210,3,10.0.0.7,10.0.0.6,49365,43129572,332,472963002,333025145387.0,5,3251,6234,5495646,207,0,ICMP,3,271258991,135800571,1,1.0,2.0,0
42005,7,10.0.0.12,10.0.0.5,260006,147128002,1881,999000000,1880000000000.0,12,8803,18898,14953872,629,1,UDP,2,535189464,5228,10276,0.0,10276.0,1
30441,4,10.0.0.10,10.0.0.8,194873,193722382,1314,845000000,1314000000000.0,7,1943,27265,28161902,907,1,TCP,3,3590,3842,0,0.0,0.0,0
20951,2,10.0.0.10,10.0.0.3,140063,145518196,1092,818000000,1091000000000.0,5,2364,5834,6088720,196,0,ICMP,2,48882177,48067459,2828,2828.0,5656.0,0
10893,5,10.0.0.7,10.0.0.2,130873,131727304,1243,941000000,1243000000000.0,6,948,21345,22020752,704,1,TCP,4,19710255,67426645,2598,5186.0,7784.0,0
27461,1,10.0.0.5,10.0.0.7,2527,242046,257,719000000,257000000000.0,2,1276,1263,1267384,419,0,UDP,3,1683,1405,0,0.0,0.0,1
9072,3,10.0.0.12,10.0.0.5,84883,86800444,441,723000000,442000000000.0,4,7916,10875,11186720,360,1,UDP,2,535189464,5228,10276,0.0,10276.0,0
38248,2,10.0.0.2,10.0.0.7,7830,764310,811,189000000,811000000000.0,5,2800,1566,1580792,517,1,ICMP,3,274043,271192589,1,1.0,2.0,0
37678,7,10.0.0.10,10.0.0.3,71799,73577496,227,361000000,227000000000.0,2,2385,6422,6691724,214,0,UDP,1,465607553,2418,3587,0.0,3587.0,1
11015,4,10.0.0.10,10.0.0.8,87829,91564342,290,314000000,290000000000.0,3,1943,7947,8280774,264,0,UDP,3,3590,3842,0,0.0,0.0,1
41005,3,10.0.0.10,10.0.0.8,43526,45345692,140,490000000,140000000000.0,5,1943,9109,9491578,303,0,UDP,3,3413,3665,0,0.0,0.0,0
33643,4,10.0.0.10,10.0.0.3,46888,488488
