dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2,7,10.0.0.14,10.0.0.10,3906,4008452,183,920000000,183000000000.0,7,3229,1551,1647148,51,0,TCP,3,2808,2337,0,0.0,0.0,0
4,2,10.0.0.2,10.0.0.11,3800,3906000,148,800000000,148000000000.0,4,2555,1400,1475000,45,1,UDP,4,1234,2223,0,0.0,0.0,1
6,3,10.0.0.1,10.0.0.7,3022,3124222,133,620000000,133000000000.0,3,1890,890,937346,29,0,ICMP,2,1113,4123,0,0.0,0.0,0
7,4,10.0.0.3,10.0.0.5,3547,3650547,164,770000000,164000000000.0,5,2245,1089,1159076,36,1,TCP,2,3113,4414,0,0.0,0.0,1
8,1,10.0.0.10,10.0.0.2,4113,4233613,191,860000000,191000000000.0,6,2766,1419,1501644,46,0,UDP,3,4444,5555,0,0.0,0.0,0
9,5,10.0.0.9,10.0.0.14,3820,3918200,150,810000000,150000000000.0,4,2600,1405,1486500,45,1,TCP,2,2222,3333,0,0.0,0.0,1
10,6,10.0.0.8,10.0.0.3,3390,3481900,157,750000000,157000000000.0,5,2290,1018,1078540,33,0,UDP,4,1111,6666,0,0.0,0.0,0
11,7,10.0.0.5,10.0.0.1,3999,4100011,178,850000000,178000000000.0,6,2733,1322,1406278,43,1,ICMP,2,7777,8888,0,0.0,0.0,1
12,2,10.0.0.11,10.0.0.9,4010,4110010,179,860000000,179000000000.0,7,2844,1333,1417334,44,0,UDP,3,9999,1010,0,0.0,0.0,0
13,3,10.0.0.7,10.0.0.8,3234,3327234,141,690000000,141000000000.0,4,2310,817,867114,27,1,TCP,2,1212,1313,0,0.0,0.0,1
14,4,10.0.0.10,10.0.0.3,3901,4001901,182,910000000,182000000000.0,5,2755,1350,1435750,45,0,UDP,4,1414,1515,0,0.0,0.0,0
15,1,10.0.0.2,10.0.0.5,3700,3797000,145,780000000,145000000000.0,3,2065,1150,1225500,38,1,ICMP,3,1616,1717,0,0.0,0.0,1
16,5,10.0.0.11,10.0.0.1,3995,4102495,177,840000000,177000000000.0,6,2722,1317,1401278,43,0,TCP,2,1818,1919,0,0.0,0.0,0
17,6,10.0.0.14,10.0.0.9,3400,3496000,156,760000000,156000000000.0,4,2320,820,870080,27,1,UDP,4,2020,2121,0,0.0,0.0,1
18,7,10.0.0.3,10.0.0.7,3999,4100999,178,850000000,178000000000.0,7,2833,1322,1406222,43,0,ICMP,2,2323,2424,0,0.0,0.0,0
19,2,10.0.0.5,10.0.0.10,3810,3909210,149,800000000,149000000000.0,5,2545,1400,1475000,45,1,TCP,2,2525,2626,0,0.0,0.0,1
20,3,10.0.0.9,10.0.0.2,3122,3214122,132,610000000,132000000000.0,3,1880,880,926346,29,0,UDP,4,2727,2828,0,0.0,0.0,0
21,4,10.0.0.1,10.0.0.14,3537,3633137,163,760000000,163000000000.0,4,2235,1079,1149036,35,1,ICMP,3,2929,3030,0,0.0,0.0,1
22,1,10.0.0.8,10.0.0.11,4103,4213603,190,870000000,190000000000.0,6,2767,1420,1502644,46,0,TCP,2,3131,3232,0,0.0,0.0,0
23,5,10.0.0.7,10.0.0.3,3790,3886190,147,790000000,147000000000.0,5,2535,1395,1474500,45,1,UDP,4,3434,3535,0,0.0,0.0,1
24,6,10.0.0.2,10.0.0.8,3380,3474880,155,740000000,155000000000.0,3,2280,1008,1068540,33,0,ICMP,2,3636,3737,0,0.0,0.0,0
25,7,10.0.0.10,10.0.0.5,3990,4100990,177,840000000,177000000000.0,7,2832,1321,1405278,43,0,TCP,2,3838,3939,0,0.0,0.0,1
26,2,10.0.0.3,10.0.0.1,3996,4101596,177,840000000,177000000000.0,6,2723,1318,1402278,43,1,UDP,3,4040,4141,0,0.0,0.0,0
27,3,10.0.0.14,10.0.0.7,3022,3124222,133,620000000,133000000000.0,4,1910,900,943346,29,0,TCP,2,4343,4444,0,0.0,0.0,1
28,4,10.0.0.11,10.0.0.2,4113,4233613,191,860000000,191000000000.0,5,2756,1351,1436750,45,1,UDP,4,4545,4646,0,0.0,0.0,0
29,1,10.0.0.5,10.0.0.10,3710,3807110,146,780000000,146000000000.0,3,2075,1155,1231550,39,0,ICMP,3,4848,4949,0,0.0,0.0,1
30,5,10.0.0.1,10.0.0.14,3527,3622127,162,750000000,162000000000.0,4,2225,1074,1144136,35,1,TCP,2,5050,5151,0,0.0,0.0,0
31,6,10.0.0.9,10.0.0.3,3390,3482990,157,750000000,157000000000.0,5,2291,1019,1079540,33,0,UDP,4,5353,5454,0,0.0,0.0,1
32,7,10.0.0.7,10.0.0.8,3998,4101798,177,840000000,177000000000.0,7,2834,1323,1407278,43,0,ICMP,2,5555,5656,0,0.0,0.0,0
33,2,10.0.0.10,10.0.0.1,3991,4100991,178,850000000,178000000000.0,6,2734,1323,1407334,43,1,TCP,2,5757,5858,0,0.0,0.0,1
34,3,10
