dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
1,3,10.0.0.2,10.0.0.4,2346,182430,70,734000000,7034000000.0,5,3294,4765,206320,245,0,TCP,4,1948,743,0,0.0,0.0,0
2,2,10.0.0.3,10.0.0.9,3941,352777,127,917000000,128000000000.0,2,7297,1951,184314,243,1,UDP,4,2026,578,0,0.0,0.0,1
3,4,10.0.0.7,10.0.0.5,2519,213825,76,604000000,77000000000.0,3,6331,8365,737900,259,1,TCP,2,1412,1021,0,0.0,0.0,0
4,5,10.0.0.6,10.0.0.4,3496,299775,101,831000000,102000000000.0,2,7444,1748,164714,242,1,UDP,3,876,913,0,0.0,0.0,1
5,2,10.0.0.3,10.0.0.8,1812,156520,59,601000000,601000000000.0,4,4139,4530,409920,243,0,TCP,1,1810,1341,0,0.0,0.0,0
6,3,10.0.0.4,10.0.0.2,3245,273545,93,717000000,937000000000.0,3,6298,7668,681520,257,1,UDP,4,1059,731,0,0.0,0.0,1
7,2,10.0.0.6,10.0.0.1,2056,174720,63,644000000,634000000000.0,3,4181,6790,611440,246,0,TCP,3,1486,1039,0,0.0,0.0,0
8,4,10.0.0.9,10.0.0.7,3221,277545,94,735000000,945000000000.0,2,7244,1730,161930,242,1,UDP,2,843,1025,0,0.0,0.0,1
9,5,10.0.0.1,10.0.0.6,2987,264785,90,724000000,904000000000.0,3,6252,7489,672745,257,1,UDP,3,1035,732,0,0.0,0.0,1
10,2,10.0.0.8,10.0.0.3,1827,156960,60,609000000,6009000000.0,4,4139,4545,410200,243,0,TCP,1,1808,1343,0,0.0,0.0,0
11,3,10.0.0.4,10.0.0.2,3258,274730,93,719000000,939000000000.0,3,6298,7672,681920,257,1,UDP,4,1060,732,0,0.0,0.0,1
12,2,10.0.0.6,10.0.0.1,2069,176020,64,647000000,637000000000.0,3,4181,6805,612860,246,0,TCP,3,1487,1041,0,0.0,0.0,0
13,4,10.0.0.9,10.0.0.7,3234,278730,94,737000000,947000000000.0,2,7244,1733,162290,242,1,UDP,2,844,1026,0,0.0,0.0,1
14,5,10.0.0.1,10.0.0.6,3000,265970,90,726000000,906000000000.0,3,6252,7495,673350,257,1,UDP,3,1036,733,0,0.0,0.0,1
15,2,10.0.0.8,10.0.0.3,1840,158260,60,612000000,6032000000.0,4,4139,4560,411640,243,0,TCP,1,1809,1345,0,0.0,0.0,0
16,3,10.0.0.4,10.0.0.2,3271,275915,93,721000000,9411000000.0,3,6298,7678,682560,257,1,UDP,4,1061,734,0,0.0,0.0,1
17,2,10.0.0.6,10.0.0.1,2082,177320,64,650000000,64100000000.0,3,4181,6820,614380,246,0,TCP,3,1488,1043,0,0.0,0.0,0
18,4,10.0.0.9,10.0.0.7,3247,279915,94,739000000,949000000000.0,2,7244,1736,162650,242,1,UDP,2,845,1027,0,0.0,0.0,1
19,5,10.0.0.1,10.0.0.6,3013,267165,90,728000000,908000000000.0,3,6252,7501,673955,257,1,UDP,3,1037,734,0,0.0,0.0,1
20,2,10.0.0.8,10.0.0.3,1853,159560,60,615000000,6065000000.0,4,4139,4575,413280,243,0,TCP,1,1810,1347,0,0.0,0.0,0
21,3,10.0.0.4,10.0.0.2,3284,277100,93,723000000,943000000000.0,3,6298,7684,683100,257,1,UDP,4,1062,735,0,0.0,0.0,1
22,2,10.0.0.6,10.0.0.1,2095,178620,64,653000000,64300000000.0,3,4181,6835,615800,246,0,TCP,3,1489,1045,0,0.0,0.0,0
23,4,10.0.0.9,10.0.0.7,3260,281090,94,741000000,951000000000.0,2,7244,1739,163010,242,1,UDP,2,846,1028,0,0.0,0.0,1
24,5,10.0.0.1,10.0.0.6,3026,268355,90,730000000,910000000000.0,3,6252,7507,674560,257,1,UDP,3,1038,735,0,0.0,0.0,1
25,2,10.0.0.8,10.0.0.3,1866,160860,60,618000000,60900000000.0,4,4139,4590,414820,243,0,TCP,1,1811,1349,0,0.0,0.0,0
26,3,10.0.0.4,10.0.0.2,3297,278285,93,725000000,945000000000.0,3,6298,7690,683640,257,1,UDP,4,1063,736,0,0.0,0.0,1
27,2,10.0.0.6,10.0.0.1,2108,179920,64,656000000,64600000000.0,3,4181,6850,617220,246,0,TCP,3,1490,1047,0,0.0,0.0,0
28,4,10.0.0.9,10.0.0.7,3273,282175,94,743000000,953000000000.0,2,7244,1742,163370,242,1,UDP,2,847,1029,0,0.0,0.0,1
29,5,10.0.0.1,10.0.0.6,3039,269545,90,732000000,912000000000.0,3,6252,7513,675165,257,1,UDP,3,1039,736,0,0.0,0.0,1
30,2,10.0.0.8,10.0.0.3,1879,162160,60,621000000,6121000000.0,4,4139,4605,416460,243,0,TCP,1,1812,1351,0,0.0,
