dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
1,3,10.0.0.2,10.0.0.9,1000,99000,1020,698000000,1020000000000.0,3,3452,30,2940,0,0,ICMP,2,105921,135561964,0,0.0,0.0,1
2,4,10.0.0.5,10.0.0.8,90400,9636000,200,706000000,201000000000.0,3,2245,13530,14420800,450,0,UDP,2,1198851889,4994,7678,0.0,7678.0,0
3,1,10.0.0.10,10.0.0.5,670,65500,680,171000000,683000000000.0,6,4930,30,2940,1,1,ICMP,2,133965693,406611035,1,1123.0,1124.0,1
4,5,10.0.0.7,10.0.0.4,420,41100,430,818000000,430000000000.0,7,2065,29,2842,0,1,ICMP,3,271356533,135909785,0,0.0,0.0,0
5,2,10.0.0.3,10.0.0.7,118300,12610000,260,320000000,261000000000.0,6,1935,13535,14426000,451,0,UDP,3,3749,78449539,0,3839.0,3839.0,0
6,1,10.0.0.4,10.0.0.8,125850,131117500,450,348000000,451000000000.0,5,3000,7595,7913500,253,1,ICMP,2,5520,1562,0,0.0,0.0,0
7,3,10.0.0.3,10.0.0.5,61300,6385000,195,838000000,197000000000.0,3,7920,9210,9595000,306,0,UDP,1,4652,207933506,0,2553.0,2553.0,0
8,2,10.0.0.6,10.0.0.9,85900,4637000,283,520000000,285000000000.0,4,2375,7651,413200,255,1,TCP,1,5012593,9348056,118,221.0,339.0,0
9,5,10.0.0.10,10.0.0.3,89400,93142000,316,436000000,317000000000.0,3,4445,9305,9693000,310,0,UDP,1,580841815,3174,11853,0.0,11853.0,0
10,4,10.0.0.13,10.0.0.10,108850,113390000,392,24000000,393000000000.0,4,4925,7950,8283000,264,1,ICMP,4,249188001,133889911,2232,0.0,2232.0,0
11,3,10.0.0.2,10.0.0.9,1000,99000,1020,698000000,1020000000000.0,3,3452,30,2940,0,0,ICMP,2,105921,135561964,0,0.0,0.0,1
12,4,10.0.0.5,10.0.0.8,90400,9636000,200,706000000,201000000000.0,3,2245,13530,14420800,450,0,UDP,2,1198851889,4994,7678,0.0,7678.0,0
13,1,10.0.0.10,10.0.0.5,670,65500,680,171000000,683000000000.0,6,4930,30,2940,1,1,ICMP,2,133965693,406611035,1,1123.0,1124.0,1
14,5,10.0.0.7,10.0.0.4,420,41100,430,818000000,430000000000.0,7,2065,29,2842,0,1,ICMP,3,271356533,135909785,0,0.0,0.0,0
15,2,10.0.0.3,10.0.0.7,118300,12610000,260,320000000,261000000000.0,6,1935,13535,14426000,451,0,UDP,3,3749,78449539,0,3839.0,3839.0,0
16,1,10.0.0.4,10.0.0.8,125850,131117500,450,348000000,451000000000.0,5,3000,7595,7913500,253,1,ICMP,2,5520,1562,0,0.0,0.0,1
17,3,10.0.0.3,10.0.0.5,61300,6385000,195,838000000,197000000000.0,3,7920,9210,9595000,306,0,UDP,1,4652,207933506,0,2553.0,2553.0,1
18,2,10.0.0.6,10.0.0.9,85900,4637000,283,520000000,285000000000.0,4,2375,7651,413200,255,1,TCP,1,5012593,9348056,118,221.0,339.0,0
19,5,10.0.0.10,10.0.0.3,89400,93142000,316,436000000,317000000000.0,3,4445,9305,9693000,310,0,UDP,1,580841815,3174,11853,0.0,11853.0,1
20,4,10.0.0.13,10.0.0.10,108850,113390000,392,24000000,393000000000.0,4,4925,7950,8283000,264,1,ICMP,4,249188001,133889911,2232,0.0,2232.0,0
21,3,10.0.0.2,10.0.0.9,1000,99000,1020,698000000,1020000000000.0,3,3452,30,2940,0,0,ICMP,2,105921,135561964,0,0.0,0.0,0
22,4,10.0.0.5,10.0.0.8,90400,9636000,200,706000000,201000000000.0,3,2245,13530,14420800,450,0,UDP,2,1198851889,4994,7678,0.0,7678.0,1
23,1,10.0.0.10,10.0.0.5,670,65500,680,171000000,683000000000.0,6,4930,30,2940,1,1,ICMP,2,133965693,406611035,1,1123.0,1124.0,0
24,5,10.0.0.7,10.0.0.4,420,41100,430,818000000,430000000000.0,7,2065,29,2842,0,1,ICMP,3,271356533,135909785,0,0.0,0.0,1
25,2,10.0.0.3,10.0.0.7,118300,12610000,260,320000000,261000000000.0,6,1935,13535,14426000,451,0,UDP,3,3749,78449539,0,3839.0,3839.0,0
26,1,10.0.0.4,10.0.0.8,125850,131117500,450,348000000,451000000000.0,5,3000,7595,7913500,253,1,ICMP,2,5520,1562,0,0.0,0.0,1
27,3,10.0.0.3,10.0.0.5,61300,6385000,195,838000000,197000000000.0,3,7920,9210,9595000,306,0,UDP,1,4652,207933506,0,2553.0,2553.0,0
28,2,10.0.0.6,10.0.0.9,85900,4637000,283,520000000,285000000000.0,4,2375,7651,413200,255,1,TCP,1,5012593,9348056,118,221.0,339.0,1
29,5,10.0.0.10,10.0.0.3,89400,93142000,316,436000000,317000000000.0,3,4445,9305,9693000,310,0,UDP,1,580841815,3174
