dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,10.0.0.2,10.0.0.7,0,0,0,0,0,2,4,0,0,0,0,1,UDP,1,2668,856,0,0,0,1
6492,3,10.0.0.4,10.0.0.3,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,ICMP,1,4266,3339,0,0,0,0
11515,4,10.0.0.5,10.0.0.8,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,TCP,2,105767,6030042,0,0,2,1
29832,5,10.0.0.1,10.0.0.14,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,UDP,3,135559596,135758389,148,386,3421,0
42005,7,10.0.0.3,10.0.0.13,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,TCP,1,1269981973,990596183,20580,16577,20580,1
9996,3,10.0.0.1,10.0.0.7,73303,78140998,161,693000000,162000000000.0,4,1931,13532,14425112,451,0,UDP,1,3649,1402,0,0.0,0.0,0
9846,5,10.0.0.12,10.0.0.7,73519,78371254,162,878000000,163000000000.0,3,1910,13615,14513590,453,0,UDP,1,3582,1332,0,0.0,0.0,0
3129,6,10.0.0.12,10.0.0.5,34537,36816442,75,927000000,75927000000.0,3,6846,13492,14382472,449,0,UDP,2,327375804,4766,7378,0.0,7378.0,0
26957,4,10.0.0.7,10.0.0.12,313,30674,321,139000000,321000000000.0,9,948,29,2842,0,1,ICMP,1,105657503,105652254,5057,5057.0,10114.0,0
31395,2,10.0.0.7,10.0.0.4,907,88886,942,924000000,943000000000.0,3,2063,29,2842,0,1,ICMP,4,135959100,271405848,0,0.0,0.0,0
10146,4,10.0.0.18,10.0.0.7,113557,118326394,363,437000000,363000000000.0,4,1931,9258,9646836,308,0,UDP,1,3649,1402,0,0.0,0.0,1
10026,4,10.0.0.10,10.0.0.7,44971,46859782,143,341000000,143000000000.0,5,1931,9439,9835438,314,0,UDP,3,3791,92841647,0,3837.0,3837.0,1
11019,7,10.0.0.3,10.0.0.13,122657,7114106,404,643000000,405000000000.0,3,4357,8756,507848,291,1,TCP,1,6519432,147118588,0,0.0,0.0,1
31303,4,10.0.0.1,10.0.0.13,5374,354768,20,433000000,20433000000.0,3,4008,0,0,0,1,TCP,2,5458,1312,0,0.0,0.0,1
11455,3,10.0.0.10,10.0.0.8,24961,26009362,80,484000000,80484000000.0,5,1943,9242,9630164,308,0,UDP,2,638523547,2796,15389,0.0,15389.0,1
...
39765,6,10.0.0.14,10.0.0.13,4000,4000000,1000,400000000,100000000000.0,4,1931,4000,4000000,1000,1,TCP,1,3600,400,0,0.0,0.0,0
81234,3,10.0.0.5,10.0.0.6,4000,4000000,1000,400000000,100000000000.0,4,1931,4000,4000000,1000,1,UDP,2,400,3600,0,0.0,0.0,1
12093,3,10.0.0.3,10.0.0.1,4000,4000000,1000,400000000,100000000000.0,4,1931,4000,4000000,1000,1,ICMP,3,400,3600,0,0.0,0.0,0
39890,4,10.0.0.2,10.0.0.10,4000,4000000,1000,400000000,100000000000.0,4,1931,4000,4000000,1000,1,TCP,4,3600,400,0,0.0,0.0,1
