dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,10.0.0.9,10.0.0.1,0,0,0,0,0,2,4,0,0,0,0,1,UDP,3,135967802,406545688,0,0,0,0
6492,3,10.0.0.2,10.0.0.8,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,ICMP,1,43691,66424862,0,2409.0,2409.0,0
11515,4,10.0.0.3,10.0.0.7,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,TCP,5,135559596,135758389,148,386,3421,0
29832,5,10.0.0.4,10.0.0.10,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,ICMP,4,135544447,406653455,1,1.0,2.0,1
42005,7,10.0.0.4,10.0.0.5,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,UDP,2,279389377,4775,0,0.0,0.0,1
31431,6,10.0.0.5,10.0.0.2,501,49098,512,861000000,513000000000.0,5,4942,30,2940,1,1,TCP,2,135972701,406544687,1,1.0,2.0,0
12145,4,10.0.0.7,10.0.0.3,90330,96291780,200,654000000,201000000000.0,3,2242,13527,14419782,450,0,UDP,4,3665,3413,0,0.0,0.0,1
6822,5,10.0.0.1,10.0.0.4,851,83398,871,645000000,872000000000.0,11,3443,29,2842,0,0,ICMP,3,279389377,4775,0,0.0,0.0,0
11575,3,10.0.0.6,10.0.0.5,112761,120203226,250,305000000,250000000000.0,4,1943,13538,14431508,451,0,TCP,2,13205511,3185,3520,0.0,3520.0,1
10056,1,10.0.0.2,10.0.0.1,100347,106969902,223,260000000,223000000000.0,2,1931,13308,14186328,443,0,TCP,1,3649,1402,0,0.0,0.0,0
11245,5,10.0.0.9,10.0.0.7,22347,23285574,70,781000000,70781000000.0,3,1298,9741,10150122,324,0,ICMP,2,13205511,3185,3520,0.0,3520.0,1
30531,3,10.0.0.8,10.0.0.6,63569,66238898,233,12000000,233000000000.0,9,4920,8687,9051854,289,1,UDP,1,4215,241643304,0,2588.0,2588.0,0
2668,6,10.0.0.3,10.0.0.4,24564,25595688,77,276000000,77276000000.0,3,2385,9322,9713524,310,0,TCP,2,13205511,3185,3520,0.0,3520.0,1
2518,7,10.0.0.1,10.0.0.9,12146,12947636,27,249000000,27249000000.0,2,1699,0,0,0,0,ICMP,3,135967802,406545688,0,0,0,1
11545,2,10.0.0.8,10.0.0.2,52661,54872762,170,694000000,171000000000.0,4,1943,9320,9711440,310,0,TCP,5,43691,66424862,0,2409.0,2409.0,1
...
99956,3,10.0.0.2,10.0.0.6,1163,122780,31,286000000,31286000000.0,2,1899,0,0,0,0,UDP,4,3694,1242,0,0.0,0.0,0
99997,6,10.0.0.1,10.0.0.4,59,56988,416,818000000,416818000000.0,2,2193,0,0,0,0,TCP,3,135559596,135758389,148,386,3421,1
99999,7,10.0.0.9,10.0.0.8,19,18054,8,828000000,8828000000.0,2,4203,0,0,0,0,UDP,1,135972701,406544687,1,1.0,2.0,0
