dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
15595,4,10.0.0.14,10.0.0.8,611,66326,75,872000000,75872000000.0,7,2071,8256,8670048,275,1,TCP,3,6739,1836,0,0.0,0.0,0
2488,1,10.0.0.4,10.0.0.11,260006,147128002,1881,999000000,1880000000000.0,12,8803,18898,14953872,629,1,ICMP,3,1237,2425,0,0.0,0.0,1
42005,7,10.0.0.10,10.0.0.7,91478,85599258,435,728000000,436000000000.0,7,4357,10255,9853152,341,1,TCP,2,9235921,156828136,148,386.0,534.0,1
27331,4,10.0.0.14,10.0.0.7,522,54356,44,820000000,44820000000.0,6,1931,8256,8567536,275,1,ICMP,1,4036,3412,0,0.0,0.0,0
15359,2,10.0.0.14,10.0.0.5,339,33222,348,176000000,348000000000.0,9,3034,29,2842,0,1,UDP,3,270979329,270307155,0,0.0,0.0,1
19822,2,10.0.0.10,10.0.0.4,51241,2971978,163,725000000,164000000000.0,11,2373,9180,532440,306,1,ICMP,2,9235921,156828136,141,131.0,272.0,0
34143,3,10.0.0.5,10.0.0.7,165,16170,170,171000000,170000000000.0,4,1057,29,2842,0,1,TCP,3,4302,1172,0,0.0,0.0,1
27076,5,10.0.0.13,10.0.0.4,127395,132745590,420,897000000,421000000000.0,3,1943,8040,8377680,268,0,ICMP,1,3952,1562,0,0.0,0.0,0
25862,1,10.0.0.11,10.0.0.8,85848,91513968,190,666000000,191000000000.0,2,2242,13494,14384604,449,0,TCP,3,3590,3926,0,0.0,0.0,1
23914,7,10.0.0.9,10.0.0.7,75074,78227108,240,863000000,241000000000.0,6,1943,9180,9565560,306,0,UDP,1,4055,45331620,0,2567.0,2567.0,0
3099,4,10.0.0.12,10.0.0.5,8320,449280,27,446000000,27446000000.0,7,6024,7965,430110,265,1,ICMP,1,4396,1332,0,0.0,0.0,0
19093,6,10.0.0.9,10.0.0.5,16691,17392022,53,380000000,53380000000.0,4,1931,9435,9831270,314,0,TCP,2,3413,3539,0,0.0,0.0,1
16051,2,10.0.0.12,10.0.0.8,20947,22329502,42,755000000,42755000000.0,2,5882,13393,14276938,446,0,ICMP,2,4736,143906528,0,0.0,0.0,0
